place,date,cases,recovered,deaths,daily_cases,daily_deaths,daily_recovered,abbrev,dateymd,total_tests,daily_tests,ppt,tpr,shortfall,dbl,r_est,r_lower,r_upper
Delhi,2020-08-25,164071,147743,4330,1544,17,1155,dl,2020-08-25,1462845,19841,0.07382885838296155,0.11215884116225575,6740705,82.8748000944041,1.169467219956906,1.1416673784351365,1.1975968180909136
Delhi,2020-08-26,165764,148897,4347,1693,17,1154,dl,2020-08-26,1482661,19816,0.07482895932169173,0.11180168629241613,6805539,81.11259901069933,1.2185653884762557,1.1905034572504227,1.2469496646823122
Delhi,2020-08-27,167604,150027,4369,1840,22,1130,dl,2020-08-27,1503722,21061,0.07589189461996568,0.11145943199607375,6876478.000000001,76.8869759393538,1.2610337345578742,1.232819931182756,1.2895623041717739
Delhi,2020-08-28,169412,151473,4389,1808,20,1446,dl,2020-08-28,1526655,22933,0.07704930856969819,0.11096940697145065,6943945,73.60137975672602,1.2840610010522218,1.255982968368507,1.3124451092735463
Delhi,2020-08-29,171366,152922,4404,1954,15,1449,dl,2020-08-29,1548659,22004,0.07815983647925709,0.11065444361864038,7019641,70.80381342962097,1.3826125727785603,1.3539391059988042,1.4115823144252908
Delhi,2020-08-30,173390,154171,4426,2024,22,1249,dl,2020-08-30,1569096,20437,0.07919127889371151,0.11050311771873741,7100403.999999999,68.09981886976881,1.4037769893725665,1.3754203500939362,1.4324189465150112
Delhi,2020-08-31,174748,155678,4444,1358,18,1507,dl,2020-08-31,1583485,14389,0.07991748258806904,0.11035658689536056,7153915,66.92382214407287,1.293369900217581,1.2667633975487569,1.3202490816400243
Delhi,2020-10-01,177785,158845,4484,3037,40,3167,dl,2020-10-01,3135388,55423,0.15824104168769557,0.05670271111581725,5753862.000000001,NA,1.3981276136614516,1.3711011185264954,1.425414221019698
Delhi,2020-10-02,180705,162016,4521,2920,37,3171,dl,2020-10-02,3191646,56258,0.16108034722923187,0.056618121182612356,5843604,NA,1.4836129464627916,1.4563757695839228,1.5110989633307468
Delhi,2020-10-03,182963,165456,4555,2258,34,3440,dl,2020-10-03,3230952,39306,0.16306409609367115,0.05662820122366411,5917198.000000001,NA,1.4489681271665047,1.4227163379241816,1.4754565754731206
Delhi,2020-10-04,185646,168582,4593,2683,38,3126,dl,2020-10-04,3281784,50832,0.16562955486019987,0.05656862243218932,6000515.999999999,NA,1.4472930288999455,1.4217830833764298,1.4730266506584855
Delhi,2020-10-05,187593,172170,4625,1947,32,3588,dl,2020-10-05,3317377,35593,0.16742591097203996,0.05654859245723353,6062273,NA,1.4328398671113298,1.4081679354060517,1.4577230880734966
Delhi,2020-10-06,190269,175167,4664,2676,39,2997,dl,2020-10-06,3370968,53591,0.17013061471686686,0.05644343108567035,6142482,NA,1.3159162793431165,1.2929338114490774,1.3390984055143194
Delhi,2020-10-07,193140,178537,4699,2871,35,3370,dl,2020-10-07,3422473,51505,0.1727300393661048,0.056432877629713954,6234527,NA,1.2426196837409313,1.2208748133708622,1.2645538342786207
Delhi,2020-10-08,195866,181180,4736,2726,37,2643,dl,2020-10-08,3475795,53322,0.17542116685172102,0.05635142463810438,6317505.000000001,50.09540388958086,1.2330986984132608,1.2119136570763052,1.254464757504411
Delhi,2020-10-09,198726,184278,4775,2860,39,3098,dl,2020-10-09,3524930,49135,0.17790097910568284,0.0563772897617825,6411370,51.04116228228023,1.204554575328652,1.1839998206459206,1.2252837648614137
Delhi,2020-10-10,201592,187044,4823,2866,48,2766,dl,2020-10-10,3574666,49736,0.18041112344806703,0.05639463938728821,6504934,50.04058244007123,1.2473973875696684,1.226819120562705,1.2681444360102692
Delhi,2020-10-11,204372,190101,4852,2780,29,3057,dl,2020-10-11,3623419,48753,0.18287165640456243,0.05640308228223123,6595181,50.489268924120864,1.218575650946516,1.1985468047934436,1.2387681629570453
Delhi,2020-10-12,206221,193076,4892,1849,40,2975,dl,2020-10-12,3659366,35947,0.18468587867164632,0.05635429743840873,6651683.999999999,51.2500402871521,1.0952058013411412,1.0765177067759721,1.1140524835371846
Delhi,2020-10-13,209257,195112,4937,3036,45,2036,dl,2020-10-13,3714323,54957,0.1874595235691935,0.056337857531507086,6748527,51.007263120125174,1.0904724673622423,1.072080852496392,1.109018329339563
Delhi,2020-10-14,212581,197979,4981,3324,44,2867,dl,2020-10-14,3771273,56950,0.1903337539113758,0.056368499443026264,6857776.999999999,50.59058172285718,1.1066465891330106,1.0882960537751851,1.1251484175236888
Delhi,2020-10-15,216064,200734,5007,3483,26,2755,dl,2020-10-15,3827164,55891,0.19315453719592207,0.05645538053765138,6976036.000000001,49.43791576776899,1.1379258319517056,1.1194615639934904,1.1565390371645472
Delhi,2020-10-16,219492,203931,5029,3428,22,3197,dl,2020-10-16,3885309,58145,0.19608907842939335,0.056492804047245666,7089291.000000001,48.81868544416478,1.1701400010286993,1.1515626819225635,1.188863910475744
Delhi,2020-10-17,222751,207085,5064,3259,35,3154,dl,2020-10-17,3941024,55715,0.19890097910568286,0.056521097054978604,7196526,48.613298513945914,1.2559169293110326,1.236843809568277,1.2751339653611398
Delhi,2020-10-18,226050,209948,5092,3299,28,2863,dl,2020-10-18,3990438,49414,0.2013948723125063,0.05664791684521849,7312061.999999999,48.12836874090862,1.2467818262645367,1.2279957237221253,1.265708560939469
Delhi,2020-10-19,228204,212793,5123,2154,31,2845,dl,2020-10-19,4026883,36445,0.20323422832340768,0.05667013419560489,7383317.000000001,47.90162607880118,1.1262591680796863,1.1086675582618577,1.1439873286877642
Delhi,2020-10-20,231783,214979,5164,3579,41,2186,dl,2020-10-20,4083476,56593,0.20609044110225094,0.056761200506627196,7505673.999999999,47.457989935323305,1.1007049635242672,1.0835648701627532,1.117977694439742
Delhi,2020-10-21,235469,218423,5211,3686,47,3444,dl,2020-10-21,4142540,59064,0.20907136368224488,0.05684169615742998,7630909.999999999,47.44975188684132,1.094683364274064,1.0777746922655196,1.111721818220443
Delhi,2020-10-22,239351,221150,5246,3882,35,2727,dl,2020-10-22,4201310,58770,0.21203744826890078,0.056970563943151066,7766240,47.40327586311153,1.1182018490708447,1.1012558595801019,1.1352754337163378
Delhi,2020-10-23,243437,224446,5272,4086,26,3296,dl,2020-10-23,4259878,58568,0.2149933380438074,0.05714647226986313,7911972,46.860324036055914,1.1534295975782318,1.1363484258418552,1.17063642720709
Delhi,2020-10-24,247553,228060,5308,4116,36,3614,dl,2020-10-24,4315339,55461,0.21779241950136266,0.057365829196732866,8062311,45.96025014674562,1.262354494021321,1.2446299286467282,1.2802026395848407
Delhi,2020-10-25,251689,231886,5341,4136,33,3826,dl,2020-10-25,4364408,49069,0.22026890077722822,0.057668531448022274,8220042,45.16121817495212,1.270982093806547,1.2533869565701925,1.288698174437604
Delhi,2020-10-26,254521,235622,5395,2832,54,3736,dl,2020-10-26,4398819,34411,0.22200560209952558,0.05786121229357243,8327230.999999999,44.45556106502262,1.1808644010592735,1.1641557530563427,1.1976904536671207
Delhi,2020-10-27,259374,238344,5439,4853,44,2722,dl,2020-10-27,4456029,57210,0.22489295447663268,0.05820743087623532,8512671,43.1408744165278,1.202360568885765,1.185763942411,1.2190709403923783
Delhi,2020-10-28,265047,242472,5479,5673,40,4128,dl,2020-10-28,4516600,60571,0.2279499343898254,0.05868285878758358,8735750,41.00495583894237,1.2618641088545612,1.245095714047982,1.2787431116223162
Delhi,2020-10-29,270786,246610,5506,5739,27,4138,dl,2020-10-29,4576724,60124,0.23098435449682042,0.05916590119919838,8962576,39.32024994992803,1.3182392934006284,1.301342680730476,1.3352433839358764
Delhi,2020-10-30,276677,251043,5553,5891,47,4433,dl,2020-10-30,4636365,59641,0.2339943979004744,0.059675413820956716,9197484.999999998,37.908684348340614,1.3710072864017289,1.3540607007293417,1.3880578017908791
Delhi,2020-10-31,281739,255708,5594,5062,41,4665,dl,2020-10-31,4680695,44330,0.23623170485515294,0.06019170230061989,9406255,37.5090052789961,1.4352248353732135,1.4182245353980705,1.4523250195345399
Delhi,2020-11-01,287403,259867,5645,5664,51,4159,dl,2020-11-01,4725318,44623,0.23848379933380437,0.06082193833303917,9644831.999999998,36.56632666834911,1.4112176822073663,1.394744639672617,1.4277860965258031
Delhi,2020-11-02,291404,264691,5687,4001,42,4824,dl,2020-11-02,4761983,36665,0.24033425860502675,0.061193834585297764,9808216.999999998,35.8540458980979,1.260345630475368,1.245175635284745,1.2756062043755512
Delhi,2020-11-03,298129,268301,5735,6725,48,3610,dl,2020-11-03,4821523,59540,0.2433392046028061,0.06183295195314841,10084926.999999998,34.842711504841816,1.244655045245787,1.2299456901025705,1.259450625929221
Delhi,2020-11-04,304971,274098,5786,6842,51,5797,dl,2020-11-04,4880433,58910,0.24631235490057535,0.06248851280204031,10368117,34.580905248472554,1.2372697300962447,1.2228947645696,1.2517275286806637
Delhi,2020-11-05,311686,279387,5852,6715,66,5289,dl,2020-11-05,4932727,52294,0.24895159987887353,0.06318736066277335,10651573,34.4929190254179,1.2640652528408423,1.2497888777585087,1.2784215838632351
Delhi,2020-11-06,318864,285508,5916,7178,64,6121,dl,2020-11-06,4991587,58860,0.251922226708388,0.0638802849674863,10951613,34.1899533606706,1.2838211519683234,1.2696738568125023,1.2980457449564469
Delhi,2020-11-07,325817,291846,5995,6953,79,6338,dl,2020-11-07,5049020,57433,0.2548208337539114,0.0645307406189716,11241829.999999998,33.38060716847732,1.3559140619488592,1.3416258209714862,1.3702769385575055
Delhi,2020-11-08,333562,297915,6072,7745,77,6069,dl,2020-11-08,5099774,50754,0.25738235590996267,0.06540721216273505,11578326,32.57634857851794,1.343838671119687,1.3298824545819299,1.3578667292878468
Delhi,2020-11-09,338585,304929,6143,5023,71,7014,dl,2020-11-09,5138889,39115,0.25935646512566873,0.06588680938623115,11790360.999999998,32.33295487539807,1.221328571574944,1.208306900828428,1.2344190676954465
Delhi,2020-11-10,346415,311086,6226,7830,83,6157,dl,2020-11-10,5197924,59035,0.2623359240940749,0.0666448759158464,12122826,32.32290647557383,1.2104005998501712,1.1977037466214464,1.2231634727802259
Delhi,2020-11-11,355008,318350,6311,8593,85,7264,dl,2020-11-11,5262045,64121,0.2655720702533562,0.06746578564037366,12488355,31.93729722077688,1.2171755017676247,1.2046593502258511,1.2297554435466103
Delhi,2020-11-12,362061,324812,6415,7053,104,6462,dl,2020-11-12,5322274,60229,0.26861178964368626,0.06802750102681673,12780776,32.38650191850046,1.1835179230212554,1.1713646279443297,1.1957330732647926
Delhi,2020-11-13,369863,331310,6506,7802,91,6498,dl,2020-11-13,5378827,56553,0.27146598364792573,0.06876276184379977,13114322.999999998,32.70267633307361,1.1512984310925696,1.139485252719992,1.1631716862396686
Delhi,2020-11-14,377203,338427,6602,7340,96,7117,dl,2020-11-14,5428472,49645,0.2739715352780862,0.06948603584949872,13431678,33.131504166894054,1.1932844485612093,1.1814125194321652,1.2052149095408848
Delhi,2020-11-15,380438,346033,6697,3235,95,7606,dl,2020-11-15,5449570,21098,0.2750363379428687,0.06981064561057111,13572330,36.899121563311986,1.0265260392426991,1.015647139636051,1.0374620911595793
Delhi,2020-11-16,384235,349593,6796,3797,99,3560,dl,2020-11-16,5479391,29821,0.27654138487937824,0.0701236688529802,13732359.000000002,38.362285561254765,0.8629727121932578,0.8531073061998263,0.8728940484679943
Delhi,2020-11-17,390631,354014,6895,6396,99,4421,dl,2020-11-17,5528422,49031,0.27901594831937016,0.07065867981858115,14003128.000000002,40.39120772326303,0.8367293992159439,0.8270549632963529,0.8464593115778197
Delhi,2020-11-18,398117,360915,7026,7486,131,6901,dl,2020-11-18,5590654,62232,0.2821567578479863,0.07121116778108608,14315196,42.336761435597786,0.8340171924113874,0.8243204974644239,0.8437698024053047
Delhi,2020-11-19,405663,367600,7124,7546,98,6685,dl,2020-11-19,5653091,62437,0.28530791359644697,0.07175950289850279,14630059.000000002,42.67019360410016,0.854373734151682,0.8444762743621069,0.8643280591638457
Delhi,2020-11-20,412271,376375,7242,6608,118,8775,dl,2020-11-20,5715516,62425,0.2884584637125265,0.07213189500300585,14898033.999999998,44.69930201711592,0.975452089778269,0.9647657407380826,0.9861964836904898
Delhi,2020-11-21,418150,383338,7353,5879,111,6963,dl,2020-11-21,5761078,45562,0.2907579489250025,0.07258190220649677,15146421.999999998,47.08116524152251,1.058475893009752,1.0472405968940002,1.0697703079148013
Delhi,2020-11-22,424896,389492,7474,6746,121,6154,dl,2020-11-22,5815971,54893,0.2935283637831836,0.07305676042745055,15428829,43.901348449053245,1.0783866345370416,1.0669984494162432,1.0898344353076632
Delhi,2020-11-23,429350,396708,7595,4454,121,7216,dl,2020-11-23,5853278,37307,0.29541122438679723,0.07335206016184435,15614222,43.7048606457194,0.9814814353821577,0.9706265309063484,0.9923958654318515
Delhi,2020-11-24,435574,401651,7704,6224,109,4943,dl,2020-11-24,5914659,61381,0.29850908448571717,0.0736431297222714,15864041,44.55437467717294,0.9354379107546446,0.9248667208209242,0.9460683411696347
Delhi,2020-11-25,440820,407012,7803,5246,99,5361,dl,2020-11-25,5976437,61778,0.30162698092258,0.07375966650363754,16064562.999999998,47.61995363899671,0.8931472036648044,0.8828166672704856,0.9035370006454339
Delhi,2020-11-26,446295,411949,7894,5475,91,4937,dl,2020-11-26,6039703,63266,0.30481997577470477,0.07389353416881592,16275046.999999998,50.82927177301223,0.886151302831642,0.8758285982945717,0.8965336477202995
Delhi,2020-11-27,451777,417886,7992,5482,98,5937,dl,2020-11-27,6104158,64455,0.3080729787019279,0.07401135422772477,16484691.999999998,53.02313596251816,0.8562542002570963,0.8460486444171644,0.8665200939821708
Delhi,2020-11-28,456775,424398,8081,4998,89,6512,dl,2020-11-28,6173209,69051,0.3115579388311295,0.07399312091976798,16665540.999999998,54.91784217617768,0.8868680880087776,0.8764026995516013,0.8973947320274652
Delhi,2020-11-29,461681,430723,8149,4906,68,6325,dl,2020-11-29,6237395,64186,0.314797365499142,0.07401823998640458,16846655,58.43725478027979,0.8593343262189512,0.848941799227475,0.8697892033553808
Delhi,2020-11-30,465407,436547,8257,3726,108,5824,dl,2020-11-30,6288065,50670,0.31735464822852527,0.07401434304511802,16982285,60.169134682964525,0.8238472692736263,0.8135815082291784,0.8341765008794547
Delhi,2020-12-01,469413,441583,8343,4006,86,5036,dl,2020-12-01,6346521,58456,0.3203048854345412,0.07396382994714742,17124129,64.85086923503664,0.7904111182440466,0.7802548896517515,0.8006321107003807
Delhi,2020-12-02,473357,446912,8425,3944,82,5329,dl,2020-12-02,6425470,78949,0.32428939133945694,0.0736688522396027,17242380,68.13383047111651,0.7559439085986664,0.7458915233009151,0.7660626478290655
Delhi,2020-12-03,477091,451746,8507,3734,82,4834,dl,2020-12-03,6500700,75230,0.32808620167558294,0.07339071176950175,17353850,72.71455999357535,0.7326198001993748,0.7225801132305556,0.7427277945504014
Delhi,2020-12-04,481158,456608,8580,4067,73,4862,dl,2020-12-04,6585703,85003,0.3323762491167861,0.07306099288109409,17472197,77.00779301511038,0.7266066906932259,0.7164379550662682,0.7368460911854727
Delhi,2020-12-05,484577,461524,8657,3419,77,4916,dl,2020-12-05,6667176,81473,0.3364881396992026,0.07268099717181607,17561674,82.1189135874638,0.7427883659279588,0.7323105590872815,0.7533395681623207
Delhi,2020-12-06,487283,466146,8726,2706,69,4622,dl,2020-12-06,6740712,73536,0.34019945493085696,0.07228954448728858,17623438,89.90088097128537,0.7205913257361231,0.7100647339967321,0.7311942990374772
Delhi,2020-12-07,488957,469964,8789,1674,63,3818,dl,2020-12-07,6793919,53207,0.3428847784394872,0.07196980122959959,17653931,98.2943308556406,0.6549665149076884,0.6447287537624575,0.665283803083405
Delhi,2020-12-08,492145,473271,8846,3188,57,3307,dl,2020-12-08,6869328,75409,0.3466906227919653,0.07164383473900213,17737922,102.60072194014829,0.6601001591134771,0.6495974541272448,0.6706859212661782
Delhi,2020-12-09,494608,477448,8896,2463,50,4177,dl,2020-12-09,6941407,72079,0.35032840415867567,0.07125471824372206,17788993,110.4851725630989,0.6194074259612504,0.6089835073513037,0.6299185753241062
Delhi,2020-12-10,496183,480755,8957,1575,61,3307,dl,2020-12-10,7005476,64069,0.353561925910972,0.07082787807709283,17803674,123.65779184008645,0.5633744779112032,0.5531714384401704,0.5736694616378961
Delhi,2020-12-11,498568,483157,9017,2385,60,2402,dl,2020-12-11,7077155,71679,0.3571795195316443,0.07044751739929392,17851244.999999996,136.506599245327,0.5806323137609122,0.5699689102912172,0.5913931732113858
Delhi,2020-12-12,500503,486348,9064,1935,47,3191,dl,2020-12-12,7150568,73413,0.36088462703139196,0.06999485914965077,17874582,150.04462863501615,0.6335970689181878,0.622092618612163,0.6452054613026629
Delhi,2020-12-13,502487,488887,9097,1984,33,2539,dl,2020-12-13,7222903,72335,0.36453532855556675,0.06956856543691643,17901447,157.91950271744335,0.6059237906782645,0.5943020657521517,0.6176564889216518
Delhi,2020-12-14,503863,491741,9157,1376,60,2854,dl,2020-12-14,7286847,63944,0.3677625416372262,0.06914691635490632,17906303,161.57355126725645,0.5775567132357742,0.565849864957362,0.5893817616632023
Delhi,2020-12-15,505480,494084,9198,1617,41,2343,dl,2020-12-15,7371952,85105,0.3720577369536691,0.068567999357565,17902048,181.48550408793392,0.6186551424514002,0.6061434558065328,0.6312928683532887
Delhi,2020-12-16,507027,496818,9230,1547,32,2734,dl,2020-12-16,7450994,79042,0.3760469365095387,0.06804823624874748,17900355.999999996,195.6564250329376,0.6012335676046433,0.5884893305953675,0.6141124276166221
Delhi,2020-12-17,508390,499209,9265,1363,35,2391,dl,2020-12-17,7541348,90354,0.3806070455233673,0.06741367723648345,17878152,199.63867798136522,0.5979695184966358,0.5848454239898219,0.6112372142775174
Delhi,2020-12-18,509808,501369,9302,1418,37,2160,dl,2020-12-18,7629748,88400,0.38506853739779956,0.06681845848644018,17860651.999999996,217.63648704058323,0.592284456945655,0.5787948678758182,0.6059272769512838
Delhi,2020-12-19,510947,503537,9334,1139,32,2168,dl,2020-12-19,7717078,87330,0.3894760270515797,0.06620990483703806,17830272,234.93927553528405,0.6119469487588239,0.5977796843058626,0.6262778268940941
Delhi,2020-12-20,512038,504812,9360,1091,26,1275,dl,2020-12-20,7800367,83289,0.3936795700010094,0.06564280885758324,17801533,257.68823032659225,0.6050474599349566,0.5904924092718083,0.6197772525399683
Delhi,2020-12-21,512841,506481,9387,803,27,1669,dl,2020-12-21,7862807,62440,0.3968308771575654,0.0652236535883432,17779243.000000004,274.7243457057061,0.5723420645433986,0.5577249594263743,0.5871456146358768
Delhi,2020-12-22,513780,507915,9412,939,25,1434,dl,2020-12-22,7945193,82386,0.4009888462703139,0.06466551536255948,17743807,297.91391876251157,0.566507775242916,0.551485200118541,0.5817294089272382
Gujarat,2020-03-15,0,0,0,NA,NA,NA,gj,2020-03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,2020-03-16,0,0,0,0,0,0,gj,2020-03-16,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,2020-03-17,0,0,0,0,0,0,gj,2020-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,2020-03-18,0,0,0,0,0,0,gj,2020-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,2020-03-19,2,0,0,2,0,0,gj,2020-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,2020-03-20,7,0,0,5,0,0,gj,2020-03-20,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,2020-03-21,14,0,0,7,0,0,gj,2020-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,2020-03-22,18,0,1,4,1,0,gj,2020-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,2020-03-23,30,0,1,12,0,0,gj,2020-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,2020-03-24,34,0,1,4,0,0,gj,2020-03-24,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,2020-03-25,38,0,1,4,0,0,gj,2020-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gujarat,2020-03-26,43,0,3,5,2,0,gj,2020-03-26,NA,NA,NA,NA,NA,1.5814688880875862,NA,NA,NA
Gujarat,2020-03-27,47,0,3,4,0,0,gj,2020-03-27,NA,NA,NA,NA,NA,2.5480174529469948,NA,NA,NA
Gujarat,2020-03-28,55,0,4,8,1,0,gj,2020-03-28,NA,NA,NA,NA,NA,3.5460906833958026,NA,NA,NA
Gujarat,2020-03-29,63,1,5,8,1,1,gj,2020-03-29,NA,NA,NA,NA,NA,3.8730632896557857,NA,NA,NA
Gujarat,2020-03-30,70,3,6,7,1,2,gj,2020-03-30,NA,NA,NA,NA,NA,5.726475293708763,NA,NA,NA
Gujarat,2020-03-31,74,5,6,4,0,2,gj,2020-03-31,NA,NA,NA,NA,NA,6.238911869489088,NA,NA,NA
Gujarat,2020-04-01,87,5,6,13,0,0,gj,2020-04-01,NA,NA,NA,NA,NA,5.85766224307016,NA,NA,NA
Gujarat,2020-04-02,88,10,7,1,1,5,gj,2020-04-02,NA,NA,NA,NA,NA,6.7752850428612295,NA,NA,NA
Gujarat,2020-04-03,95,10,9,7,2,0,gj,2020-04-03,NA,NA,NA,NA,NA,6.89473968701049,NA,NA,NA
Gujarat,2020-04-04,108,13,10,13,1,3,gj,2020-04-04,NA,NA,NA,NA,NA,7.1903443144519095,2.367187604089546,1.6833017936290708,3.1658383969271577
Gujarat,2020-04-05,128,21,11,20,1,8,gj,2020-04-05,NA,NA,NA,NA,NA,6.844492604423248,2.8005693543821666,2.109772106912319,3.5876966843001488
Gujarat,2020-04-06,146,22,12,18,1,1,gj,2020-04-06,NA,NA,NA,NA,NA,6.600401514897652,2.604274564635614,1.9873358509724448,3.303335704705168
Gujarat,2020-04-07,175,25,14,29,2,3,gj,2020-04-07,NA,NA,NA,NA,NA,5.637170391247568,3.220707033487102,2.583101219860299,3.9275855653821057
Gujarat,2020-04-08,186,25,16,11,2,0,gj,2020-04-08,4224,NA,6.217616580310881e-5,0.04403409090909091,5076,6.3856068261044054,2.8192764444685143,2.272734723433584,3.4238223170835838
Gujarat,2020-04-09,262,26,18,76,2,1,gj,2020-04-09,NA,NA,NA,NA,NA,4.447292454106179,3.904822527206121,3.3142912323460774,4.543053752107891
Gujarat,2020-04-10,378,33,19,116,1,7,gj,2020-04-10,7718,3494,1.1360692416391899e-4,0.04897641876133713,11182,3.5133739814839418,5.150791537772946,4.533231280046835,5.807213850301785
Gujarat,2020-04-11,468,44,22,90,3,11,gj,2020-04-11,9763,2045,1.437087847385775e-4,0.047936085219707054,13637,3.3089460582975656,5.071970240296744,4.533864628690382,5.639814929260003
Gujarat,2020-04-12,516,44,24,48,2,0,gj,2020-04-12,11715,1952,1.7244170984455958e-4,0.044046094750320106,14085.000000000004,3.480461982167639,3.906024058340151,3.502974438653317,4.330704225297449
Gujarat,2020-04-13,572,54,26,56,2,10,gj,2020-04-13,14251,2536,2.097709609043806e-4,0.04013753420812575,14349,3.5532151208447624,3.263027453142878,2.945988363322395,3.59603559374806
Gujarat,2020-04-14,650,59,28,78,2,5,gj,2020-04-14,14980,729,2.205016486104569e-4,0.043391188251001335,17519.999999999996,3.697668490329627,2.5452892430676513,2.2986066134711995,2.804364326101852
Gujarat,2020-04-15,766,64,33,116,5,5,gj,2020-04-15,19197,4217,2.825747762600094e-4,0.03990206803146325,19102.999999999996,3.4279416317716294,2.0640225796256155,1.8639830285705667,2.2741114025982423
Gujarat,2020-04-16,929,73,36,163,3,9,gj,2020-04-16,20903,1706,3.076866462552991e-4,0.04444338133282304,25546.999999999996,3.8332812142677133,2.079461635405589,1.8941427751705187,2.2733054369755386
Gujarat,2020-04-17,1099,86,41,170,5,13,gj,2020-04-17,23483,2580,3.456635657089025e-4,0.04679981263041349,31466.999999999993,4.546242029179134,2.300980493448018,2.118121415190917,2.4913022838988876
Gujarat,2020-04-18,1376,93,53,277,12,7,gj,2020-04-18,26102,2619,3.8421455487517664e-4,0.05271626695272393,42698,4.499003690469097,2.788102146980478,2.5988021560591026,2.9839624439384713
Gujarat,2020-04-19,1743,105,63,367,10,12,gj,2020-04-19,29104,3002,4.28403203014602e-4,0.059888675096206705,58045.99999999999,3.9860383910003914,3.2709125612833114,3.0799354136540833,3.4675530558495207
Gujarat,2020-04-20,1939,131,71,196,8,26,gj,2020-04-20,33316,4212,4.904027319830429e-4,0.058200264137351423,63634.00000000001,3.9745046850014853,2.92765197171679,2.7625576556271705,3.097469906713633
Gujarat,2020-04-21,2178,139,90,239,19,8,gj,2020-04-21,36829,3513,5.421131653320772e-4,0.05913817915229846,72070.99999999999,4.012628703724666,2.5454252808740296,2.406255213076322,2.688452577992277
Gujarat,2020-04-22,2407,179,103,229,13,40,gj,2020-04-22,39421,2592,5.802667216203486e-4,0.061058826513787065,80929,4.237750274703194,2.2103229123858306,2.092191622283943,2.3316526728067455
Gujarat,2020-04-23,2624,258,112,217,9,79,gj,2020-04-23,42384,2963,6.238813000471031e-4,0.06191015477538694,88815.99999999999,4.672843485901687,1.7940172207714709,1.6958913672873932,1.8948638282055386
Gujarat,2020-04-24,2815,265,127,191,15,7,gj,2020-04-24,46743,4359,6.880446302402261e-4,0.06022292107909206,94006.99999999999,5.158652378815917,1.348931678175582,1.2694169048214399,1.4308277357135333
Gujarat,2020-04-25,3071,282,133,256,6,17,gj,2020-04-25,48315,1572,7.11184055581724e-4,0.06356204077408673,105235,6.043714833788641,1.2915270467358364,1.2174092218661816,1.3678040878230846
Gujarat,2020-04-26,3301,313,151,230,18,31,gj,2020-04-26,51091,2776,7.520460433349034e-4,0.06461020531991936,113958.99999999999,7.597707310267435,1.2020730341000756,1.1328172153841012,1.273354607541444
Gujarat,2020-04-27,3548,394,162,247,11,81,gj,2020-04-27,53575,2484,7.886098681111635e-4,0.06622491833877742,123824.99999999999,8.030348235202297,1.1661996388014633,1.0995344356013352,1.2347991674873364
Gujarat,2020-04-28,3774,434,181,226,19,40,gj,2020-04-28,56101,2526,8.257919218087611e-4,0.06727152813675336,132599,8.826231400629677,1.1357047758002206,1.0710334016181309,1.2022451663196294
Gujarat,2020-04-29,4082,527,197,308,16,93,gj,2020-04-29,59488,3387,8.756476683937824e-4,0.06861888111888112,144612,9.185869019260775,1.217929625851932,1.1518075678853825,1.285871084760422
Gujarat,2020-04-30,4395,613,214,313,17,86,gj,2020-04-30,64007,4519,9.421661563824776e-4,0.06866436483509616,155743,9.407395305474193,1.2425408391501558,1.176529623006225,1.3103283757928201
Gujarat,2020-05-01,4721,736,236,326,22,123,gj,2020-05-01,68774,4767,0.00101233513895431,0.0686451275191206,167275.99999999997,9.383911859580946,1.2962228739983577,1.2296955007823027,1.3644781278208558
Gujarat,2020-05-02,5054,896,262,333,26,160,gj,2020-05-02,74116,5342,0.0010909679698539803,0.06819040423120513,178583.99999999997,9.739575549051171,1.3316906056169384,1.26529654431994,1.399758528202277
Gujarat,2020-05-03,5428,1042,290,374,28,146,gj,2020-05-03,80060,5944,0.0011784620819594912,0.06779915063702223,191339.99999999997,9.755858495582828,1.409465674311745,1.3423705848700929,1.4781739619995249
Gujarat,2020-05-04,5804,1195,319,376,29,153,gj,2020-05-04,84648,4588,0.001245996231747527,0.06856629808146678,205551.99999999997,9.858578553118756,1.406321602713017,1.3406946556596093,1.4734946275913363
Gujarat,2020-05-05,6245,1381,368,441,49,186,gj,2020-05-05,89632,4984,0.0013193593970796044,0.06967377722242056,222618,9.6338165825186,1.4390809601978398,1.3742617473757721,1.5053728654106944
Gujarat,2020-05-06,6625,1500,396,380,28,119,gj,2020-05-06,95191,5559,0.0014011864107395194,0.06959691567480118,236058.99999999997,10.01940512305609,1.4066022744409616,1.344140176584913,1.4704630255123303
