place,abbrev,date,r,lower,upper
Uttar Pradesh,up,2022-03-10,,,
Uttar Pradesh,up,2022-03-11,0.638374750472993,0.594046969134428,0.684274916632482
Uttar Pradesh,up,2022-03-12,,,
Uttar Pradesh,up,2022-03-13,,,
Uttar Pradesh,up,2022-03-14,0.727814810260173,0.679365205801889,0.777909504853977
Uttar Pradesh,up,2022-03-15,0.706936402357766,0.658967762352765,0.756566375206227
Uttar Pradesh,up,2022-03-16,0.690555692734585,0.642075365354523,0.740775379927675
Uttar Pradesh,up,2022-03-17,0.679914865513016,0.630263959945703,0.731421438550392
Uttar Pradesh,up,2022-03-18,0.534613469705641,0.489084657265041,0.582139476861919
Uttar Pradesh,up,2022-03-19,0.388754805046612,0.346810151645971,0.433059236053169
Uttar Pradesh,up,2022-03-20,0.352254539153654,0.307535348815093,0.399965040509144
Uttar Pradesh,up,2022-03-21,0.438528943960357,0.383215231911664,0.497517183700764
Uttar Pradesh,up,2022-03-22,0.42006204011757,0.363028864166966,0.481195373492287
Uttar Pradesh,up,2022-03-23,0.499195532631495,0.43288290470541,0.57016477886088
Uttar Pradesh,up,2022-03-24,,,
Uttar Pradesh,up,2022-03-25,,,
Uttar Pradesh,up,2022-03-26,0.516047612512279,0.446155439875862,0.590951020673855
Uttar Pradesh,up,2022-03-27,0.807865210350064,0.716317901282242,0.904837885175439
Uttar Pradesh,up,2022-03-28,0.694747848104485,0.613161963652861,0.781355500799122
Uttar Pradesh,up,2022-03-29,,,
Uttar Pradesh,up,2022-03-30,0.812837562061137,0.722569908938669,0.9083412218426
Uttar Pradesh,up,2022-03-31,0.783076199709431,0.695239386090325,0.876062371182115
Uttar Pradesh,up,2022-04-01,0.854938405648828,0.761968436596522,0.953182430457323
Uttar Pradesh,up,2022-04-02,0.707076067316423,0.623105818203201,0.796276947841946
Uttar Pradesh,up,2022-04-03,0.81175946653104,0.717301487581659,0.91197514618972
Uttar Pradesh,up,2022-04-04,0.651829084202712,0.566644666084273,0.74289131275345
Uttar Pradesh,up,2022-04-05,0.674539384746136,0.582265166390732,0.773501048216655
Uttar Pradesh,up,2022-04-06,0.675640984419957,0.578978044209287,0.779656457619084
Uttar Pradesh,up,2022-04-07,0.652630821262622,0.553626027736763,0.759659665864528
Uttar Pradesh,up,2022-04-08,0.715762148995113,0.606840811240221,0.833541223941929
Uttar Pradesh,up,2022-04-09,0.814869206330048,0.695275628600004,0.94381392002912
Uttar Pradesh,up,2022-04-10,0.832492737683476,0.711364852502455,0.963003477263184
Uttar Pradesh,up,2022-04-11,0.766999205001249,0.650280851588787,0.89320936710163
Uttar Pradesh,up,2022-04-12,,,
Uttar Pradesh,up,2022-04-13,1.13700113266068,0.989425173414976,1.29468554107508
Uttar Pradesh,up,2022-04-14,1.19996321246506,1.05826067498592,1.35043974792729
Uttar Pradesh,up,2022-04-15,1.36985387002567,1.22789628501969,1.51946446770776
Uttar Pradesh,up,2022-04-16,1.33541004663776,1.20804249011073,1.46906920082404
Uttar Pradesh,up,2022-04-17,1.48434261762503,1.35983875157172,1.61422203269075
Uttar Pradesh,up,2022-04-18,1.25807867637779,1.15521157662268,1.36527041252855
Uttar Pradesh,up,2022-04-19,1.28840471685934,1.18897153695592,1.39177394424095
Uttar Pradesh,up,2022-04-20,1.26274219422297,1.16960388527679,1.35939780745242
Uttar Pradesh,up,2022-04-21,1.3171706096194,1.22651500291526,1.41101254430699
Uttar Pradesh,up,2022-04-22,1.23711168591199,1.15461364591673,1.3224160325734
Uttar Pradesh,up,2022-04-23,1.28832481627684,1.20748306148406,1.37174889437533
Uttar Pradesh,up,2022-04-24,1.21641238995244,1.14210523593841,1.29302825246095
Uttar Pradesh,up,2022-04-25,1.17813811490958,1.10761463077536,1.25080736790552
Uttar Pradesh,up,2022-04-26,1.11015031379161,1.04357039715967,1.17875997778822
Uttar Pradesh,up,2022-04-27,1.16023133999259,1.09288248116713,1.22956546553484
Uttar Pradesh,up,2022-04-28,1.09010759677985,1.02663124933083,1.15546109169498
Uttar Pradesh,up,2022-04-29,1.13895532706397,1.0746199636607,1.20513461965344
Uttar Pradesh,up,2022-04-30,,,
Uttar Pradesh,up,2022-05-01,1.40241885021039,1.33265826494345,1.47393404847846
Uttar Pradesh,up,2022-05-02,1.16176367932575,1.1038226775096,1.2211659232915
Uttar Pradesh,up,2022-05-03,1.16288581476088,1.10622850611393,1.22093815894167
Uttar Pradesh,up,2022-05-04,1.08992728950101,1.03648932539021,1.14468953868716
Uttar Pradesh,up,2022-05-05,1.12480038734142,1.07090119803395,1.18000430546359
Uttar Pradesh,up,2022-05-06,0.925380630685495,0.877519309268893,0.974494892671964
Uttar Pradesh,up,2022-05-07,1.0468128205424,0.993977569052201,1.10099697452803
Uttar Pradesh,up,2022-05-08,,,
Uttar Pradesh,up,2022-05-09,1.01224151265766,0.960663945332993,1.06514876057759
Uttar Pradesh,up,2022-05-10,1.07444614756358,1.02113879130458,1.12909071373328
Uttar Pradesh,up,2022-05-11,0.912850955934705,0.864534353835025,0.962462783336359
Uttar Pradesh,up,2022-05-12,0.889499909506577,0.840261080289554,0.940120925348752
Uttar Pradesh,up,2022-05-13,0.880969761472573,0.830346815634597,0.933069450657959
Uttar Pradesh,up,2022-05-14,0.816123841176445,0.765946443925352,0.867870654978238
Uttar Pradesh,up,2022-05-15,0.782497108582546,0.731066584844596,0.835651079876001
Uttar Pradesh,up,2022-05-16,0.835555259517817,0.779637616599654,0.893382021743772
Uttar Pradesh,up,2022-05-17,0.804973718816314,0.748534335860127,0.863435278129711
Uttar Pradesh,up,2022-05-18,0.826842632916123,0.767461070243181,0.888405443413281
Uttar Pradesh,up,2022-05-19,0.84059143636525,0.778988994440879,0.904504721612439
Uttar Pradesh,up,2022-05-20,0.873849719906913,0.809488410091709,0.940637956494654
Uttar Pradesh,up,2022-05-21,0.878367326752407,0.812867490440064,0.946368992232211
Uttar Pradesh,up,2022-05-22,0.898745349465812,0.831427440669504,0.968646433908545
Uttar Pradesh,up,2022-05-23,0.895692032602319,0.827737768460158,0.966288858362901
Uttar Pradesh,up,2022-05-24,0.914123827206962,0.844504906619868,0.986460855454282
Uttar Pradesh,up,2022-05-25,0.896669278573132,0.82708241307375,0.96902672571165
Uttar Pradesh,up,2022-05-26,0.954844035731661,0.881842511740017,1.03070720652964
Uttar Pradesh,up,2022-05-27,0.951901876060378,0.879068793540735,1.02759230840597
Uttar Pradesh,up,2022-05-28,0.976047181940093,0.902053011813209,1.05291650767604
Uttar Pradesh,up,2022-05-29,,,
Uttar Pradesh,up,2022-05-30,,,
Uttar Pradesh,up,2022-05-31,1.37983573806939,1.29177216128111,1.47076199287676
Uttar Pradesh,up,2022-06-01,1.12384752156805,1.05219871255129,1.1978228263411
Uttar Pradesh,up,2022-06-02,,,
Uttar Pradesh,up,2022-06-03,1.31392881808739,1.2382285790422,1.39184331320236
Uttar Pradesh,up,2022-06-04,1.14223679555996,1.07665788092627,1.2097270250386
Uttar Pradesh,up,2022-06-05,1.07877353130208,1.01651220244475,1.14285932070976
Uttar Pradesh,up,2022-06-06,0.819271828144546,0.765516332880973,0.874825495007414
Uttar Pradesh,up,2022-06-07,0.941960758750323,0.880260518571409,1.00572129176695
Uttar Pradesh,up,2022-06-08,0.763553205321343,0.707234461353321,0.821998787983659
Uttar Pradesh,up,2022-06-09,0.911920279871214,0.845930678352755,0.980352993389623
Uttar Pradesh,up,2022-06-10,1.04265348615333,0.971160331397609,1.11664971386597
Uttar Pradesh,up,2022-06-11,1.11697487728779,1.04458731406154,1.19175308470545
Uttar Pradesh,up,2022-06-12,1.19282063982192,1.12059289414617,1.26727221147535
Uttar Pradesh,up,2022-06-13,1.18060521308869,1.11219534015411,1.25102794166584
Uttar Pradesh,up,2022-06-14,1.21237462131374,1.14577256911929,1.28083166135631
Uttar Pradesh,up,2022-06-15,1.20238596099942,1.1390247480057,1.26743801674551
Uttar Pradesh,up,2022-06-16,1.25548610494526,1.19329744236116,1.31923217597957
Uttar Pradesh,up,2022-06-17,1.27777562589477,1.21826668928417,1.33868363606882
Uttar Pradesh,up,2022-06-18,1.28435961030125,1.22796610256202,1.34200138904762
Uttar Pradesh,up,2022-06-19,1.2676503931842,1.21468873694339,1.32172631274916
Uttar Pradesh,up,2022-06-20,1.22544123608065,1.17595146338912,1.27593676623017
Uttar Pradesh,up,2022-06-21,1.16775269637093,1.12132357470201,1.21511045532755
Uttar Pradesh,up,2022-06-22,1.21113207492653,1.16501248911161,1.25813438145484
Uttar Pradesh,up,2022-06-23,1.18783472808703,1.14389732536868,1.23258855446324
Uttar Pradesh,up,2022-06-24,1.16507901540832,1.12295616773034,1.20796657585125
Uttar Pradesh,up,2022-06-25,1.14665145694968,1.10597630585018,1.1880508683081
Uttar Pradesh,up,2022-06-26,1.12564118770667,1.08626054723755,1.16571322214582
Uttar Pradesh,up,2022-06-27,1.00390655519518,0.967416102432532,1.04106308788536
Uttar Pradesh,up,2022-06-28,0.99183172157784,0.95503841348286,1.02931071702848
Uttar Pradesh,up,2022-06-29,0.989585699508879,0.952374532253877,1.02749999033763
Uttar Pradesh,up,2022-06-30,0.954707163421024,0.91782122814106,0.992309602611031
Uttar Pradesh,up,2022-07-01,0.932739408242478,0.895654268892965,0.970566294193734
Uttar Pradesh,up,2022-07-02,0.940783958568597,0.902765682724409,0.979575369764964
Uttar Pradesh,up,2022-07-03,0.912850364191768,0.874834015788166,0.951663928124342
Uttar Pradesh,up,2022-07-04,0.844617068923128,0.807255838749387,0.882811581989891
Uttar Pradesh,up,2022-07-05,0.852210815444604,0.813152079566501,0.892172899388431
Uttar Pradesh,up,2022-07-06,0.865312045277869,0.824662687393769,0.906925577488379
Uttar Pradesh,up,2022-07-07,0.883748379977815,0.84160358353304,0.926908347280094
Uttar Pradesh,up,2022-07-08,0.912925798493223,0.869258574180616,0.957648108119318
Uttar Pradesh,up,2022-07-09,0.981619638260447,0.935824824579841,1.02849299619123
Uttar Pradesh,up,2022-07-10,0.985158773399377,0.939601773566421,1.0317790869574
Uttar Pradesh,up,2022-07-11,0.903341174343139,0.859909327582589,0.947827970936273
Uttar Pradesh,up,2022-07-12,0.969000829870655,0.922996682874727,1.01610804455889
Uttar Pradesh,up,2022-07-13,,,
Uttar Pradesh,up,2022-07-14,1.20994218236263,1.15844898657098,1.26253938643814
Uttar Pradesh,up,2022-07-15,1.06378565143858,1.01842610574708,1.11011960009995
Uttar Pradesh,up,2022-07-16,1.07361187713358,1.02864333367147,1.11952896587499
Uttar Pradesh,up,2022-07-17,,,
Uttar Pradesh,up,2022-07-18,1.22909315526099,1.18168969406627,1.2774157685655
Uttar Pradesh,up,2022-07-19,1.10841269532726,1.06586275820924,1.15178375627738
Uttar Pradesh,up,2022-07-20,,,
Uttar Pradesh,up,2022-07-21,,,
Uttar Pradesh,up,2022-07-22,1.29494733099077,1.24976675765893,1.34091892962477
Uttar Pradesh,up,2022-07-23,1.14259983802543,1.10294951710582,1.18294055254842
Uttar Pradesh,up,2022-07-24,1.09430549808789,1.05638499555315,1.1328853205746
Uttar Pradesh,up,2022-07-25,,,
Uttar Pradesh,up,2022-07-26,,,
Uttar Pradesh,up,2022-07-27,,,
Uttar Pradesh,up,2022-07-28,,,
Uttar Pradesh,up,2022-07-29,1.60700080487857,1.56148378526096,1.65316262532434
Uttar Pradesh,up,2022-07-30,1.28014771930899,1.24478093696852,1.31600301015593
Uttar Pradesh,up,2022-07-31,,,
Uttar Pradesh,up,2022-08-01,,,
Uttar Pradesh,up,2022-08-02,1.17472692562926,1.14252289279852,1.20737230324146
Uttar Pradesh,up,2022-08-03,1.20384900249797,1.17201045143185,1.23610829673589
Uttar Pradesh,up,2022-08-04,,,
Uttar Pradesh,up,2022-08-05,,,
Uttar Pradesh,up,2022-08-06,,,
Uttar Pradesh,up,2022-08-07,,,
Uttar Pradesh,up,2022-08-08,,,
Uttar Pradesh,up,2022-08-09,,,
Uttar Pradesh,up,2022-08-10,,,
Uttar Pradesh,up,2022-08-11,2.53695269100917,2.49223643545409,2.58206102751471
Uttar Pradesh,up,2022-08-12,1.24883305610693,1.22568056010386,1.27219917468919
Uttar Pradesh,up,2022-08-13,1.18348088377391,1.16152615362158,1.20563831376558
Uttar Pradesh,up,2022-08-14,1.08131080955738,1.06068389766723,1.1021336016561
Uttar Pradesh,up,2022-08-15,1.07882881370793,1.05813569165041,1.09971953947437
Uttar Pradesh,up,2022-08-16,0.367680533990752,0.355663806262364,0.379894120182109
Uttar Pradesh,up,2022-08-17,0.551340487574374,0.532454157424747,0.570551362220627
Uttar Pradesh,up,2022-08-18,0.747364149149213,0.722796815567822,0.772336317500894
Uttar Pradesh,up,2022-08-19,0.80705485028583,0.780755553888757,0.833783699327051
Uttar Pradesh,up,2022-08-20,0.820628794576453,0.793587845841815,0.848116435791103
Uttar Pradesh,up,2022-08-21,0.914276995243213,0.885087449690571,0.943933482481439
Uttar Pradesh,up,2022-08-22,0.851970301518771,0.823848478660156,0.880557481611867
Uttar Pradesh,up,2022-08-23,0.806084244595645,0.778093929333559,0.834562242724502
Uttar Pradesh,up,2022-08-24,0.777646858644891,0.749122029991558,0.806697218238717
Uttar Pradesh,up,2022-08-25,0.820061441262786,0.789485017217822,0.851210655138452
Uttarakhand,uk,2020-03-14,,,
Uttarakhand,uk,2020-03-15,,,
Uttarakhand,uk,2020-03-16,,,
Uttarakhand,uk,2020-03-17,,,
Uttarakhand,uk,2020-03-18,,,
Uttarakhand,uk,2020-03-19,,,
Uttarakhand,uk,2020-03-20,,,
Uttarakhand,uk,2020-03-21,,,
Uttarakhand,uk,2020-03-22,,,
Uttarakhand,uk,2020-03-23,,,
Uttarakhand,uk,2020-03-24,,,
Uttarakhand,uk,2020-03-25,,,
Uttarakhand,uk,2020-03-26,,,
Uttarakhand,uk,2020-03-27,,,
Uttarakhand,uk,2020-03-28,,,
Uttarakhand,uk,2020-03-29,,,
Uttarakhand,uk,2020-03-30,,,
Uttarakhand,uk,2020-03-31,,,
Uttarakhand,uk,2020-04-01,,,
Uttarakhand,uk,2020-04-02,,,
Uttarakhand,uk,2020-04-03,,,
Uttarakhand,uk,2020-04-04,,,
Uttarakhand,uk,2020-04-05,,,
Uttarakhand,uk,2020-04-06,,,
Uttarakhand,uk,2020-04-07,,,
Uttarakhand,uk,2020-04-08,,,
Uttarakhand,uk,2020-04-09,,,
Uttarakhand,uk,2020-04-10,,,
Uttarakhand,uk,2020-04-11,,,
Uttarakhand,uk,2020-04-12,,,
Uttarakhand,uk,2020-04-13,,,
Uttarakhand,uk,2020-04-14,,,
Uttarakhand,uk,2020-04-15,,,
Uttarakhand,uk,2020-04-16,,,
Uttarakhand,uk,2020-04-17,,,
Uttarakhand,uk,2020-04-18,,,
Uttarakhand,uk,2020-04-19,,,
Uttarakhand,uk,2020-04-20,,,
Uttarakhand,uk,2020-04-21,,,
Uttarakhand,uk,2020-04-22,,,
Uttarakhand,uk,2020-04-23,,,
Uttarakhand,uk,2020-04-24,,,
Uttarakhand,uk,2020-04-25,,,
Uttarakhand,uk,2020-04-26,,,
Uttarakhand,uk,2020-04-27,,,
Uttarakhand,uk,2020-04-28,,,
Uttarakhand,uk,2020-04-29,,,
Uttarakhand,uk,2020-04-30,,,
Uttarakhand,uk,2020-05-01,,,
Uttarakhand,uk,2020-05-02,,,
Uttarakhand,uk,2020-05-03,,,
Uttarakhand,uk,2020-05-04,,,
Uttarakhand,uk,2020-05-05,,,
Uttarakhand,uk,2020-05-06,,,
Uttarakhand,uk,2020-05-07,,,
Uttarakhand,uk,2020-05-08,1.75846217282229,0.80408087986559,3.07988577408334
Uttarakhand,uk,2020-05-09,1.90996978622212,0.953450035702066,3.19318403619285
Uttarakhand,uk,2020-05-10,1.58365201039334,0.759422694924761,2.7056383333015
Uttarakhand,uk,2020-05-11,,,
Uttarakhand,uk,2020-05-12,1.45338035454593,0.69695237233705,2.48307176975711
Uttarakhand,uk,2020-05-13,1.63194239350765,0.84324844867101,2.67666275337565
Uttarakhand,uk,2020-05-14,2.05653038554921,1.1754848064614,3.17993824089678
Uttarakhand,uk,2020-05-15,1.91557942627667,1.09491915460171,2.9619908919875
Uttarakhand,uk,2020-05-16,2.61338053003422,1.67444221732711,3.7579642049027
Uttarakhand,uk,2020-05-17,2.33958520099985,1.49901638378572,3.36425458850512
Uttarakhand,uk,2020-05-18,2.11561695423731,1.36911574457916,3.02195551627253
Uttarakhand,uk,2020-05-19,2.51258060078514,1.74003510709966,3.42481505656699
Uttarakhand,uk,2020-05-20,2.91611114102331,2.12703147650264,3.82774880500827
Uttarakhand,uk,2020-05-21,3.05103326937932,2.29845580468335,3.90855592528487
Uttarakhand,uk,2020-05-22,2.86698760915733,2.1981029603645,3.62336607951504
Uttarakhand,uk,2020-05-23,5.69330752465959,4.81586391344154,6.64309777491904
Uttarakhand,uk,2020-05-24,6.24644261550233,5.42444072575341,7.12558728742974
Uttarakhand,uk,2020-05-25,4.76873622012284,4.16464533901524,5.41314201588221
Uttarakhand,uk,2020-05-26,3.82240307161781,3.36846586037396,4.30461670530199
Uttarakhand,uk,2020-05-27,3.51738493237334,3.14079643039859,3.91498759841104
Uttarakhand,uk,2020-05-28,2.21347071474476,1.95110116635846,2.49215083087349
Uttarakhand,uk,2020-05-29,2.78474697608023,2.5184993828039,3.06418010316401
Uttarakhand,uk,2020-05-30,2.36450985295522,2.13871577743635,2.60147176163809
Uttarakhand,uk,2020-05-31,2.53205297362755,2.31662561074525,2.7569208945689
Uttarakhand,uk,2020-06-01,2.09340865395697,1.91231333179231,2.28257928204113
Uttarakhand,uk,2020-06-02,1.99476455674971,1.83063861056985,2.16583571337055
Uttarakhand,uk,2020-06-03,1.1920594908501,1.07367588157527,1.31654495438056
Uttarakhand,uk,2020-06-04,1.17790647364582,1.06596758112891,1.29535380736338
Uttarakhand,uk,2020-06-05,0.84996598047448,0.757827703590009,0.947313708743483
Uttarakhand,uk,2020-06-06,0.921729001301149,0.827021995152582,1.02149592747654
Uttarakhand,uk,2020-06-07,0.833750078198502,0.74393240954426,0.92861252149129
Uttarakhand,uk,2020-06-08,0.87729238241582,0.784771953810004,0.97489383339641
Uttarakhand,uk,2020-06-09,1.04883651810318,0.946672935061765,1.15615970062014
Uttarakhand,uk,2020-06-10,0.960537922160747,0.862258099410719,1.0640452630576
Uttarakhand,uk,2020-06-11,0.978198024498504,0.878803481782439,1.08284080649429
Uttarakhand,uk,2020-06-12,1.02974028936653,0.927476624669738,1.13727493694217
Uttarakhand,uk,2020-06-13,1.04662868746375,0.943364971861688,1.15517841474871
Uttarakhand,uk,2020-06-14,0.788857181381242,0.699617166870512,0.883376194705963
Uttarakhand,uk,2020-06-15,0.792855999676464,0.703316899863951,0.887682180719278
Uttarakhand,uk,2020-06-16,0.818229934152113,0.726449964015922,0.915390426310326
Uttarakhand,uk,2020-06-17,0.873703923998988,0.777623505050562,0.975299894108256
Uttarakhand,uk,2020-06-18,0.952590870986901,0.850912949142787,1.05992425150478
Uttarakhand,uk,2020-06-19,1.09372293131492,0.983497648099838,1.2097182157125
Uttarakhand,uk,2020-06-20,1.40610331195733,1.28012568539609,1.53790844483096
Uttarakhand,uk,2020-06-21,1.22799424761172,1.1110134532199,1.35074621157872
Uttarakhand,uk,2020-06-22,1.1219179692193,1.01193770468413,1.23748995299387
Uttarakhand,uk,2020-06-23,1.24194894304823,1.12770985305326,1.36162045847226
Uttarakhand,uk,2020-06-24,1.25175576863007,1.13838880692733,1.37042659297885
Uttarakhand,uk,2020-06-25,1.06397232242547,0.961112299445143,1.17198610005616
Uttarakhand,uk,2020-06-26,1.01120973230115,0.912335191598665,1.11509783233666
Uttarakhand,uk,2020-06-27,1.01628113760087,0.91790901650076,1.11958862304662
Uttarakhand,uk,2020-06-28,0.747450491302135,0.66375061713419,0.836048452556218
Uttarakhand,uk,2020-06-29,0.541338075472865,0.470430141872868,0.617150824961518
Uttarakhand,uk,2020-06-30,0.507460824668465,0.438042267351912,0.581910394984085
Uttarakhand,uk,2020-07-01,0.623361569312658,0.544224974693286,0.70779168927395
Uttarakhand,uk,2020-07-02,0.577786706734099,0.499338744861937,0.661874350912492
Uttarakhand,uk,2020-07-03,0.717144594331198,0.626687783818599,0.813610512582583
Uttarakhand,uk,2020-07-04,0.88863035719011,0.784468738175832,0.999190747654981
Uttarakhand,uk,2020-07-05,0.866725439117645,0.761376585188686,0.978801172494791
Uttarakhand,uk,2020-07-06,0.789409792842315,0.687410113301937,0.898362415175217
Uttarakhand,uk,2020-07-07,0.932573693679619,0.819889182075107,1.05240826541441
Uttarakhand,uk,2020-07-08,0.818656371638103,0.71191496961131,0.93274495965525
Uttarakhand,uk,2020-07-09,0.844005815477603,0.734458899251943,0.961056321311721
Uttarakhand,uk,2020-07-10,1.01453093499192,0.892657345103017,1.14408963852457
Uttarakhand,uk,2020-07-11,1.06433221783641,0.93817361927599,1.19833364107205
Uttarakhand,uk,2020-07-12,1.28485863522612,1.14535759229752,1.43226015359788
Uttarakhand,uk,2020-07-13,1.45461781075688,1.30640518016661,1.61067923353756
Uttarakhand,uk,2020-07-14,1.53894793510037,1.38847196024814,1.6970539856299
Uttarakhand,uk,2020-07-15,1.58559233038032,1.43634037306243,1.74211565216637
Uttarakhand,uk,2020-07-16,2.04432791771695,1.87935584173352,2.21614114237358
Uttarakhand,uk,2020-07-17,1.89207041937273,1.73938513718995,2.05108733501164
Uttarakhand,uk,2020-07-18,2.01930009501542,1.86916305575426,2.17515426540192
Uttarakhand,uk,2020-07-19,2.25304951655189,2.10235857107831,2.40888214283728
Uttarakhand,uk,2020-07-20,2.07170926281128,1.93538786978524,2.21260422464652
Uttarakhand,uk,2020-07-21,1.84452456104769,1.72384157989263,1.96923266222151
Uttarakhand,uk,2020-07-22,2.26277462488927,2.13649182078911,2.39263218308776
Uttarakhand,uk,2020-07-23,1.97114330242711,1.85980072588509,2.08567709163495
Uttarakhand,uk,2020-07-24,1.78877945132465,1.68911349789632,1.89126194079153
Uttarakhand,uk,2020-07-25,1.75382189791964,1.66047446949797,1.84968606431409
Uttarakhand,uk,2020-07-26,1.51164709061507,1.42919330055564,1.59638062430908
Uttarakhand,uk,2020-07-27,1.13410933409112,1.06586511851665,1.20444120740804
Uttarakhand,uk,2020-07-28,1.18026206928476,1.11282208232764,1.24965799385784
Uttarakhand,uk,2020-07-29,1.1427130048805,1.07761468320388,1.20969351141505
Uttarakhand,uk,2020-07-30,1.0665925457153,1.00462404170135,1.13038939454706
Uttarakhand,uk,2020-07-31,1.01967576535549,0.959761630631349,1.08137827893541
Uttarakhand,uk,2020-08-01,1.04283978934219,0.98265237355402,1.1047908932454
Uttarakhand,uk,2020-08-02,0.930004285863175,0.873443447748191,0.988314465346162
Uttarakhand,uk,2020-08-03,0.85964657091646,0.805421145787203,0.915613502231688
Uttarakhand,uk,2020-08-04,0.872232006856979,0.817471359935683,0.928742810904826
Uttarakhand,uk,2020-08-05,1.00373532226601,0.944541486675518,1.06470271583675
Uttarakhand,uk,2020-08-06,1.11696672067617,1.05405859727961,1.18167242039873
Uttarakhand,uk,2020-08-07,1.24630080900081,1.1796919340725,1.31471315622896
Uttarakhand,uk,2020-08-08,1.50993524424865,1.43691521037636,1.58473952696173
Uttarakhand,uk,2020-08-09,1.48623683107672,1.41484505823901,1.55936107318995
Uttarakhand,uk,2020-08-10,1.53737427742304,1.4665397902227,1.60985590188442
Uttarakhand,uk,2020-08-11,1.48433835729911,1.41673639194608,1.55349373655438
Uttarakhand,uk,2020-08-12,1.5297094403368,1.46316480326285,1.59771310694874
Uttarakhand,uk,2020-08-13,1.37535544079076,1.3142174056309,1.43786393641454
Uttarakhand,uk,2020-08-14,1.34965815236853,1.29091675602719,1.40968814382358
Uttarakhand,uk,2020-08-15,1.23858644776931,1.18379817143932,1.29459668957505
Uttarakhand,uk,2020-08-16,1.07452940737516,1.02468500237662,1.12554090150308
Uttarakhand,uk,2020-08-17,0.957516130006211,0.911282086730207,1.00487812559263
Uttarakhand,uk,2020-08-18,0.970912775329714,0.924763026534769,1.01817043141468
Uttarakhand,uk,2020-08-19,0.937757851267382,0.892519505412044,0.984098817180716
Uttarakhand,uk,2020-08-20,0.988773002666278,0.942283329863536,1.03636636382433
Uttarakhand,uk,2020-08-21,1.11686788847897,1.06732324356293,1.16752076268263
Uttarakhand,uk,2020-08-22,1.21328275571385,1.16162276903635,1.26605086629158
Uttarakhand,uk,2020-08-23,1.25159626547289,1.1994130406672,1.30487506670137
Uttarakhand,uk,2020-08-24,1.30350204381081,1.25082586899543,1.35724943535191
Uttarakhand,uk,2020-08-25,1.30531807434901,1.25338705582742,1.35828843585617
Uttarakhand,uk,2020-08-26,1.3056744223288,1.25465485010503,1.35769653798247
Uttarakhand,uk,2020-08-27,1.38109312016297,1.32959833359837,1.43355256139206
Uttarakhand,uk,2020-08-28,1.34017987399738,1.29048209538431,1.39080348924023
Uttarakhand,uk,2020-08-29,1.42161763045217,1.37155126744761,1.47256894744973
Uttarakhand,uk,2020-08-30,1.43687550788994,1.38768521403907,1.48691056306244
Uttarakhand,uk,2020-08-31,1.38909981993831,1.34195667525384,1.43704544167445
Uttarakhand,uk,2020-09-01,1.25408871052321,1.21047980214528,1.29845853270715
Uttarakhand,uk,2020-09-02,1.28955800082239,1.24638300636525,1.3334578514163
Uttarakhand,uk,2020-09-03,1.32663691766967,1.2837100853136,1.37025987358742
Uttarakhand,uk,2020-09-04,1.33393461256197,1.29172896162257,1.37680926855148
Uttarakhand,uk,2020-09-05,1.40058035720557,1.35821283655195,1.44358949369238
Uttarakhand,uk,2020-09-06,1.37116977017062,1.33016642479189,1.41278686101873
Uttarakhand,uk,2020-09-07,1.29768930101909,1.25875067135467,1.33721279350019
Uttarakhand,uk,2020-09-08,1.15361855053789,1.11776208636661,1.19003319255518
Uttarakhand,uk,2020-09-09,1.19037592902448,1.15464892083444,1.22663968977968
Uttarakhand,uk,2020-09-10,1.17393624726181,1.13897008023222,1.20942368875307
Uttarakhand,uk,2020-09-11,1.23062321185733,1.19528790992469,1.26646605576505
Uttarakhand,uk,2020-09-12,1.27912709045226,1.24356368186211,1.31518489251714
Uttarakhand,uk,2020-09-13,1.48919960332081,1.45137623197256,1.5275027306332
Uttarakhand,uk,2020-09-14,1.41459767231741,1.37844230057502,1.45121457480437
Uttarakhand,uk,2020-09-15,1.43055074717561,1.39510997413539,1.46642986851309
Uttarakhand,uk,2020-09-16,1.47607098951101,1.44100609562688,1.51155153674259
Uttarakhand,uk,2020-09-17,1.41288405911076,1.37950953812598,1.44665193787004
Uttarakhand,uk,2020-09-18,1.18375784745348,1.15407838798229,1.21380886827256
Uttarakhand,uk,2020-09-19,1.3193834090554,1.28880599207206,1.35031433245063
Uttarakhand,uk,2020-09-20,1.17809402915282,1.14974944703569,1.20677895685101
Uttarakhand,uk,2020-09-21,1.00955370937066,0.983805780974305,1.03562960551629
Uttarakhand,uk,2020-09-22,0.929827094202503,0.905442611501975,0.954531067916892
Uttarakhand,uk,2020-09-23,0.953748491261525,0.929177661587854,0.97863550375642
Uttarakhand,uk,2020-09-24,0.721422560329441,0.700068414973367,0.7430930418549
Uttarakhand,uk,2020-09-25,0.73638756167057,0.714714581656166,0.758379745423102
Uttarakhand,uk,2020-09-26,0.779093446020304,0.756507223578212,0.802007263965199
Uttarakhand,uk,2020-09-27,0.785410044431683,0.762359612133312,0.808798993800419
Uttarakhand,uk,2020-09-28,0.698736503894719,0.676645901334745,0.721176986314401
Uttarakhand,uk,2020-09-29,0.686856225184002,0.664576020603465,0.709498648511766
Uttarakhand,uk,2020-09-30,0.731046683834484,0.707581161984735,0.754889637925123
Uttarakhand,uk,2020-10-01,0.618191567227454,0.596149270952668,0.640628410520207
