place,date,daily_cases,daily_recovered,daily_deaths,total_cases,total_recovered,total_deaths,total_active,r_est,r_lower,r_upper,abbrev,first_dose,second_dose,total_doses,pct_one_dose,pct_two_doses,daily_doses,precaution_dose
Gujarat,2021-09-25,16,12,0,825829,815600,10081,148,1.16134622886913,0.938485968077316,1.40759219033714,gj,41251330,18160764,59412094,60.7209,26.7322,499642,
Gujarat,2021-09-26,21,19,0,825850,815619,10081,150,1.20634061231199,0.982584241296537,1.45270634551584,gj,41318268,18214246,59532514,60.8194,26.8109,120420,
Gujarat,2021-09-27,21,30,0,825871,815649,10081,141,1.17317176507388,0.956581371119019,1.41153445457461,gj,41570847,18487944,60058791,61.1912,27.2138,526277,
Gujarat,2021-09-28,24,18,0,825895,815667,10081,147,1.11017780676261,0.903284973564024,1.33808562868004,gj,41715024,18639015,60354039,61.4034,27.4361,295248,
Gujarat,2021-09-29,20,12,0,825915,815679,10081,155,1.11798842795481,0.912538390147934,1.34398534503666,gj,41825958,18758685,60584643,61.5667,27.6123,230604,
Gujarat,2021-09-30,20,18,0,825935,815697,10081,157,1.1383024395161,0.932866319474892,1.36387724381639,gj,42022310,19003089,61025399,61.8557,27.972,440756,
Gujarat,2021-10-01,16,16,0,825951,815713,10081,157,1.05852031995829,0.863096819381162,1.27358835847399,gj,42120069,19112604,61232673,61.9996,28.1332,207274,
Gujarat,2021-10-02,27,14,0,825978,815727,10081,170,1.10552553861049,0.906884027158489,1.32354487152107,gj,42188806,19205901,61394707,62.1008,28.2706,162034,
Gujarat,2021-10-03,23,14,0,826001,815741,10081,179,1.07851100076026,0.883865792486668,1.29223707169412,gj,42217531,19230911,61448442,62.1431,28.3074,53735,
Gujarat,2021-10-04,14,22,0,826015,815763,10081,171,1.0019798536881,0.816129047038921,1.20660987176919,gj,42432403,19619686,62052089,62.4594,28.8797,603647,
Gujarat,2021-10-05,23,14,1,826038,815777,10082,179,1.03039980951553,0.841911311802296,1.23764348363256,gj,42612382,19943416,62555798,62.7243,29.3562,503709,
Gujarat,2021-10-06,21,18,1,826059,815795,10083,181,1.07872055426198,0.885741820828265,1.29043391482636,gj,42731522,20153351,62884873,62.8997,29.6652,329075,
Gujarat,2021-10-07,20,22,1,826079,815817,10084,178,0.997215585472565,0.813110134808377,1.19982785082173,gj,42891704,20472732,63364436,63.1355,30.1353,479563,
Gujarat,2021-10-08,19,22,0,826098,815839,10084,175,0.955898909102909,0.776044940166897,1.15421646545109,gj,43025529,20764371,63789900,63.3324,30.5646,425464,
Gujarat,2021-10-09,24,17,1,826122,815856,10085,181,1.06475792852743,0.873441566429607,1.27473753115205,gj,43150617,21040577,64191194,63.5166,30.9712,401294,
Gujarat,2021-10-10,18,17,0,826140,815873,10085,182,1.0101898811319,0.824549722360004,1.21439575043658,gj,43505420,21644195,65149615,64.0388,31.8597,958421,
Gujarat,2021-10-11,1,0,1,826141,815872,10086,183,0.809924866806231,0.645100635447668,0.993217901104649,gj,43591077,21826031,65417108,64.1649,32.1273,267493,
Gujarat,2021-10-12,21,18,0,826162,815890,10086,186,0.847038662749382,0.675631210465921,1.03753148467571,gj,43670551,22041657,65712208,64.2819,32.4447,295100,
Gujarat,2021-10-13,22,19,0,826184,815909,10086,189,0.913625805607552,0.731776817260501,1.11535123706288,gj,43774514,22223534,65998048,64.4349,32.7125,285840,
Gujarat,2021-10-14,26,20,0,826210,815929,10086,195,0.956100809493566,0.767827459246002,1.16470762424671,gj,43861053,22470425,66331478,64.5623,33.0759,333430,
Gujarat,2021-10-15,34,14,0,826244,815943,10086,215,1.14079602384964,0.933058125264586,1.36910089192046,gj,43892733,22528906,66421639,64.6089,33.162,90161,
Gujarat,2021-10-16,14,17,0,826258,815960,10086,212,1.25700877842434,1.04045939077742,1.49372514771988,gj,43954158,22763754,66717912,64.6994,33.5076,296273,
Gujarat,2021-10-17,22,21,0,826280,815981,10086,213,1.20726244588245,1.00011683687926,1.43361426024797,gj,,,,,,,
Gujarat,2021-10-18,10,16,0,826290,815997,10086,207,1.03782034249743,0.850518816065542,1.24348283827249,gj,44054809,23136617,67191426,64.8475,34.0565,473514,
Gujarat,2021-10-19,18,32,0,826308,816029,10086,193,0.947408585114919,0.770006948192771,1.14292510623465,gj,44095670,23256071,67351741,64.9077,34.2323,160315,
Gujarat,2021-10-20,18,26,0,826326,816055,10086,185,0.803695880870619,0.640139282919867,0.985579241531972,gj,44159224,23488677,67647901,65.0012,34.5747,296160,
Gujarat,2021-10-21,14,22,1,826340,816077,10087,176,0.835353764400059,0.66535461043821,1.02440157916005,gj,44233269,23777204,68010473,65.1102,34.9994,362572,
Gujarat,2021-10-22,13,33,0,826353,816110,10087,156,0.776957201027011,0.610078514155893,0.9637055858449,gj,44304567,24026769,68331336,65.2152,35.3668,320863,
Gujarat,2021-10-23,25,16,0,826378,816126,10087,165,0.97840065635644,0.7857360674056,1.19187296225587,gj,44376479,24252819,68629298,65.321,35.6995,297962,
Gujarat,2021-10-24,24,21,0,826402,816147,10087,168,1.06295158109934,0.859991304810803,1.28709107580408,gj,44399587,24311003,68710590,65.355,35.7852,81292,
Gujarat,2021-10-25,16,20,0,826418,816167,10087,164,1.02812318081439,0.829828098078564,1.24734372899398,gj,44454994,24537149,68992143,65.4366,36.118,281553,
Gujarat,2021-10-26,16,20,1,826434,816187,10088,159,1.04148658410078,0.842624840425412,1.26109985798169,gj,44517943,24823714,69341657,65.5292,36.5399,349514,
Gujarat,2021-10-27,30,18,0,826464,816205,10088,171,1.2201660364172,1.00468093985195,1.45627505394076,gj,44563836,25023836,69587672,65.5968,36.8344,246015,
Gujarat,2021-10-28,17,15,0,826481,816220,10088,173,1.09395319468027,0.893839032847464,1.31397932170779,gj,44621456,25277823,69899279,65.6816,37.2083,311607,
Gujarat,2021-10-29,23,12,0,826504,816232,10088,184,1.05474554654313,0.860917500567432,1.26795816651686,gj,44672168,25582167,70254335,65.7563,37.6563,355056,
Gujarat,2021-10-30,22,14,0,826526,816246,10088,192,1.10604229599409,0.908175813741798,1.32311791440711,gj,44718549,25900227,70618776,65.8245,38.1245,364441,
Gujarat,2021-10-31,31,14,1,826557,816260,10089,208,1.23764364352169,1.02940794970475,1.4647754042559,gj,44733850,25969093,70702943,65.847,38.2258,84167,
Gujarat,2021-11-01,20,23,0,826577,816283,10089,205,1.09247526445828,0.901157375280404,1.30193502205575,gj,44777640,26257949,71035589,65.9115,38.651,332646,
Gujarat,2021-11-02,20,28,1,826597,816311,10090,196,1.09239504934198,0.903440468801529,1.29902531207466,gj,44819990,26515366,71335356,65.9738,39.0299,299767,
Gujarat,2021-11-03,30,27,0,826627,816338,10090,199,1.14135134152355,0.949316994855906,1.35081158573322,gj,44845230,26673104,71518334,66.011,39.2621,182978,
Gujarat,2021-11-04,29,19,0,826656,816357,10090,209,1.17685158414347,0.983963092841632,1.3867483958187,gj,44848327,26692715,71541042,66.0156,39.291,22708,
Gujarat,2021-11-05,24,13,0,826680,816370,10090,220,1.07791087473766,0.896550496854475,1.27572855527539,gj,44848907,26696157,71545064,66.0164,39.296,4022,
Gujarat,2021-11-06,20,17,0,826700,816387,10090,223,1.05740622024408,0.879495786112707,1.25146089654165,gj,44852153,26715062,71567215,66.0212,39.3239,22151,
Gujarat,2021-11-07,16,12,0,826716,816399,10090,227,1.01428965457066,0.840946923964192,1.20363422022454,gj,44854787,26730566,71585353,66.0251,39.3467,18138,
Gujarat,2021-11-08,19,17,0,826735,816416,10090,229,0.91907238043716,0.754654057999594,1.0994526480565,gj,44885653,27104099,71989752,66.0705,39.8965,404399,
Gujarat,2021-11-09,29,41,0,826764,816457,10090,217,0.933183280741877,0.766240575453113,1.11633300159198,gj,44920910,27557891,72478801,66.1224,40.5645,489049,
Gujarat,2021-11-10,20,28,0,826784,816485,10090,209,0.915965037520694,0.749168653159339,1.09927500063134,gj,44956484,27928648,72885132,66.1748,41.1102,406331,
Gujarat,2021-11-11,42,36,0,826826,816521,10090,215,1.12843465003212,0.940725124650753,1.33296611875837,gj,44991534,28354430,73345964,66.2264,41.737,460832,
Gujarat,2021-11-12,40,21,0,826866,816542,10090,234,1.32293093482839,1.12034058268436,1.54210962973939,gj,45026775,28738988,73765763,66.2782,42.303,419799,
Gujarat,2021-11-13,21,35,0,826887,816577,10090,220,1.26433324152819,1.07193291939804,1.47238000653352,gj,45064087,29129790,74193877,66.3331,42.8783,428114,
Gujarat,2021-11-14,37,31,0,826924,816608,10090,226,1.25585645316498,1.06935872471787,1.45712381824464,gj,45079408,29265101,74344509,66.3557,43.0775,150632,
Gujarat,2021-11-15,26,22,0,826950,816630,10090,230,1.23984927279596,1.05893312824655,1.43482314442278,gj,45123633,29693785,74817418,66.4208,43.7085,472909,
Gujarat,2021-11-16,29,24,0,826979,816654,10090,235,1.09081054594583,0.925333419584775,1.26969911297105,gj,45177001,30145572,75322573,66.4994,44.3735,505155,
Gujarat,2021-11-17,35,17,0,827014,816671,10090,253,1.03130906910077,0.872365335611188,1.20335796942688,gj,45227865,30519019,75746884,66.5742,44.9232,424311,
Gujarat,2021-11-18,54,16,0,827068,816687,10090,291,1.25435700007289,1.07873427580391,1.44303024796097,gj,45286983,30960070,76247053,66.6612,45.5724,500169,
Gujarat,2021-11-19,44,23,0,827112,816710,10090,312,1.25473948834511,1.0822243409152,1.43982582346397,gj,45328391,31251784,76580175,66.7222,46.0018,333122,
Gujarat,2021-11-20,36,16,1,827148,816726,10091,331,1.25290124416267,1.08486322110005,1.43286147397035,gj,45376241,31617780,76994021,66.7926,46.5405,413846,
Gujarat,2021-11-21,36,44,0,827184,816770,10091,323,1.23489120616376,1.07200555518858,1.4091285260295,gj,45392694,31716858,77109552,66.8168,46.6864,115531,
Gujarat,2021-11-22,22,35,0,827206,816805,10091,310,1.10467729092602,0.954317975056856,1.26587502998345,gj,45443001,32043197,77486198,66.8909,47.1667,376646,
Gujarat,2021-11-23,25,26,0,827231,816831,10091,309,0.915447110553935,0.780699785095453,1.06076379528218,gj,45501120,32498922,78000042,66.9764,47.8376,513844,
Gujarat,2021-11-25,65,57,1,827296,816888,10092,316,1.0461377818588,0.900815225457584,1.20216808572556,gj,45604765,33378617,78983382,67.129,49.1324,532422,
Gujarat,2021-11-26,31,32,0,827327,816920,10092,315,1.0209624569672,0.877255755465202,1.17540938693777,gj,45657803,33827616,79485419,67.2071,49.7934,502037,
Gujarat,2021-11-27,27,34,0,827354,816954,10092,308,0.96403344797493,0.824953491653539,1.11378828605456,gj,45700776,34194687,79895463,67.2703,50.3337,410044,
Gujarat,2021-11-28,28,45,0,827382,816999,10092,291,1.00462567783258,0.862071299720254,1.15792747807892,gj,45717104,34311617,80028721,67.2944,50.5058,133258,
Gujarat,2021-11-29,26,33,0,827408,817032,10092,284,1.01388237838945,0.870403571610785,1.16814672451288,gj,45771102,34768676,80539778,67.3739,51.1786,511057,
Gujarat,2021-11-30,27,49,0,827435,817081,10092,262,0.795885820022799,0.669513769003778,0.933021263384505,gj,45826334,35253257,81079591,67.4552,51.8919,539813,
Gujarat,2021-12-01,40,27,0,827475,817108,10092,275,0.875506236363082,0.740574590680674,1.0215632135661,gj,45866996,35637415,81504411,67.515,52.4573,424820,
Gujarat,2021-12-02,45,26,1,827520,817134,10093,293,1.01753299924215,0.869056768127738,1.17754627885872,gj,45902539,36020940,81923479,67.5673,53.0219,419068,
Gujarat,2021-12-03,50,24,1,827570,817158,10094,318,1.15489599824662,0.996108413051147,1.32525444296316,gj,45943847,36364826,82308673,67.6281,53.5281,385194,
Gujarat,2021-12-04,45,45,0,827615,817203,10094,318,1.2368047946947,1.07442501608518,1.41044455088147,gj,45992595,36718116,82710711,67.6999,54.0481,402038,
Gujarat,2021-12-05,44,36,0,827659,817239,10094,326,1.27759040736925,1.11609641547412,1.44983716560502,gj,46010298,36827870,82838168,67.7259,54.2097,127457,
Gujarat,2021-12-06,48,24,1,827707,817263,10095,349,1.25270232545477,1.0970046755826,1.41858138302531,gj,46056775,37103348,83160123,67.7944,54.6151,321955,
Gujarat,2021-12-07,38,37,0,827745,817300,10095,350,1.15400892786411,1.00844837042172,1.30923917261068,gj,46109730,37434140,83543870,67.8723,55.1021,383747,
Gujarat,2021-12-08,61,39,0,827806,817339,10095,372,1.16972430012313,1.0255311706086,1.3232640219872,gj,46153197,37723938,83877135,67.9363,55.5286,333265,
Gujarat,2021-12-09,67,22,0,827873,817361,10095,417,1.24017880549777,1.09372724611549,1.39569841482116,gj,46203966,38050939,84254905,68.011,56.01,377770,
Gujarat,2021-12-10,70,28,0,827943,817389,10095,459,1.30649264214685,1.15919862667286,1.46246831217491,gj,46257634,38564628,84822262,68.09,56.7661,567357,
Gujarat,2021-12-11,63,39,3,828006,817428,10098,480,1.29819010236512,1.15542932782373,1.44914614046137,gj,46302972,38923596,85226568,68.1568,57.2945,404306,
Gujarat,2021-12-12,71,27,0,828077,817455,10098,524,1.35801178732576,1.21605420503589,1.50769289418443,gj,46314432,38987841,85302273,68.1736,57.3891,75705,
Gujarat,2021-12-13,56,32,0,828133,817487,10098,548,1.25149097434012,1.11970278145939,1.3905053454945,gj,46348126,39221159,85569285,68.2232,57.7325,267012,
Gujarat,2021-12-14,58,56,1,828191,817543,10099,549,1.15285143454782,1.02979804234137,1.28274921697849,gj,46349612,39236840,85586452,68.2254,57.7556,17167,
Gujarat,2021-12-15,55,48,1,828246,817591,10100,555,1.06428975217279,0.948000850377004,1.18720895971638,gj,46399722,39569290,85969012,68.2992,58.245,382560,
Gujarat,2021-12-16,53,53,0,828299,817644,10100,555,1.01547750465641,0.902706176875299,1.13479017258297,gj,46432113,39786998,86219111,68.3468,58.5654,250099,
Gujarat,2021-12-17,68,43,0,828367,817687,10100,580,1.00343047504851,0.891441121427208,1.12195018615242,gj,46466318,40048592,86514910,68.3972,58.9505,295799,
Gujarat,2021-12-18,60,58,1,828427,817745,10101,581,1.0189383917355,0.905969003401864,1.13844916983278,gj,46495311,40255696,86751007,68.4399,59.2553,236097,
Gujarat,2021-12-19,68,74,0,828495,817819,10101,575,1.05218672749866,0.93740340137999,1.17350347359954,gj,46524252,40469020,86993272,68.4825,59.5693,242265,
Gujarat,2021-12-20,51,55,0,828546,817874,10101,571,1.02999054783679,0.916906233842526,1.14955542840133,gj,46537603,40533027,87070630,68.5021,59.6635,77358,
Gujarat,2021-12-21,70,63,1,828616,817937,10102,577,1.08072093346125,0.965190543786541,1.20268765214871,gj,46566991,40739708,87306699,68.5454,59.9678,236069,
Gujarat,2021-12-22,87,73,2,828703,818010,10104,589,1.13074369750154,1.01322740574039,1.25461463898869,gj,46593820,40923300,87517120,68.5849,60.238,210421,
Gujarat,2021-12-23,91,41,2,828794,818051,10106,637,1.20500372404943,1.08501842101494,1.33119065541763,gj,46617786,41080646,87698432,68.6202,60.4696,181312,
Gujarat,2021-12-24,111,78,2,828905,818129,10108,668,1.2955157801471,1.17327977137825,1.42372179736423,gj,46644349,41267598,87911947,68.6593,60.7448,213515,
Gujarat,2021-12-25,98,69,3,829003,818198,10111,694,1.36577028567856,1.24353675228222,1.49365181081256,gj,46667374,41415602,88082976,68.6931,60.9627,171029,
Gujarat,2021-12-27,356,100,2,829359,818298,10113,948,2.06877558978683,1.92277307113902,2.2200449294909,gj,46686891,41511100,88197991,68.7219,61.1032,39116,
Gujarat,2021-12-28,204,65,1,829563,818363,10114,1086,2.01839447368721,1.88580892741822,2.15542036502449,gj,46748940,41873120,88622060,68.8132,61.6361,424069,
Gujarat,2021-12-29,394,59,1,829957,818422,10115,1420,2.24342463070363,2.11638044198072,2.37411956675255,gj,46776282,42059589,88835871,68.8535,61.9106,213811,
Gujarat,2021-12-30,548,65,1,830505,818487,10116,1902,2.49195495112298,2.37137040667083,2.61548784840248,gj,46806171,42221740,89027911,68.8974,62.1493,192040,
Gujarat,2021-12-31,573,102,2,831078,818589,10118,2371,2.5054607364182,2.39883235191411,2.61437522140562,gj,46844180,42418949,89263129,68.9534,62.4396,235218,
Gujarat,2022-01-01,654,63,0,831732,818652,10118,2962,1.46853902921326,1.41005352508268,1.52819630160594,gj,,,,,,,
Gujarat,2022-01-02,1069,103,1,832801,818755,10119,3927,1.69116067237291,1.63341594959982,1.74989443635803,gj,,,,,,,
Gujarat,2022-01-03,968,141,1,833769,818896,10120,4753,1.51046919364496,1.46290234220604,1.55878643499137,gj,47604436,42893469,90497905,70.0725,63.1381,1234776,
Gujarat,2022-01-04,1259,151,3,835028,819047,10123,5858,1.48080076371294,1.43796135818734,1.52426020571293,gj,48310355,43026094,91336449,71.1116,63.3333,838544,0
Gujarat,2022-01-05,2265,240,2,837293,819287,10125,7881,1.69976379096686,1.65776808583588,1.74227748761953,gj,48701105,43147150,91848255,71.6867,63.5115,511806,0
Gujarat,2022-01-06,3350,236,1,840643,819523,10126,10994,1.83917653219661,1.80118815165217,1.87755583899908,gj,49090513,43258359,92348872,72.2599,63.6752,500617,0
Gujarat,2022-01-07,4213,860,1,844856,820383,10127,14346,1.77938598182179,1.74776336244454,1.81128818656951,gj,49347636,43381840,92729476,72.6384,63.8569,380604,0
Gujarat,2022-01-08,5396,1158,1,850252,821541,10128,18583,1.79289448983678,1.76562785936612,1.82036715499325,gj,49534540,43498610,93033150,72.9135,64.0288,303674,0
Gujarat,2022-01-09,5677,1359,0,855929,822900,10128,22901,1.66781117685448,1.6452768213237,1.69049668221074,gj,49577018,43543857,93120875,72.9761,64.0954,87725,0
Gujarat,2022-01-10,6275,1263,0,862204,824163,10128,27913,1.54008237013434,1.52101659451292,1.55926525312049,gj,,,,,,,
Gujarat,2022-01-11,6097,1539,2,868301,825702,10130,32469,1.40056924585861,1.38411154038063,1.4171228730858,gj,49718102,43649716,93526633,73.1837,64.2512,405758,158815
Gujarat,2022-01-12,7475,2705,2,875776,828407,10132,,1.36514201651658,1.34996792273902,1.38039974247085,gj,49953482,43844392,94192120,73.5302,64.5378,665487,394246
Gujarat,2022-01-13,9941,3449,4,885717,831856,10136,,1.37964088683085,1.36531930093254,1.39403616179887,gj,49954552,43845058,94194351,73.5318,64.5388,2231,394741
Gujarat,2022-01-14,11177,4284,6,896894,836140,10142,50612,1.38679520523838,1.37339814366455,1.40025639339771,gj,50057184,43949566,94484151,73.6829,64.6926,289800,477401
Gujarat,2022-01-15,10019,4831,2,906913,840971,10144,55798,1.30961484677971,1.29750343405986,1.32178174612707,gj,50057826,43950722,94486196,73.6838,64.6943,2045,477648
Gujarat,2022-01-16,9177,5404,7,916090,846375,10151,59564,1.25794437040766,1.24669109067397,1.26924751261955,gj,50148533,44020401,94686939,73.8173,64.7969,200743,518005
Gujarat,2022-01-17,10150,6096,8,926240,852471,10159,63610,1.22126411974588,1.21063183638238,1.23194224566377,gj,50226383,44048960,94807155,73.9319,64.8389,120216,531812
Gujarat,2022-01-18,12753,5984,5,938993,858455,10164,70374,1.20278586493158,1.19259395444967,1.21302054135868,gj,50344089,44140953,95088399,74.1052,64.9743,281244,603357
Gujarat,2022-01-19,17119,7883,10,956112,866338,10174,79600,1.25375967700296,1.24368182631954,1.26387763308238,gj,50450727,44292717,95413469,74.2621,65.1977,325070,670025
Gujarat,2022-01-20,20966,9828,12,977078,876166,10186,90726,1.3513179796037,1.34133756199494,1.36133487936866,gj,50522885,44381713,95627049,74.3684,65.3287,213580,722451
Gujarat,2022-01-21,24485,10310,13,1001563,886476,10199,104888,1.42613659383082,1.4165916516625,1.43571314253053,gj,50588768,44472127,95842300,74.4653,65.4618,215251,781405
Gujarat,2022-01-22,21225,9254,16,1022788,895730,10215,116843,1.35214050196466,1.34362481538041,1.36068271772889,gj,50660819,44560957,96054505,74.5714,65.5926,212205,832729
Gujarat,2022-01-23,23150,10103,15,1045938,905833,10230,129875,1.31064483275052,1.30280136266203,1.3185115179246,gj,50727117,44640599,96242858,74.669,65.7098,188353,875142
Gujarat,2022-01-24,16617,11636,19,1062555,917469,10249,134837,1.16543092790701,1.15844007879754,1.17244251732283,gj,50752705,44711288,96355355,74.7066,65.8138,112497,891362
Gujarat,2022-01-25,13805,13469,25,1076360,930938,10274,135148,1.04649887578714,1.03999933837919,1.05301838023414,gj,50814438,44783431,96544172,74.7975,65.92,188817,946303
Gujarat,2022-01-26,16608,17467,28,1092968,948405,10302,134261,0.983056073611995,0.976693337931437,0.989439182215952,gj,50892452,44873180,96775450,74.9123,66.0521,231278,1009818
Gujarat,2022-01-27,14781,20829,21,1107749,969234,10323,128192,0.954746780238091,0.948337594394695,0.961177253020469,gj,50940622,44941976,96989672,74.9833,66.1534,214222,1107074
Gujarat,2022-01-28,12911,23197,22,1120660,992431,10345,117884,0.880564356658045,0.874261853278353,0.886889183239881,gj,50995418,45040758,97205501,75.0639,66.2988,215829,1169325
Gujarat,2022-01-29,12131,22070,30,1132791,1014501,10375,107915,0.898406462092819,0.891774457622016,0.905062696740055,gj,51058838,45107251,97399702,75.1573,66.3967,194201,1233613
Gujarat,2022-01-30,11794,21655,33,1144585,1036156,10408,98021,0.923857338548126,0.916937861797372,0.930802466319676,gj,51130342,45180182,97611222,75.2625,66.504,211520,1300698
Gujarat,2022-01-31,9395,16066,30,1153980,1052222,10438,,0.855620680042623,0.848844778965246,0.862423146038552,gj,51155741,45236891,97711729,75.2999,66.5875,100507,1319097
Gujarat,2022-02-01,6679,14171,35,1160659,1066393,10473,83793,0.7992973490849,0.792501098197885,0.806122216169135,gj,51282281,45691164,98391258,75.4862,67.2562,679529,1417813
Gujarat,2022-02-02,8338,16629,38,1168997,1083022,10511,75464,0.807128447861155,0.799949017480466,0.814339508551143,gj,51331711,45866527,98655466,75.5589,67.5143,264208,1457228
Gujarat,2022-02-03,8934,15177,34,1177931,1098199,10545,69187,0.818349343444391,0.810817323383749,0.825915704824553,gj,51387539,46169716,99050087,75.6411,67.9606,394621,1492832
Gujarat,2022-02-04,7606,13195,34,1185537,1111394,10579,63564,0.795022634223092,0.787341144222766,0.802740898413515,gj,51429277,46324099,99281366,75.7025,68.1879,231279,1527990
Gujarat,2022-02-05,6097,12105,35,1191634,1123499,10614,57521,0.791729759854803,0.783752939207539,0.79974640988664,gj,51475409,46526300,99555109,75.7704,68.4855,273743,1553400
Gujarat,2022-02-06,4710,11184,34,1196344,1134683,10648,51013,0.809953906448121,0.801571938704981,0.818378868568792,gj,51492193,46554259,99609935,75.7951,68.5266,54826,1563483
Gujarat,2022-02-07,3897,10273,19,1200241,1144956,10667,44618,0.753993149462422,0.745655664470528,0.762376347060176,gj,51534709,46755973,99887421,75.8577,68.8236,277486,1596739
Gujarat,2022-02-08,2909,8862,21,1203150,1153818,10688,38644,0.669627511081414,0.661388335447208,0.677916983135747,gj,51574241,47003159,100213211,75.9159,69.1874,325790,1635811
Gujarat,2022-02-09,2502,7487,28,1205652,1161305,10716,33631,0.614992362344804,0.606522763566188,0.623519874201787,gj,51605781,47004323,100277698,75.9623,69.1891,64487,1667594
Gujarat,2022-02-10,2560,8812,24,1208212,1170117,10740,27355,0.593390264195024,0.584391683517797,0.602456644968274,gj,51640138,47125088,100472512,76.0129,69.3669,194814,1707286
Gujarat,2022-02-11,2275,8172,21,1210487,1178289,10761,21437,0.588244524180583,0.578589599901508,0.59797823164664,gj,51675564,47255928,100680039,76.0651,69.5595,207527,1748547
Gujarat,2022-02-12,1883,5005,14,1212370,1183294,10775,18301,0.578275492610023,0.568029841411698,0.588611450830025,gj,51710790,47418126,100909306,76.1169,69.7982,229267,1780390
Gujarat,2022-02-13,1646,3955,20,1214016,1187249,10795,15972,0.591079002879244,0.580017418622927,0.602243621737804,gj,51719348,47452697,100960561,76.1295,69.8491,51255,1788516
Gujarat,2022-02-14,1274,3022,13,1215290,1190271,10808,14211,0.587902877147947,0.576224277164334,0.599697013968363,gj,51753912,47584420,101162068,76.1804,70.043,201507,1823736
Gujarat,2022-02-15,1040,2570,14,1216330,1192841,10822,12667,0.554610151876993,0.542611167760587,0.566738535176534,gj,51785152,47716831,101358787,76.2264,70.2379,196719,1856804
Gujarat,2022-02-16,998,2454,16,1217328,1195295,10838,11195,0.533010649920012,0.520454914132078,0.545713955804066,gj,51809659,47836880,101527628,76.2625,70.4146,168841,1881089
Gujarat,2022-02-17,884,2688,13,1218212,1197983,10851,9378,0.521306853324296,0.508024876106832,0.534757836614921,gj,51834131,47970833,101711888,76.2985,70.6118,184260,1906924
Haryana,2020-03-14,,,,14,0,0,14,,,,hr,,,,,,,
Haryana,2020-03-15,0,0,0,14,0,0,14,,,,hr,,,,,,,
Haryana,2020-03-16,0,0,0,14,0,0,14,,,,hr,,,,,,,
Haryana,2020-03-17,1,0,0,15,0,0,15,,,,hr,,,,,,,
Haryana,2020-03-18,1,0,0,16,0,0,16,,,,hr,,,,,,,
Haryana,2020-03-19,1,0,0,17,0,0,17,,,,hr,,,,,,,
Haryana,2020-03-20,2,0,0,19,0,0,19,,,,hr,,,,,,,
Haryana,2020-03-21,2,0,0,21,0,0,21,,,,hr,,,,,,,
Haryana,2020-03-22,0,0,0,21,0,0,21,,,,hr,,,,,,,
Haryana,2020-03-23,7,11,0,28,11,0,17,,,,hr,,,,,,,
Haryana,2020-03-24,2,0,0,30,11,0,19,,,,hr,,,,,,,
Haryana,2020-03-25,1,0,0,31,11,0,20,,,,hr,,,,,,,
Haryana,2020-03-26,1,0,0,32,11,0,21,,,,hr,,,,,,,
Haryana,2020-03-27,1,0,0,33,11,0,22,,,,hr,,,,,,,
Haryana,2020-03-28,2,0,0,35,11,0,24,,,,hr,,,,,,,
Haryana,2020-03-29,0,0,0,35,11,0,24,,,,hr,,,,,,,
Haryana,2020-03-30,1,6,0,36,17,0,19,,,,hr,,,,,,,
Haryana,2020-03-31,7,0,0,43,17,0,26,,,,hr,,,,,,,
Haryana,2020-04-01,0,10,0,43,27,0,16,,,,hr,,,,,,,
Haryana,2020-04-02,6,0,0,49,27,0,22,,,,hr,,,,,,,
Haryana,2020-04-03,9,0,0,58,27,0,31,,,,hr,,,,,,,
Haryana,2020-04-04,26,1,0,84,28,0,56,,,,hr,,,,,,,
Haryana,2020-04-05,6,0,0,90,28,0,62,,,,hr,,,,,,,
Haryana,2020-04-06,20,0,2,110,28,2,80,,,,hr,,,,,,,
Haryana,2020-04-07,33,2,0,143,30,2,111,,,,hr,,,,,,,
Haryana,2020-04-08,24,1,0,167,31,2,134,,,,hr,,,,,,,
Haryana,2020-04-09,3,0,0,170,31,2,137,,,,hr,,,,,,,
Haryana,2020-04-10,6,4,0,176,35,2,139,2.25287862530484,1.80446342472067,2.75030646711574,hr,,,,,,,
Haryana,2020-04-11,3,0,0,179,35,2,142,1.46053351944886,1.13855753026416,1.82199295009076,hr,,,,,,,
Haryana,2020-04-12,16,8,1,195,43,3,149,0.960037618672042,0.71913405547743,1.23520761753166,hr,,,,,,,
Haryana,2020-04-13,1,7,0,196,50,3,143,0.503368913461209,0.339620892122262,0.698824334946128,hr,,,,,,,
Haryana,2020-04-14,2,4,0,198,54,3,141,0.477704362496102,0.319926108846128,0.666608367679354,hr,,,,,,,
Haryana,2020-04-15,6,2,0,204,56,3,145,0.493583709531406,0.330560756772467,0.688767063387528,hr,,,,,,,
Haryana,2020-04-16,11,8,0,215,64,3,148,0.668484454880505,0.470674747723187,0.900451713246796,hr,,,,,,,
Haryana,2020-04-17,8,21,0,223,85,3,135,0.560983796286588,0.375699652676213,0.782819923986399,hr,,,,,,,
Haryana,2020-04-18,9,14,0,232,99,3,130,0.763193183074566,0.537358432623372,1.02802481676348,hr,,,,,,,
Haryana,2020-04-19,18,4,0,250,103,3,144,1.16561913546009,0.873128718836023,1.4997137687714,hr,,,,,,,
Haryana,2020-04-20,1,37,0,251,140,3,108,1.10175562568987,0.812347624497375,1.43457847175269,hr,,,,,,,
