Updated On,State,RT PCR Tests,Antigen Tests,Other Tests,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,People in ICU,People on Ventilators,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Corona Enquiry Calls,Num Calls State Helpline,Source1,Source2,Source3,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection,...32
12/08/2020,Andhra Pradesh,NA,NA,NA,2649767,Tested,NA,2395621,NA,NA,NA,NA,NA,NA,NA,21254,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1293525498165788677?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,50.74,50741,NA,52221000,NA
13/08/2020,Andhra Pradesh,NA,NA,NA,2705459,Tested,NA,2441317,NA,NA,NA,NA,NA,NA,NA,21254,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1293860866190794753?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,51.81,51808,NA,52221000,NA
14/08/2020,Andhra Pradesh,NA,NA,NA,2758485,Tested,NA,2485400,NA,NA,NA,NA,NA,NA,NA,21254,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1294249709712707584?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,52.82,52823,NA,52221000,NA
15/08/2020,Andhra Pradesh,NA,NA,NA,2812197,Tested,NA,2530380,NA,NA,NA,NA,NA,NA,NA,21254,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1294611541434671105?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,53.85,53852,NA,52221000,NA
16/08/2020,Andhra Pradesh,NA,NA,NA,2860943,Tested,NA,2571114,NA,NA,NA,NA,NA,NA,NA,21254,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1294986407081959425?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,54.79,54785,NA,52221000,NA
17/08/2020,Andhra Pradesh,NA,NA,NA,2905521,Tested,NA,2608912,NA,NA,NA,NA,NA,NA,NA,21254,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1295334303040036865?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,55.64,55639,NA,52221000,NA
18/08/2020,Andhra Pradesh,NA,NA,NA,2961611,Tested,NA,2658245,NA,NA,NA,NA,NA,NA,NA,21254,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1295681350800822272?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,56.71,56713,NA,52221000,NA
19/08/2020,Andhra Pradesh,NA,NA,NA,3019296,Tested,NA,2703293,NA,NA,NA,NA,NA,NA,NA,21254,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1296038113014190080?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,57.82,57818,NA,52221000,NA
20/08/2020,Andhra Pradesh,NA,NA,NA,3074847,Tested,NA,2749451,NA,NA,NA,NA,NA,NA,NA,21254,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1296417255031476228?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,58.88,58881,NA,52221000,NA
21/08/2020,Andhra Pradesh,NA,NA,NA,3129857,Tested,NA,2794917,NA,NA,NA,NA,NA,NA,NA,21254,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1296773203650469890?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,59.93,59935,NA,52221000,NA
22/08/2020,Andhra Pradesh,NA,NA,NA,3191326,Tested,NA,2846110,NA,NA,NA,NA,NA,NA,NA,21254,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1297149734738513920?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,61.11,61112,NA,52221000,NA
23/08/2020,Andhra Pradesh,NA,NA,NA,3238038,Tested,NA,2884927,NA,NA,NA,NA,NA,NA,NA,21254,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1297495685034516481?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,62.01,62006,NA,52221000,NA
24/08/2020,Andhra Pradesh,NA,NA,NA,3292501,Tested,NA,2930789,NA,NA,NA,NA,NA,NA,NA,21254,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1297862150245900288?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,63.05,63049,NA,52221000,NA
25/08/2020,Andhra Pradesh,NA,NA,NA,3356852,Tested,NA,2985213,NA,NA,NA,NA,NA,NA,NA,21254,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1298246008468410370?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,64.28,64282,NA,52221000,NA
26/08/2020,Andhra Pradesh,NA,NA,NA,3418690,Tested,NA,3036221,NA,NA,NA,NA,NA,NA,NA,21254,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1298620563708026887?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,65.47,65466,NA,52221000,NA
27/08/2020,Andhra Pradesh,NA,NA,NA,3479990,Tested,NA,3086900,NA,NA,NA,NA,NA,NA,NA,21254,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1298946725856440322?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,66.64,66640,NA,52221000,NA
28/08/2020,Andhra Pradesh,NA,NA,NA,3541321,Tested,NA,3137705,NA,NA,NA,NA,NA,NA,NA,21254,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1299340675423506433?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,67.81,67814,NA,52221000,NA
29/08/2020,Andhra Pradesh,NA,NA,NA,3603345,Tested,NA,3189181,NA,NA,NA,NA,NA,NA,NA,21254,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1299696113742573570?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,69,69002,NA,52221000,NA
30/08/2020,Andhra Pradesh,NA,NA,NA,3666422,Tested,NA,3241655,NA,NA,NA,NA,NA,NA,NA,21254,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1300043912015302656?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,70.21,70210,NA,52221000,NA
31/08/2020,Andhra Pradesh,NA,NA,NA,3722912,Tested,NA,3288141,NA,NA,NA,NA,NA,NA,NA,21254,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1300408125153931265?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,71.29,71291,NA,52221000,NA
01/09/2020,Andhra Pradesh,NA,NA,NA,3782746,Tested,NA,3337607,NA,NA,NA,NA,NA,NA,NA,21254,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1300789446359396352?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,72.44,72437,NA,52221000,NA
02/09/2020,Andhra Pradesh,NA,NA,NA,3843550,Tested,NA,3388019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1301136487757479941?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,73.6,73602,NA,52221000,NA
03/09/2020,Andhra Pradesh,NA,NA,NA,3905775,Tested,NA,3442940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1301497571945242626?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,74.79,74793,NA,52221000,NA
04/09/2020,Andhra Pradesh,NA,NA,NA,3965694,Tested,NA,3492083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1301875331360382976?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,75.94,75941,NA,52221000,NA
05/09/2020,Andhra Pradesh,NA,NA,NA,4035317,Tested,NA,3547986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1302252390280642564?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,77.27,77274,NA,52221000,NA
06/09/2020,Andhra Pradesh,NA,NA,NA,4107890,Tested,NA,3612660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1302575388346916865?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,78.66,78664,NA,52221000,NA
07/09/2020,Andhra Pradesh,NA,NA,NA,4166077,Tested,NA,3659584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1302954241049333763?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,79.78,79778,NA,52221000,NA
08/09/2020,Andhra Pradesh,NA,NA,NA,4237070,Tested,NA,3719976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1303319489832865793?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,0.00%,81.14,81137,NA,52221000,NA
09/09/2020,Andhra Pradesh,NA,NA,NA,4308762,Tested,NA,3781250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1303676903513939968?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,NA,NA,NA,NA,NA,NA
10/09/2020,Andhra Pradesh,NA,NA,NA,4380991,Tested,NA,3843304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1304019820443099136?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,NA,NA,NA,NA,NA,NA
11/09/2020,Andhra Pradesh,NA,NA,NA,4452128,Tested,NA,3904442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1304388119874007041?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,NA,NA,NA,NA,NA,NA
12/09/2020,Andhra Pradesh,NA,NA,NA,4527593,Tested,NA,3970006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1304760452983918595?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,NA,NA,NA,NA,NA,NA
13/09/2020,Andhra Pradesh,NA,NA,NA,4599826,Tested,NA,4032703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1305139963806146561?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,NA,NA,NA,NA,NA,NA
14/09/2020,Andhra Pradesh,NA,NA,NA,4661355,Tested,NA,4086276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1305481562469752833?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,NA,NA,NA,NA,NA,NA
15/09/2020,Andhra Pradesh,NA,NA,NA,4731866,Tested,NA,4147941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1305870970352267265?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,NA,NA,NA,NA,NA,NA
16/09/2020,Andhra Pradesh,NA,NA,NA,4806879,Tested,NA,4214119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1306200072766406658?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,NA,NA,NA,NA,NA,NA
17/09/2020,Andhra Pradesh,NA,NA,NA,4884371,Tested,NA,4282909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1306581086340669442?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,NA,NA,NA,NA,NA,NA
18/09/2020,Andhra Pradesh,NA,NA,NA,4959081,Tested,NA,4349523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1306911876454907904?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,NA,NA,NA,NA,NA,NA
19/09/2020,Andhra Pradesh,NA,NA,NA,5033676,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1307285483567812608?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,NA,NA,NA,NA,NA,NA
20/09/2020,Andhra Pradesh,NA,NA,NA,5104131,Tested,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1307657377550721030?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,NA,NA,NA,NA,NA,NA
21/09/2020,Andhra Pradesh,NA,NA,NA,5160700,Tested,NA,4528951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1308007181434806274?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,NA,NA,NA,NA,NA,NA
22/09/2020,Andhra Pradesh,NA,NA,NA,5229529,Tested,NA,4590227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1308383396545007616?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,NA,NA,NA,NA,NA,NA
23/09/2020,Andhra Pradesh,NA,NA,NA,5302367,Tested,NA,4655837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1308723001777512448?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,NA,NA,NA,NA,NA,NA
24/09/2020,Andhra Pradesh,NA,NA,NA,5378367,Tested,NA,4723982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1309109542412840960?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,NA,NA,NA,NA,NA,NA
25/09/2020,Andhra Pradesh,NA,NA,NA,5447796,Tested,NA,4786338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1309470829470576640?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,NA,NA,NA,NA,NA,NA
26/09/2020,Andhra Pradesh,NA,NA,NA,5523786,Tested,NA,4855035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1309833472161255425?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,NA,NA,NA,NA,NA,NA
27/09/2020,Andhra Pradesh,NA,NA,NA,5600202,Tested,NA,4924528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ArogyaAndhra/status/1310199123795009537?s=20,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,NA,NA,NA,NA,NA,NA
28/09/2020,Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.ap.gov.in/Covid19_Admin/index.html,NA,NA,NA,NA,NA,NA,NA
09/04/2020,Arunachal Pradesh,NA,NA,NA,206,Samples Collected,1,185,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PemaKhanduBJP/status/1248269356070363136?s=19,NA,NA,0.49%,0.14,137,206,1504000,NA
14/04/2020,Arunachal Pradesh,NA,NA,NA,280,Samples Collected,1,250,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PemaKhanduBJP/status/1249901653634867200,NA,NA,0.36%,0.19,186,280,1504000,NA
17/04/2020,Arunachal Pradesh,NA,NA,NA,363,Samples Collected,1,338,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PemaKhanduBJP/status/1251136883045752834,NA,NA,0.28%,0.24,241,363,1504000,NA
18/04/2020,Arunachal Pradesh,NA,NA,NA,389,Samples Collected,1,358,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PemaKhanduBJP/status/1251485238477221889,NA,NA,0.26%,0.26,259,389,1504000,NA
20/04/2020,Arunachal Pradesh,NA,NA,NA,439,Samples Collected,1,405,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ANI/status/1252454869983608832?s=09,NA,NA,0.23%,0.29,292,439,1504000,NA
21/04/2020,Arunachal Pradesh,NA,NA,NA,454,Samples Collected,1,433,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.22%,0.3,302,454,1504000,NA
22/04/2020,Arunachal Pradesh,NA,NA,NA,496,Samples Collected,2,441,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.40%,0.33,330,248,1504000,NA
24/04/2020,Arunachal Pradesh,NA,NA,NA,526,Samples Collected,2,508,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.38%,0.35,350,263,1504000,NA
26/04/2020,Arunachal Pradesh,NA,NA,NA,568,Samples Collected,2,529,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.35%,0.38,378,284,1504000,NA
27/04/2020,Arunachal Pradesh,NA,NA,NA,584,Samples Collected,2,566,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.34%,0.39,388,292,1504000,NA
28/04/2020,Arunachal Pradesh,NA,NA,NA,610,Samples Collected,2,581,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.33%,0.41,406,305,1504000,NA
29/04/2020,Arunachal Pradesh,NA,NA,NA,662,Samples Collected,2,595,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.30%,0.44,440,331,1504000,NA
30/04/2020,Arunachal Pradesh,NA,NA,NA,694,Samples Collected,2,656,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.29%,0.46,461,347,1504000,NA
01/05/2020,Arunachal Pradesh,NA,NA,NA,724,Samples Collected,2,692,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.28%,0.48,481,362,1504000,NA
02/05/2020,Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1504000,NA
03/05/2020,Arunachal Pradesh,NA,NA,NA,810,Samples Collected,2,761,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.25%,0.54,539,405,1504000,NA
04/05/2020,Arunachal Pradesh,NA,NA,NA,869,Samples Collected,2,762,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.23%,0.58,578,435,1504000,NA
05/05/2020,Arunachal Pradesh,NA,NA,NA,970,Samples Collected,2,814,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.21%,0.64,645,485,1504000,NA
06/05/2020,Arunachal Pradesh,NA,NA,NA,1039,Samples Collected,2,857,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.19%,0.69,691,520,1504000,NA
07/05/2020,Arunachal Pradesh,NA,NA,NA,1144,Samples Collected,2,952,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.17%,0.76,761,572,1504000,NA
08/05/2020,Arunachal Pradesh,NA,NA,NA,1354,Samples Collected,2,1015,337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.15%,0.9,900,677,1504000,NA
09/05/2020,Arunachal Pradesh,NA,NA,NA,1597,Samples Collected,2,1266,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.13%,1.06,1062,799,1504000,NA
10/05/2020,Arunachal Pradesh,NA,NA,NA,1823,Samples Collected,2,1363,458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5388,http://covid19.itanagarsmartcity.in/covidstatus.php,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.11%,1.21,1212,912,1504000,NA
11/05/2020,Arunachal Pradesh,NA,NA,NA,2078,Samples Collected,2,1538,538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5418,http://covid19.itanagarsmartcity.in/covidstatus.php,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.10%,1.38,1382,1039,1504000,NA
12/05/2020,Arunachal Pradesh,NA,NA,NA,2257,Samples Collected,2,1798,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5521,http://covid19.itanagarsmartcity.in/covidstatus.php,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.09%,1.5,1501,1129,1504000,NA
13/05/2020,Arunachal Pradesh,NA,NA,NA,2483,Samples Collected,2,1902,579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5619,http://covid19.itanagarsmartcity.in/covidstatus.php,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.08%,1.65,1651,1242,1504000,NA
14/05/2020,Arunachal Pradesh,NA,NA,NA,2677,Samples Collected,2,2233,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5699,https://t.me/Covid19india_Auxiliary_Test_Data/12?single,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,0.07%,1.78,1780,1339,1504000,NA
15/05/2020,Arunachal Pradesh,NA,NA,NA,2942,Samples Collected,2,2546,394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5753,https://t.me/Covid19india_Auxiliary_Test_Data/22,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,0.07%,1.96,1956,1471,1504000,NA
16/05/2020,Arunachal Pradesh,NA,NA,NA,3163,Samples Collected,2,2861,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5806,https://t.me/Covid19india_Auxiliary_Test_Data/32,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.06%,2.1,2103,1582,1504000,NA
17/05/2020,Arunachal Pradesh,NA,NA,NA,3349,Samples Collected,2,2966,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5851,https://t.me/Covid19india_Auxiliary_Test_Data/40,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.06%,2.23,2227,1675,1504000,NA
18/05/2020,Arunachal Pradesh,NA,NA,NA,3662,Samples Collected,2,3166,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5906,https://t.me/Covid19india_Auxiliary_Test_Data/54,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.05%,2.43,2435,1831,1504000,NA
19/05/2020,Arunachal Pradesh,NA,NA,NA,3941,Samples Collected,2,3392,547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5944,https://t.me/Covid19india_Auxiliary_Test_Data/66,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.05%,2.62,2620,1971,1504000,NA
20/05/2020,Arunachal Pradesh,NA,NA,NA,4157,Samples Collected,2,3710,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5977,http://covid19.itanagarsmartcity.in/covidstatus.php,NA,NA,0.05%,2.76,2764,2079,1504000,NA
21/05/2020,Arunachal Pradesh,NA,NA,NA,4438,Samples Collected,2,3963,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6004,https://t.me/Covid19india_Auxiliary_Test_Data/90,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.05%,2.95,2951,2219,1504000,NA
22/05/2020,Arunachal Pradesh,NA,NA,NA,4844,Samples Collected,2,4211,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6062,https://t.me/Covid19india_Auxiliary_Test_Data/108,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.04%,3.22,3221,2422,1504000,NA
23/05/2020,Arunachal Pradesh,NA,NA,NA,5206,Samples Collected,2,4340,864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6125,https://t.me/Covid19india_Auxiliary_Test_Data/128,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.04%,3.46,3461,2603,1504000,NA
24/05/2020,Arunachal Pradesh,NA,NA,NA,5428,Samples Collected,2,4552,873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6155,https://t.me/Covid19india_Auxiliary_Test_Data/145,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.04%,3.61,3609,2714,1504000,NA
25/05/2020,Arunachal Pradesh,NA,NA,NA,5997,Samples Collected,2,4941,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6169,https://t.me/Covid19india_Auxiliary_Test_Data/159,"http://covid19.itanagarsmartcity.in/covidstatus.php",NA,0.03%,3.99,3987,2999,1504000,NA
26/05/2020,Arunachal Pradesh,NA,NA,NA,6319,Samples Collected,2,5083,1233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6191,https://t.me/Covid19india_Auxiliary_Test_Data/174,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.03%,4.2,4201,3160,1504000,NA
27/05/2020,Arunachal Pradesh,NA,NA,NA,6436,Samples Collected,2,5405,1028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6221,https://t.me/Covid19india_Auxiliary_Test_Data/193,http://covid19.itanagarsmartcity.in/callstatus.php,NA,0.03%,4.28,4279,3218,1504000,NA
