Date	State	Cases	Deaths	Recovered
2020-04-08	tr	1	0	0
2020-04-09	tr	1	0	0
2020-03-15	up	13	0	4
2020-03-16	up	13	0	4
2020-03-17	up	15	0	5
2020-03-18	up	17	0	5
2020-03-19	up	20	0	9
2020-03-20	up	24	0	9
2020-03-21	up	28	0	9
2020-03-22	up	30	0	9
2020-03-23	up	32	0	9
2020-03-24	up	35	0	11
2020-03-25	up	38	0	11
2020-03-26	up	42	0	11
2020-03-27	up	49	0	11
2020-03-28	up	65	0	11
2020-03-29	up	72	0	11
2020-03-30	up	96	0	17
2020-03-31	up	104	0	17
2020-04-01	up	117	2	17
2020-04-02	up	128	2	17
2020-04-03	up	174	2	17
2020-04-04	up	234	2	21
2020-04-05	up	278	3	21
2020-04-06	up	305	3	21
2020-04-07	up	332	3	21
2020-04-08	up	361	4	31
2020-04-09	up	410	4	31
2020-03-15	ut	0	0	0
2020-03-16	ut	1	0	0
2020-03-17	ut	1	0	0
2020-03-18	ut	2	0	0
2020-03-19	ut	3	0	0
2020-03-20	ut	3	0	0
2020-03-21	ut	3	0	0
2020-03-22	ut	3	0	0
2020-03-23	ut	4	0	0
2020-03-24	ut	4	0	0
2020-03-25	ut	5	0	0
2020-03-26	ut	5	0	0
2020-03-27	ut	5	0	0
2020-03-28	ut	6	0	1
2020-03-29	ut	7	0	1
2020-03-30	ut	7	0	2
2020-03-31	ut	7	0	2
2020-04-01	ut	7	0	2
2020-04-02	ut	10	0	2
2020-04-03	ut	16	0	2
2020-04-04	ut	22	0	2
2020-04-05	ut	26	0	4
2020-04-06	ut	31	0	4
2020-04-07	ut	31	0	4
2020-04-08	ut	35	0	5
2020-04-09	ut	35	0	5
2020-03-15	wb	0	0	0
2020-03-16	wb	0	0	0
2020-03-17	wb	1	0	0
2020-03-18	wb	1	0	0
2020-03-19	wb	1	0	0
2020-03-20	wb	2	0	0
2020-03-21	wb	4	0	0
2020-03-22	wb	7	0	0
2020-03-23	wb	7	1	0
2020-03-24	wb	9	1	0
2020-03-25	wb	9	1	0
2020-03-26	wb	10	1	0
2020-03-27	wb	15	1	0
2020-03-28	wb	18	1	0
2020-03-29	wb	21	1	0
2020-03-30	wb	22	2	0
2020-03-31	wb	37	3	3
2020-04-01	wb	37	3	3
2020-04-02	wb	53	3	3
2020-04-03	wb	53	3	3
2020-04-04	wb	53	3	3
2020-04-05	wb	80	3	10
2020-04-06	wb	80	3	10
2020-04-07	wb	91	3	13
2020-04-08	wb	99	5	13
2020-04-09	wb	103	5	16
