Dates,variable,value,ref,Date.fmt,Val.fmt,Ref.fmt,text,i,j
2020-04-24,No intervention upper credible interval,2305763,277005,Apr 24,"2,305,763","277,005","Apr 24: 277,005 projected cases<br>Projection upper CI: 2,305,763 cases<br>",FALSE,FALSE
2020-04-24,Social distancing,40621,219991,Apr 24,"40,621","219,991","Apr 24: 40,621 projected cases<br>Projection upper CI: 219,991 cases<br>",TRUE,FALSE
2020-04-24,Social distancing upper credible interval,219991,40621,Apr 24,"219,991","40,621","Apr 24: 40,621 projected cases<br>Projection upper CI: 219,991 cases<br>",FALSE,FALSE
2020-04-24,Lockdown with moderate release,8553,59415,Apr 24,"8,553","59,415","Apr 24: 8,553 projected cases<br>Projection upper CI: 59,415 cases<br>",TRUE,FALSE
2020-04-24,Lockdown upper credible interval,59415,219991,Apr 24,"59,415","219,991","Apr 24: 219,991 projected cases<br>Projection upper CI: 59,415 cases<br>",FALSE,TRUE
2020-04-25,No intervention,327985,2985077,Apr 25,"327,985","2,985,077","Apr 25: 327,985 projected cases<br>Projection upper CI: 2,985,077 cases<br>",TRUE,FALSE
2020-04-25,No intervention upper credible interval,2985077,327985,Apr 25,"2,985,077","327,985","Apr 25: 327,985 projected cases<br>Projection upper CI: 2,985,077 cases<br>",FALSE,FALSE
2020-04-25,Social distancing,48532,260193,Apr 25,"48,532","260,193","Apr 25: 48,532 projected cases<br>Projection upper CI: 260,193 cases<br>",TRUE,FALSE
2020-04-25,Social distancing upper credible interval,260193,48532,Apr 25,"260,193","48,532","Apr 25: 48,532 projected cases<br>Projection upper CI: 260,193 cases<br>",FALSE,FALSE
2020-04-25,Lockdown with moderate release,8977,62215,Apr 25,"8,977","62,215","Apr 25: 8,977 projected cases<br>Projection upper CI: 62,215 cases<br>",TRUE,FALSE
2020-04-25,Lockdown upper credible interval,62215,260193,Apr 25,"62,215","260,193","Apr 25: 260,193 projected cases<br>Projection upper CI: 62,215 cases<br>",FALSE,TRUE
2020-04-26,No intervention,383831,3788962,Apr 26,"383,831","3,788,962","Apr 26: 383,831 projected cases<br>Projection upper CI: 3,788,962 cases<br>",TRUE,FALSE
2020-04-26,No intervention upper credible interval,3788962,383831,Apr 26,"3,788,962","383,831","Apr 26: 383,831 projected cases<br>Projection upper CI: 3,788,962 cases<br>",FALSE,FALSE
2020-04-26,Social distancing,57642,308579,Apr 26,"57,642","308,579","Apr 26: 57,642 projected cases<br>Projection upper CI: 308,579 cases<br>",TRUE,FALSE
2020-04-26,Social distancing upper credible interval,308579,57642,Apr 26,"308,579","57,642","Apr 26: 57,642 projected cases<br>Projection upper CI: 308,579 cases<br>",FALSE,FALSE
2020-04-26,Lockdown with moderate release,9425,64661,Apr 26,"9,425","64,661","Apr 26: 9,425 projected cases<br>Projection upper CI: 64,661 cases<br>",TRUE,FALSE
2020-04-26,Lockdown upper credible interval,64661,308579,Apr 26,"64,661","308,579","Apr 26: 308,579 projected cases<br>Projection upper CI: 64,661 cases<br>",FALSE,TRUE
2020-04-27,No intervention,444357,4732318,Apr 27,"444,357","4,732,318","Apr 27: 444,357 projected cases<br>Projection upper CI: 4,732,318 cases<br>",TRUE,FALSE
2020-04-27,No intervention upper credible interval,4732318,444357,Apr 27,"4,732,318","444,357","Apr 27: 444,357 projected cases<br>Projection upper CI: 4,732,318 cases<br>",FALSE,FALSE
2020-04-27,Social distancing,67985,365783,Apr 27,"67,985","365,783","Apr 27: 67,985 projected cases<br>Projection upper CI: 365,783 cases<br>",TRUE,FALSE
2020-04-27,Social distancing upper credible interval,365783,67985,Apr 27,"365,783","67,985","Apr 27: 67,985 projected cases<br>Projection upper CI: 365,783 cases<br>",FALSE,FALSE
2020-04-27,Lockdown with moderate release,9889,67383,Apr 27,"9,889","67,383","Apr 27: 9,889 projected cases<br>Projection upper CI: 67,383 cases<br>",TRUE,FALSE
2020-04-27,Lockdown upper credible interval,67383,365783,Apr 27,"67,383","365,783","Apr 27: 365,783 projected cases<br>Projection upper CI: 67,383 cases<br>",FALSE,TRUE
2020-04-28,No intervention,509433,5773103,Apr 28,"509,433","5,773,103","Apr 28: 509,433 projected cases<br>Projection upper CI: 5,773,103 cases<br>",TRUE,FALSE
2020-04-28,No intervention upper credible interval,5773103,509433,Apr 28,"5,773,103","509,433","Apr 28: 509,433 projected cases<br>Projection upper CI: 5,773,103 cases<br>",FALSE,FALSE
2020-04-28,Social distancing,79630,436189,Apr 28,"79,630","436,189","Apr 28: 79,630 projected cases<br>Projection upper CI: 436,189 cases<br>",TRUE,FALSE
2020-04-28,Social distancing upper credible interval,436189,79630,Apr 28,"436,189","79,630","Apr 28: 79,630 projected cases<br>Projection upper CI: 436,189 cases<br>",FALSE,FALSE
2020-04-28,Lockdown with moderate release,10373,69938,Apr 28,"10,373","69,938","Apr 28: 10,373 projected cases<br>Projection upper CI: 69,938 cases<br>",TRUE,FALSE
2020-04-28,Lockdown upper credible interval,69938,436189,Apr 28,"69,938","436,189","Apr 28: 436,189 projected cases<br>Projection upper CI: 69,938 cases<br>",FALSE,TRUE
2020-04-29,No intervention,578796,6893132,Apr 29,"578,796","6,893,132","Apr 29: 578,796 projected cases<br>Projection upper CI: 6,893,132 cases<br>",TRUE,FALSE
2020-04-29,No intervention upper credible interval,6893132,578796,Apr 29,"6,893,132","578,796","Apr 29: 578,796 projected cases<br>Projection upper CI: 6,893,132 cases<br>",FALSE,FALSE
2020-04-29,Social distancing,92593,519256,Apr 29,"92,593","519,256","Apr 29: 92,593 projected cases<br>Projection upper CI: 519,256 cases<br>",TRUE,FALSE
2020-04-29,Social distancing upper credible interval,519256,92593,Apr 29,"519,256","92,593","Apr 29: 92,593 projected cases<br>Projection upper CI: 519,256 cases<br>",FALSE,FALSE
2020-04-29,Lockdown with moderate release,10878,72885,Apr 29,"10,878","72,885","Apr 29: 10,878 projected cases<br>Projection upper CI: 72,885 cases<br>",TRUE,FALSE
2020-04-29,Lockdown upper credible interval,72885,519256,Apr 29,"72,885","519,256","Apr 29: 519,256 projected cases<br>Projection upper CI: 72,885 cases<br>",FALSE,TRUE
2020-04-30,No intervention,652185,8104558,Apr 30,"652,185","8,104,558","Apr 30: 652,185 projected cases<br>Projection upper CI: 8,104,558 cases<br>",TRUE,FALSE
2020-04-30,No intervention upper credible interval,8104558,652185,Apr 30,"8,104,558","652,185","Apr 30: 652,185 projected cases<br>Projection upper CI: 8,104,558 cases<br>",FALSE,FALSE
2020-04-30,Social distancing,106920,613994,Apr 30,"106,920","613,994","Apr 30: 106,920 projected cases<br>Projection upper CI: 613,994 cases<br>",TRUE,FALSE
2020-04-30,Social distancing upper credible interval,613994,106920,Apr 30,"613,994","106,920","Apr 30: 106,920 projected cases<br>Projection upper CI: 613,994 cases<br>",FALSE,FALSE
2020-04-30,Lockdown with moderate release,11428,75613,Apr 30,"11,428","75,613","Apr 30: 11,428 projected cases<br>Projection upper CI: 75,613 cases<br>",TRUE,FALSE
2020-04-30,Lockdown upper credible interval,75613,613994,Apr 30,"75,613","613,994","Apr 30: 613,994 projected cases<br>Projection upper CI: 75,613 cases<br>",FALSE,TRUE
