Dates,variable,value,ref,Date.fmt,Val.fmt,Ref.fmt,text,i,j
2020-04-24,No intervention upper credible interval,2305763,277005,Apr 24,"2,305,763","277,005","Apr 24: 277,005 projected cases<br>Projection upper CI: 2,305,763 cases<br>",FALSE,FALSE
2020-04-24,Social distancing,40033,212528,Apr 24,"40,033","212,528","Apr 24: 40,033 projected cases<br>Projection upper CI: 212,528 cases<br>",TRUE,FALSE
2020-04-24,Social distancing upper credible interval,212528,40033,Apr 24,"212,528","40,033","Apr 24: 40,033 projected cases<br>Projection upper CI: 212,528 cases<br>",FALSE,FALSE
2020-04-24,Lockdown with moderate release,3542,29052,Apr 24,"3,542","29,052","Apr 24: 3,542 projected cases<br>Projection upper CI: 29,052 cases<br>",TRUE,FALSE
2020-04-24,Lockdown upper credible interval,29052,212528,Apr 24,"29,052","212,528","Apr 24: 212,528 projected cases<br>Projection upper CI: 29,052 cases<br>",FALSE,TRUE
2020-04-25,No intervention,327985,2985077,Apr 25,"327,985","2,985,077","Apr 25: 327,985 projected cases<br>Projection upper CI: 2,985,077 cases<br>",TRUE,FALSE
2020-04-25,No intervention upper credible interval,2985077,327985,Apr 25,"2,985,077","327,985","Apr 25: 327,985 projected cases<br>Projection upper CI: 2,985,077 cases<br>",FALSE,FALSE
2020-04-25,Social distancing,48186,253519,Apr 25,"48,186","253,519","Apr 25: 48,186 projected cases<br>Projection upper CI: 253,519 cases<br>",TRUE,FALSE
2020-04-25,Social distancing upper credible interval,253519,48186,Apr 25,"253,519","48,186","Apr 25: 48,186 projected cases<br>Projection upper CI: 253,519 cases<br>",FALSE,FALSE
2020-04-25,Lockdown with moderate release,3678,30028,Apr 25,"3,678","30,028","Apr 25: 3,678 projected cases<br>Projection upper CI: 30,028 cases<br>",TRUE,FALSE
2020-04-25,Lockdown upper credible interval,30028,253519,Apr 25,"30,028","253,519","Apr 25: 253,519 projected cases<br>Projection upper CI: 30,028 cases<br>",FALSE,TRUE
2020-04-26,No intervention,383831,3788962,Apr 26,"383,831","3,788,962","Apr 26: 383,831 projected cases<br>Projection upper CI: 3,788,962 cases<br>",TRUE,FALSE
2020-04-26,No intervention upper credible interval,3788962,383831,Apr 26,"3,788,962","383,831","Apr 26: 383,831 projected cases<br>Projection upper CI: 3,788,962 cases<br>",FALSE,FALSE
2020-04-26,Social distancing,57592,305395,Apr 26,"57,592","305,395","Apr 26: 57,592 projected cases<br>Projection upper CI: 305,395 cases<br>",TRUE,FALSE
2020-04-26,Social distancing upper credible interval,305395,57592,Apr 26,"305,395","57,592","Apr 26: 57,592 projected cases<br>Projection upper CI: 305,395 cases<br>",FALSE,FALSE
2020-04-26,Lockdown with moderate release,3831,31359,Apr 26,"3,831","31,359","Apr 26: 3,831 projected cases<br>Projection upper CI: 31,359 cases<br>",TRUE,FALSE
2020-04-26,Lockdown upper credible interval,31359,305395,Apr 26,"31,359","305,395","Apr 26: 305,395 projected cases<br>Projection upper CI: 31,359 cases<br>",FALSE,TRUE
2020-04-27,No intervention,444357,4732318,Apr 27,"444,357","4,732,318","Apr 27: 444,357 projected cases<br>Projection upper CI: 4,732,318 cases<br>",TRUE,FALSE
2020-04-27,No intervention upper credible interval,4732318,444357,Apr 27,"4,732,318","444,357","Apr 27: 444,357 projected cases<br>Projection upper CI: 4,732,318 cases<br>",FALSE,FALSE
2020-04-27,Social distancing,68331,366000,Apr 27,"68,331","366,000","Apr 27: 68,331 projected cases<br>Projection upper CI: 366,000 cases<br>",TRUE,FALSE
2020-04-27,Social distancing upper credible interval,366000,68331,Apr 27,"366,000","68,331","Apr 27: 68,331 projected cases<br>Projection upper CI: 366,000 cases<br>",FALSE,FALSE
2020-04-27,Lockdown with moderate release,4003,32832,Apr 27,"4,003","32,832","Apr 27: 4,003 projected cases<br>Projection upper CI: 32,832 cases<br>",TRUE,FALSE
2020-04-27,Lockdown upper credible interval,32832,366000,Apr 27,"32,832","366,000","Apr 27: 366,000 projected cases<br>Projection upper CI: 32,832 cases<br>",FALSE,TRUE
2020-04-28,No intervention,509433,5773103,Apr 28,"509,433","5,773,103","Apr 28: 509,433 projected cases<br>Projection upper CI: 5,773,103 cases<br>",TRUE,FALSE
2020-04-28,No intervention upper credible interval,5773103,509433,Apr 28,"5,773,103","509,433","Apr 28: 509,433 projected cases<br>Projection upper CI: 5,773,103 cases<br>",FALSE,FALSE
2020-04-28,Social distancing,80484,437252,Apr 28,"80,484","437,252","Apr 28: 80,484 projected cases<br>Projection upper CI: 437,252 cases<br>",TRUE,FALSE
2020-04-28,Social distancing upper credible interval,437252,80484,Apr 28,"437,252","80,484","Apr 28: 80,484 projected cases<br>Projection upper CI: 437,252 cases<br>",FALSE,FALSE
2020-04-28,Lockdown with moderate release,4195,34089,Apr 28,"4,195","34,089","Apr 28: 4,195 projected cases<br>Projection upper CI: 34,089 cases<br>",TRUE,FALSE
2020-04-28,Lockdown upper credible interval,34089,437252,Apr 28,"34,089","437,252","Apr 28: 437,252 projected cases<br>Projection upper CI: 34,089 cases<br>",FALSE,TRUE
2020-04-29,No intervention,578796,6893132,Apr 29,"578,796","6,893,132","Apr 29: 578,796 projected cases<br>Projection upper CI: 6,893,132 cases<br>",TRUE,FALSE
2020-04-29,No intervention upper credible interval,6893132,578796,Apr 29,"6,893,132","578,796","Apr 29: 578,796 projected cases<br>Projection upper CI: 6,893,132 cases<br>",FALSE,FALSE
2020-04-29,Social distancing,94106,519953,Apr 29,"94,106","519,953","Apr 29: 94,106 projected cases<br>Projection upper CI: 519,953 cases<br>",TRUE,FALSE
2020-04-29,Social distancing upper credible interval,519953,94106,Apr 29,"519,953","94,106","Apr 29: 94,106 projected cases<br>Projection upper CI: 519,953 cases<br>",FALSE,FALSE
2020-04-29,Lockdown with moderate release,4415,35563,Apr 29,"4,415","35,563","Apr 29: 4,415 projected cases<br>Projection upper CI: 35,563 cases<br>",TRUE,FALSE
2020-04-29,Lockdown upper credible interval,35563,519953,Apr 29,"35,563","519,953","Apr 29: 519,953 projected cases<br>Projection upper CI: 35,563 cases<br>",FALSE,TRUE
2020-04-30,No intervention,652185,8104558,Apr 30,"652,185","8,104,558","Apr 30: 652,185 projected cases<br>Projection upper CI: 8,104,558 cases<br>",TRUE,FALSE
2020-04-30,No intervention upper credible interval,8104558,652185,Apr 30,"8,104,558","652,185","Apr 30: 652,185 projected cases<br>Projection upper CI: 8,104,558 cases<br>",FALSE,FALSE
2020-04-30,Social distancing,109222,627024,Apr 30,"109,222","627,024","Apr 30: 109,222 projected cases<br>Projection upper CI: 627,024 cases<br>",TRUE,FALSE
2020-04-30,Social distancing upper credible interval,627024,109222,Apr 30,"627,024","109,222","Apr 30: 109,222 projected cases<br>Projection upper CI: 627,024 cases<br>",FALSE,FALSE
2020-04-30,Lockdown with moderate release,4668,37496,Apr 30,"4,668","37,496","Apr 30: 4,668 projected cases<br>Projection upper CI: 37,496 cases<br>",TRUE,FALSE
2020-04-30,Lockdown upper credible interval,37496,627024,Apr 30,"37,496","627,024","Apr 30: 627,024 projected cases<br>Projection upper CI: 37,496 cases<br>",FALSE,TRUE
