place,Day,variable,value,text
Karnataka,2021-11-06,pct_one_dose,65.0053,India<br>2021-11-06: 65.01% with one dose<br>
Karnataka,2021-11-07,pct_one_dose,65.0386,India<br>2021-11-07: 65.04% with one dose<br>
Karnataka,2021-11-08,pct_one_dose,65.1256,India<br>2021-11-08: 65.13% with one dose<br>
Karnataka,2021-11-09,pct_one_dose,65.2013,India<br>2021-11-09: 65.2% with one dose<br>
Karnataka,2021-11-10,pct_one_dose,65.411,India<br>2021-11-10: 65.41% with one dose<br>
Karnataka,2021-11-11,pct_one_dose,65.4815,India<br>2021-11-11: 65.48% with one dose<br>
Karnataka,2021-11-12,pct_one_dose,65.5662,India<br>2021-11-12: 65.57% with one dose<br>
Karnataka,2021-11-13,pct_one_dose,65.6259,India<br>2021-11-13: 65.63% with one dose<br>
Karnataka,2021-11-14,pct_one_dose,65.6472,India<br>2021-11-14: 65.65% with one dose<br>
Karnataka,2021-11-15,pct_one_dose,65.725,India<br>2021-11-15: 65.72% with one dose<br>
Karnataka,2021-11-16,pct_one_dose,65.807,India<br>2021-11-16: 65.81% with one dose<br>
Karnataka,2021-11-17,pct_one_dose,66.022,India<br>2021-11-17: 66.02% with one dose<br>
Karnataka,2021-11-18,pct_one_dose,66.1361,India<br>2021-11-18: 66.14% with one dose<br>
Karnataka,2021-11-19,pct_one_dose,66.2598,India<br>2021-11-19: 66.26% with one dose<br>
Karnataka,2021-11-20,pct_one_dose,66.3821,India<br>2021-11-20: 66.38% with one dose<br>
Karnataka,2021-11-21,pct_one_dose,66.4392,India<br>2021-11-21: 66.44% with one dose<br>
Karnataka,2021-11-22,pct_one_dose,66.5394,India<br>2021-11-22: 66.54% with one dose<br>
Karnataka,2021-11-23,pct_one_dose,66.6617,India<br>2021-11-23: 66.66% with one dose<br>
Karnataka,2021-11-24,pct_one_dose,66.9021,India<br>2021-11-24: 66.9% with one dose<br>
Karnataka,2021-11-25,pct_one_dose,67.0345,India<br>2021-11-25: 67.03% with one dose<br>
Karnataka,2021-11-26,pct_one_dose,67.1864,India<br>2021-11-26: 67.19% with one dose<br>
Karnataka,2021-11-27,pct_one_dose,67.3945,India<br>2021-11-27: 67.39% with one dose<br>
Karnataka,2021-11-28,pct_one_dose,67.5545,India<br>2021-11-28: 67.55% with one dose<br>
Karnataka,2021-11-29,pct_one_dose,67.8134,India<br>2021-11-29: 67.81% with one dose<br>
Karnataka,2021-11-30,pct_one_dose,68.0923,India<br>2021-11-30: 68.09% with one dose<br>
Karnataka,2021-12-01,pct_one_dose,68.4846,India<br>2021-12-01: 68.48% with one dose<br>
Karnataka,2021-12-02,pct_one_dose,68.7483,India<br>2021-12-02: 68.75% with one dose<br>
Karnataka,2021-12-03,pct_one_dose,69.0109,India<br>2021-12-03: 69.01% with one dose<br>
Karnataka,2021-12-04,pct_one_dose,69.2578,India<br>2021-12-04: 69.26% with one dose<br>
Karnataka,2021-12-05,pct_one_dose,69.3529,India<br>2021-12-05: 69.35% with one dose<br>
Karnataka,2021-12-06,pct_one_dose,69.5939,India<br>2021-12-06: 69.59% with one dose<br>
Karnataka,2021-12-07,pct_one_dose,69.8207,India<br>2021-12-07: 69.82% with one dose<br>
Karnataka,2021-12-08,pct_one_dose,70.1474,India<br>2021-12-08: 70.15% with one dose<br>
Karnataka,2021-12-09,pct_one_dose,70.3187,India<br>2021-12-09: 70.32% with one dose<br>
Karnataka,2021-12-10,pct_one_dose,70.4964,India<br>2021-12-10: 70.5% with one dose<br>
Karnataka,2021-12-11,pct_one_dose,70.648,India<br>2021-12-11: 70.65% with one dose<br>
Karnataka,2021-12-12,pct_one_dose,70.705,India<br>2021-12-12: 70.7% with one dose<br>
Karnataka,2021-12-13,pct_one_dose,70.8562,India<br>2021-12-13: 70.86% with one dose<br>
Karnataka,2021-12-14,pct_one_dose,70.8666,India<br>2021-12-14: 70.87% with one dose<br>
Karnataka,2021-12-15,pct_one_dose,70.999,India<br>2021-12-15: 71% with one dose<br>
Karnataka,2021-12-16,pct_one_dose,71.187,India<br>2021-12-16: 71.19% with one dose<br>
Karnataka,2021-12-17,pct_one_dose,71.2835,India<br>2021-12-17: 71.28% with one dose<br>
Karnataka,2021-12-18,pct_one_dose,71.4237,India<br>2021-12-18: 71.42% with one dose<br>
Karnataka,2021-12-19,pct_one_dose,71.5238,India<br>2021-12-19: 71.52% with one dose<br>
Karnataka,2021-12-20,pct_one_dose,71.5505,India<br>2021-12-20: 71.55% with one dose<br>
Karnataka,2021-12-21,pct_one_dose,71.6485,India<br>2021-12-21: 71.65% with one dose<br>
Karnataka,2021-12-22,pct_one_dose,71.7246,India<br>2021-12-22: 71.72% with one dose<br>
Karnataka,2021-12-23,pct_one_dose,71.8667,India<br>2021-12-23: 71.87% with one dose<br>
Karnataka,2021-12-24,pct_one_dose,71.9331,India<br>2021-12-24: 71.93% with one dose<br>
Karnataka,2021-12-25,pct_one_dose,72.0018,India<br>2021-12-25: 72% with one dose<br>
Karnataka,2021-12-26,pct_one_dose,72.0341,India<br>2021-12-26: 72.03% with one dose<br>
Karnataka,2021-12-27,pct_one_dose,72.0477,India<br>2021-12-27: 72.05% with one dose<br>
Karnataka,2021-12-28,pct_one_dose,72.125,India<br>2021-12-28: 72.12% with one dose<br>
Karnataka,2021-12-29,pct_one_dose,72.1953,India<br>2021-12-29: 72.2% with one dose<br>
Karnataka,2021-12-30,pct_one_dose,72.3103,India<br>2021-12-30: 72.31% with one dose<br>
Karnataka,2021-12-31,pct_one_dose,72.3658,India<br>2021-12-31: 72.37% with one dose<br>
Karnataka,2022-01-03,pct_one_dose,73.281,India<br>2022-01-03: 73.28% with one dose<br>
Karnataka,2022-01-04,pct_one_dose,74.0633,India<br>2022-01-04: 74.06% with one dose<br>
Karnataka,2022-01-05,pct_one_dose,74.7742,India<br>2022-01-05: 74.77% with one dose<br>
Karnataka,2022-01-06,pct_one_dose,75.2732,India<br>2022-01-06: 75.27% with one dose<br>
Karnataka,2022-01-07,pct_one_dose,75.7218,India<br>2022-01-07: 75.72% with one dose<br>
Karnataka,2022-01-08,pct_one_dose,75.8489,India<br>2022-01-08: 75.85% with one dose<br>
Karnataka,2022-01-09,pct_one_dose,75.8783,India<br>2022-01-09: 75.88% with one dose<br>
Karnataka,2022-01-11,pct_one_dose,76.1266,India<br>2022-01-11: 76.13% with one dose<br>
Karnataka,2022-01-12,pct_one_dose,76.5228,India<br>2022-01-12: 76.52% with one dose<br>
Karnataka,2022-01-13,pct_one_dose,76.5254,India<br>2022-01-13: 76.53% with one dose<br>
Karnataka,2022-01-14,pct_one_dose,76.8213,India<br>2022-01-14: 76.82% with one dose<br>
Karnataka,2022-01-15,pct_one_dose,76.827,India<br>2022-01-15: 76.83% with one dose<br>
Karnataka,2022-01-16,pct_one_dose,76.8831,India<br>2022-01-16: 76.88% with one dose<br>
Karnataka,2022-01-17,pct_one_dose,76.9052,India<br>2022-01-17: 76.91% with one dose<br>
Karnataka,2022-01-18,pct_one_dose,77.0813,India<br>2022-01-18: 77.08% with one dose<br>
Karnataka,2022-01-19,pct_one_dose,77.2103,India<br>2022-01-19: 77.21% with one dose<br>
Karnataka,2022-01-20,pct_one_dose,77.343,India<br>2022-01-20: 77.34% with one dose<br>
Karnataka,2022-01-21,pct_one_dose,77.4286,India<br>2022-01-21: 77.43% with one dose<br>
Karnataka,2022-01-22,pct_one_dose,77.5346,India<br>2022-01-22: 77.53% with one dose<br>
Karnataka,2022-01-23,pct_one_dose,77.6155,India<br>2022-01-23: 77.62% with one dose<br>
Karnataka,2022-01-24,pct_one_dose,77.6557,India<br>2022-01-24: 77.66% with one dose<br>
Karnataka,2022-01-25,pct_one_dose,77.7491,India<br>2022-01-25: 77.75% with one dose<br>
Karnataka,2022-01-26,pct_one_dose,77.8841,India<br>2022-01-26: 77.88% with one dose<br>
Karnataka,2022-01-27,pct_one_dose,78.0242,India<br>2022-01-27: 78.02% with one dose<br>
Karnataka,2022-01-28,pct_one_dose,78.1494,India<br>2022-01-28: 78.15% with one dose<br>
Karnataka,2022-01-29,pct_one_dose,78.2593,India<br>2022-01-29: 78.26% with one dose<br>
Karnataka,2022-01-30,pct_one_dose,78.3685,India<br>2022-01-30: 78.37% with one dose<br>
Karnataka,2022-01-31,pct_one_dose,78.4286,India<br>2022-01-31: 78.43% with one dose<br>
Karnataka,2022-02-01,pct_one_dose,78.5751,India<br>2022-02-01: 78.58% with one dose<br>
Karnataka,2022-02-02,pct_one_dose,78.6491,India<br>2022-02-02: 78.65% with one dose<br>
Karnataka,2022-02-03,pct_one_dose,78.7078,India<br>2022-02-03: 78.71% with one dose<br>
Karnataka,2022-02-04,pct_one_dose,78.7571,India<br>2022-02-04: 78.76% with one dose<br>
Karnataka,2022-02-05,pct_one_dose,78.8018,India<br>2022-02-05: 78.8% with one dose<br>
Karnataka,2022-02-06,pct_one_dose,78.8157,India<br>2022-02-06: 78.82% with one dose<br>
Karnataka,2022-02-07,pct_one_dose,78.8484,India<br>2022-02-07: 78.85% with one dose<br>
Karnataka,2022-02-08,pct_one_dose,78.8765,India<br>2022-02-08: 78.88% with one dose<br>
Karnataka,2022-02-09,pct_one_dose,78.9064,India<br>2022-02-09: 78.91% with one dose<br>
Karnataka,2022-02-10,pct_one_dose,78.9247,India<br>2022-02-10: 78.92% with one dose<br>
Karnataka,2022-02-11,pct_one_dose,78.9459,India<br>2022-02-11: 78.95% with one dose<br>
Karnataka,2022-02-12,pct_one_dose,78.9646,India<br>2022-02-12: 78.96% with one dose<br>
Karnataka,2022-02-13,pct_one_dose,78.9696,India<br>2022-02-13: 78.97% with one dose<br>
Karnataka,2022-02-14,pct_one_dose,78.9994,India<br>2022-02-14: 79% with one dose<br>
Karnataka,2022-02-15,pct_one_dose,79.0289,India<br>2022-02-15: 79.03% with one dose<br>
Karnataka,2022-02-16,pct_one_dose,79.0618,India<br>2022-02-16: 79.06% with one dose<br>
Karnataka,2022-02-17,pct_one_dose,79.0832,India<br>2022-02-17: 79.08% with one dose<br>
Karnataka,2022-02-18,pct_one_dose,79.1073,India<br>2022-02-18: 79.11% with one dose<br>
Karnataka,2022-02-19,pct_one_dose,79.1264,India<br>2022-02-19: 79.13% with one dose<br>
Karnataka,2022-02-20,pct_one_dose,79.1305,India<br>2022-02-20: 79.13% with one dose<br>
Karnataka,2022-02-21,pct_one_dose,79.1454,India<br>2022-02-21: 79.15% with one dose<br>
Karnataka,2022-02-22,pct_one_dose,79.1627,India<br>2022-02-22: 79.16% with one dose<br>
Karnataka,2022-02-23,pct_one_dose,79.1831,India<br>2022-02-23: 79.18% with one dose<br>
Karnataka,2022-02-24,pct_one_dose,79.1975,India<br>2022-02-24: 79.2% with one dose<br>
Karnataka,2022-02-25,pct_one_dose,79.2088,India<br>2022-02-25: 79.21% with one dose<br>
Karnataka,2022-02-26,pct_one_dose,79.2187,India<br>2022-02-26: 79.22% with one dose<br>
Karnataka,2022-02-27,pct_one_dose,79.2211,India<br>2022-02-27: 79.22% with one dose<br>
Karnataka,2022-02-28,pct_one_dose,79.2277,India<br>2022-02-28: 79.23% with one dose<br>
Karnataka,2022-03-01,pct_one_dose,79.2311,India<br>2022-03-01: 79.23% with one dose<br>
Karnataka,2022-03-02,pct_one_dose,79.2388,India<br>2022-03-02: 79.24% with one dose<br>
Karnataka,2022-03-03,pct_one_dose,79.2502,India<br>2022-03-03: 79.25% with one dose<br>
Karnataka,2022-03-04,pct_one_dose,79.2631,India<br>2022-03-04: 79.26% with one dose<br>
Karnataka,2022-03-05,pct_one_dose,79.2735,India<br>2022-03-05: 79.27% with one dose<br>
Karnataka,2022-03-06,pct_one_dose,79.2753,India<br>2022-03-06: 79.28% with one dose<br>
Karnataka,2022-03-07,pct_one_dose,79.2851,India<br>2022-03-07: 79.29% with one dose<br>
Karnataka,2022-03-08,pct_one_dose,79.2954,India<br>2022-03-08: 79.3% with one dose<br>
Karnataka,2022-03-09,pct_one_dose,79.3068,India<br>2022-03-09: 79.31% with one dose<br>
Karnataka,2022-03-10,pct_one_dose,79.3153,India<br>2022-03-10: 79.32% with one dose<br>
Karnataka,2022-03-11,pct_one_dose,79.3237,India<br>2022-03-11: 79.32% with one dose<br>
Karnataka,2022-03-12,pct_one_dose,79.3293,India<br>2022-03-12: 79.33% with one dose<br>
Karnataka,2022-03-13,pct_one_dose,79.3303,India<br>2022-03-13: 79.33% with one dose<br>
Karnataka,2022-03-15,pct_one_dose,79.3456,India<br>2022-03-15: 79.35% with one dose<br>
Karnataka,2022-03-16,pct_one_dose,79.3548,India<br>2022-03-16: 79.35% with one dose<br>
Karnataka,2022-03-17,pct_one_dose,79.4049,India<br>2022-03-17: 79.4% with one dose<br>
Karnataka,2022-03-18,pct_one_dose,79.409,India<br>2022-03-18: 79.41% with one dose<br>
Karnataka,2022-03-19,pct_one_dose,79.4756,India<br>2022-03-19: 79.48% with one dose<br>
Karnataka,2022-03-20,pct_one_dose,79.5546,India<br>2022-03-20: 79.55% with one dose<br>
Karnataka,2022-03-21,pct_one_dose,79.5597,India<br>2022-03-21: 79.56% with one dose<br>
Karnataka,2022-03-22,pct_one_dose,79.6678,India<br>2022-03-22: 79.67% with one dose<br>
Karnataka,2022-03-23,pct_one_dose,79.7786,India<br>2022-03-23: 79.78% with one dose<br>
Karnataka,2022-03-24,pct_one_dose,79.8838,India<br>2022-03-24: 79.88% with one dose<br>
Karnataka,2022-03-25,pct_one_dose,79.9851,India<br>2022-03-25: 79.99% with one dose<br>
Karnataka,2022-03-26,pct_one_dose,80.1183,India<br>2022-03-26: 80.12% with one dose<br>
Karnataka,2022-03-27,pct_one_dose,80.2348,India<br>2022-03-27: 80.23% with one dose<br>
Karnataka,2022-03-28,pct_one_dose,80.246,India<br>2022-03-28: 80.25% with one dose<br>
Karnataka,2022-03-29,pct_one_dose,80.3247,India<br>2022-03-29: 80.32% with one dose<br>
Karnataka,2022-03-30,pct_one_dose,80.4439,India<br>2022-03-30: 80.44% with one dose<br>
Karnataka,2022-03-31,pct_one_dose,80.5758,India<br>2022-03-31: 80.58% with one dose<br>
Karnataka,2022-04-01,pct_one_dose,80.8126,India<br>2022-04-01: 80.81% with one dose<br>
Karnataka,2022-04-02,pct_one_dose,80.9633,India<br>2022-04-02: 80.96% with one dose<br>
Karnataka,2022-04-03,pct_one_dose,80.974,India<br>2022-04-03: 80.97% with one dose<br>
Karnataka,2022-04-04,pct_one_dose,80.9837,India<br>2022-04-04: 80.98% with one dose<br>
Karnataka,2022-04-05,pct_one_dose,81.0835,India<br>2022-04-05: 81.08% with one dose<br>
Karnataka,2022-04-06,pct_one_dose,81.215,India<br>2022-04-06: 81.22% with one dose<br>
Karnataka,2022-04-07,pct_one_dose,81.3339,India<br>2022-04-07: 81.33% with one dose<br>
Karnataka,2022-04-08,pct_one_dose,81.4561,India<br>2022-04-08: 81.46% with one dose<br>
Karnataka,2022-04-09,pct_one_dose,81.5315,India<br>2022-04-09: 81.53% with one dose<br>
Karnataka,2022-04-10,pct_one_dose,81.6177,India<br>2022-04-10: 81.62% with one dose<br>
Karnataka,2022-04-11,pct_one_dose,81.623,India<br>2022-04-11: 81.62% with one dose<br>
Karnataka,2022-04-12,pct_one_dose,81.6649,India<br>2022-04-12: 81.66% with one dose<br>
Karnataka,2022-04-13,pct_one_dose,81.7092,India<br>2022-04-13: 81.71% with one dose<br>
Karnataka,2022-04-14,pct_one_dose,81.7517,India<br>2022-04-14: 81.75% with one dose<br>
Karnataka,2022-04-15,pct_one_dose,81.7631,India<br>2022-04-15: 81.76% with one dose<br>
Karnataka,2022-04-16,pct_one_dose,81.7677,India<br>2022-04-16: 81.77% with one dose<br>
Karnataka,2022-04-17,pct_one_dose,81.7832,India<br>2022-04-17: 81.78% with one dose<br>
Karnataka,2022-04-18,pct_one_dose,81.7862,India<br>2022-04-18: 81.79% with one dose<br>
Karnataka,2022-04-19,pct_one_dose,81.8011,India<br>2022-04-19: 81.8% with one dose<br>
Karnataka,2022-04-20,pct_one_dose,81.8176,India<br>2022-04-20: 81.82% with one dose<br>
Karnataka,2022-04-21,pct_one_dose,81.8419,India<br>2022-04-21: 81.84% with one dose<br>
Karnataka,2022-04-22,pct_one_dose,81.8647,India<br>2022-04-22: 81.86% with one dose<br>
Karnataka,2022-04-23,pct_one_dose,81.8961,India<br>2022-04-23: 81.9% with one dose<br>
Karnataka,2022-04-24,pct_one_dose,81.9201,India<br>2022-04-24: 81.92% with one dose<br>
Karnataka,2022-04-25,pct_one_dose,81.9238,India<br>2022-04-25: 81.92% with one dose<br>
Karnataka,2022-04-26,pct_one_dose,81.9448,India<br>2022-04-26: 81.94% with one dose<br>
Karnataka,2022-04-27,pct_one_dose,81.9669,India<br>2022-04-27: 81.97% with one dose<br>
Karnataka,2022-04-28,pct_one_dose,81.9972,India<br>2022-04-28: 82% with one dose<br>
Karnataka,2022-04-29,pct_one_dose,82.0209,India<br>2022-04-29: 82.02% with one dose<br>
Karnataka,2022-04-30,pct_one_dose,82.0422,India<br>2022-04-30: 82.04% with one dose<br>
Karnataka,2022-05-01,pct_one_dose,82.0612,India<br>2022-05-01: 82.06% with one dose<br>
Karnataka,2022-05-02,pct_one_dose,82.0659,India<br>2022-05-02: 82.07% with one dose<br>
Karnataka,2022-05-03,pct_one_dose,82.0782,India<br>2022-05-03: 82.08% with one dose<br>
Karnataka,2022-05-04,pct_one_dose,82.0833,India<br>2022-05-04: 82.08% with one dose<br>
Karnataka,2022-05-05,pct_one_dose,82.1033,India<br>2022-05-05: 82.1% with one dose<br>
Karnataka,2022-05-06,pct_one_dose,82.1324,India<br>2022-05-06: 82.13% with one dose<br>
Karnataka,2022-05-07,pct_one_dose,82.168,India<br>2022-05-07: 82.17% with one dose<br>
Karnataka,2022-05-08,pct_one_dose,82.1951,India<br>2022-05-08: 82.2% with one dose<br>
Karnataka,2022-05-09,pct_one_dose,82.1989,India<br>2022-05-09: 82.2% with one dose<br>
Karnataka,2022-05-10,pct_one_dose,82.218,India<br>2022-05-10: 82.22% with one dose<br>
Karnataka,2022-05-11,pct_one_dose,82.2324,India<br>2022-05-11: 82.23% with one dose<br>
Karnataka,2022-05-12,pct_one_dose,82.2497,India<br>2022-05-12: 82.25% with one dose<br>
Karnataka,2022-05-13,pct_one_dose,82.2576,India<br>2022-05-13: 82.26% with one dose<br>
Karnataka,2022-05-14,pct_one_dose,82.2664,India<br>2022-05-14: 82.27% with one dose<br>
Karnataka,2022-05-15,pct_one_dose,82.2726,India<br>2022-05-15: 82.27% with one dose<br>
Karnataka,2022-05-16,pct_one_dose,82.2738,India<br>2022-05-16: 82.27% with one dose<br>
Karnataka,2022-05-17,pct_one_dose,82.2857,India<br>2022-05-17: 82.29% with one dose<br>
Karnataka,2022-05-18,pct_one_dose,82.2993,India<br>2022-05-18: 82.3% with one dose<br>
Karnataka,2022-05-19,pct_one_dose,82.3211,India<br>2022-05-19: 82.32% with one dose<br>
Karnataka,2022-05-20,pct_one_dose,82.3339,India<br>2022-05-20: 82.33% with one dose<br>
Karnataka,2022-05-21,pct_one_dose,82.356,India<br>2022-05-21: 82.36% with one dose<br>
Karnataka,2022-05-22,pct_one_dose,82.3781,India<br>2022-05-22: 82.38% with one dose<br>
Karnataka,2022-05-23,pct_one_dose,82.3799,India<br>2022-05-23: 82.38% with one dose<br>
Karnataka,2022-05-24,pct_one_dose,82.4047,India<br>2022-05-24: 82.4% with one dose<br>
Karnataka,2022-05-25,pct_one_dose,82.4295,India<br>2022-05-25: 82.43% with one dose<br>
Karnataka,2022-05-26,pct_one_dose,82.4692,India<br>2022-05-26: 82.47% with one dose<br>
Karnataka,2022-05-27,pct_one_dose,82.4968,India<br>2022-05-27: 82.5% with one dose<br>
Karnataka,2022-05-28,pct_one_dose,82.5272,India<br>2022-05-28: 82.53% with one dose<br>
Karnataka,2022-05-29,pct_one_dose,82.5461,India<br>2022-05-29: 82.55% with one dose<br>
Karnataka,2022-05-30,pct_one_dose,82.548,India<br>2022-05-30: 82.55% with one dose<br>
Karnataka,2022-05-31,pct_one_dose,82.5694,India<br>2022-05-31: 82.57% with one dose<br>
Karnataka,2022-06-01,pct_one_dose,82.5901,India<br>2022-06-01: 82.59% with one dose<br>
Karnataka,2022-06-02,pct_one_dose,82.6822,India<br>2022-06-02: 82.68% with one dose<br>
Karnataka,2022-06-03,pct_one_dose,82.7047,India<br>2022-06-03: 82.7% with one dose<br>
Karnataka,2022-06-04,pct_one_dose,82.7269,India<br>2022-06-04: 82.73% with one dose<br>
Karnataka,2022-06-05,pct_one_dose,82.7478,India<br>2022-06-05: 82.75% with one dose<br>
Karnataka,2022-06-06,pct_one_dose,82.749,India<br>2022-06-06: 82.75% with one dose<br>
Karnataka,2022-06-07,pct_one_dose,82.7731,India<br>2022-06-07: 82.77% with one dose<br>
Karnataka,2022-06-08,pct_one_dose,82.7948,India<br>2022-06-08: 82.79% with one dose<br>
Karnataka,2022-06-09,pct_one_dose,82.8891,India<br>2022-06-09: 82.89% with one dose<br>
Karnataka,2022-06-10,pct_one_dose,82.9147,India<br>2022-06-10: 82.91% with one dose<br>
Karnataka,2022-06-11,pct_one_dose,82.9478,India<br>2022-06-11: 82.95% with one dose<br>
Karnataka,2022-06-12,pct_one_dose,82.962,India<br>2022-06-12: 82.96% with one dose<br>
Karnataka,2022-06-13,pct_one_dose,82.9646,India<br>2022-06-13: 82.96% with one dose<br>
Karnataka,2022-06-14,pct_one_dose,82.9881,India<br>2022-06-14: 82.99% with one dose<br>
Karnataka,2022-06-15,pct_one_dose,83.0043,India<br>2022-06-15: 83% with one dose<br>
Karnataka,2022-06-16,pct_one_dose,83.0794,India<br>2022-06-16: 83.08% with one dose<br>
Karnataka,2022-06-17,pct_one_dose,83.0956,India<br>2022-06-17: 83.1% with one dose<br>
Karnataka,2022-06-18,pct_one_dose,83.1139,India<br>2022-06-18: 83.11% with one dose<br>
Karnataka,2022-06-19,pct_one_dose,83.1285,India<br>2022-06-19: 83.13% with one dose<br>
Karnataka,2022-06-20,pct_one_dose,83.1295,India<br>2022-06-20: 83.13% with one dose<br>
Karnataka,2022-06-21,pct_one_dose,83.1468,India<br>2022-06-21: 83.15% with one dose<br>
Karnataka,2022-06-22,pct_one_dose,83.1602,India<br>2022-06-22: 83.16% with one dose<br>
Karnataka,2022-06-23,pct_one_dose,83.2153,India<br>2022-06-23: 83.22% with one dose<br>
Karnataka,2022-06-24,pct_one_dose,83.2324,India<br>2022-06-24: 83.23% with one dose<br>
Karnataka,2022-06-25,pct_one_dose,83.2542,India<br>2022-06-25: 83.25% with one dose<br>
Karnataka,2022-06-26,pct_one_dose,83.2707,India<br>2022-06-26: 83.27% with one dose<br>
Karnataka,2022-06-27,pct_one_dose,83.272,India<br>2022-06-27: 83.27% with one dose<br>
Karnataka,2022-06-28,pct_one_dose,83.2958,India<br>2022-06-28: 83.3% with one dose<br>
Karnataka,2022-06-29,pct_one_dose,83.34,India<br>2022-06-29: 83.34% with one dose<br>
Karnataka,2022-06-30,pct_one_dose,83.351,India<br>2022-06-30: 83.35% with one dose<br>
Karnataka,2022-07-01,pct_one_dose,83.3582,India<br>2022-07-01: 83.36% with one dose<br>
Karnataka,2022-07-02,pct_one_dose,83.3677,India<br>2022-07-02: 83.37% with one dose<br>
Karnataka,2022-07-03,pct_one_dose,83.3682,India<br>2022-07-03: 83.37% with one dose<br>
Karnataka,2022-07-04,pct_one_dose,83.3748,India<br>2022-07-04: 83.37% with one dose<br>
Karnataka,2022-07-05,pct_one_dose,83.3801,India<br>2022-07-05: 83.38% with one dose<br>
Karnataka,2022-07-06,pct_one_dose,83.4214,India<br>2022-07-06: 83.42% with one dose<br>
Kerala,2021-03-15,pct_one_dose,4.0098,India<br>2021-03-15: 4.01% with one dose<br>
Kerala,2021-03-16,pct_one_dose,4.387,India<br>2021-03-16: 4.39% with one dose<br>
Kerala,2021-03-17,pct_one_dose,4.52,India<br>2021-03-17: 4.52% with one dose<br>
Kerala,2021-03-18,pct_one_dose,4.9168,India<br>2021-03-18: 4.92% with one dose<br>
Kerala,2021-03-19,pct_one_dose,5.2752,India<br>2021-03-19: 5.28% with one dose<br>
Kerala,2021-03-20,pct_one_dose,5.5877,India<br>2021-03-20: 5.59% with one dose<br>
Kerala,2021-03-21,pct_one_dose,5.6045,India<br>2021-03-21: 5.6% with one dose<br>
Kerala,2021-03-22,pct_one_dose,5.9486,India<br>2021-03-22: 5.95% with one dose<br>
Kerala,2021-03-23,pct_one_dose,6.2744,India<br>2021-03-23: 6.27% with one dose<br>
Kerala,2021-03-24,pct_one_dose,6.4353,India<br>2021-03-24: 6.44% with one dose<br>
Kerala,2021-03-25,pct_one_dose,6.8578,India<br>2021-03-25: 6.86% with one dose<br>
Kerala,2021-03-26,pct_one_dose,7.2223,India<br>2021-03-26: 7.22% with one dose<br>
Kerala,2021-03-27,pct_one_dose,7.5381,India<br>2021-03-27: 7.54% with one dose<br>
Kerala,2021-03-28,pct_one_dose,7.5719,India<br>2021-03-28: 7.57% with one dose<br>
Kerala,2021-03-29,pct_one_dose,7.9869,India<br>2021-03-29: 7.99% with one dose<br>
Kerala,2021-03-30,pct_one_dose,8.4189,India<br>2021-03-30: 8.42% with one dose<br>
Kerala,2021-03-31,pct_one_dose,8.5839,India<br>2021-03-31: 8.58% with one dose<br>
Kerala,2021-04-01,pct_one_dose,8.8252,India<br>2021-04-01: 8.83% with one dose<br>
Kerala,2021-04-02,pct_one_dose,9.4205,India<br>2021-04-02: 9.42% with one dose<br>
Kerala,2021-04-03,pct_one_dose,9.7656,India<br>2021-04-03: 9.77% with one dose<br>
Kerala,2021-04-04,pct_one_dose,9.8581,India<br>2021-04-04: 9.86% with one dose<br>
Kerala,2021-04-05,pct_one_dose,10.2427,India<br>2021-04-05: 10.24% with one dose<br>
Kerala,2021-04-06,pct_one_dose,10.3169,India<br>2021-04-06: 10.32% with one dose<br>
Kerala,2021-04-07,pct_one_dose,10.553,India<br>2021-04-07: 10.55% with one dose<br>
Kerala,2021-04-08,pct_one_dose,11.1019,India<br>2021-04-08: 11.1% with one dose<br>
Kerala,2021-04-09,pct_one_dose,11.6698,India<br>2021-04-09: 11.67% with one dose<br>
Kerala,2021-04-10,pct_one_dose,12.1593,India<br>2021-04-10: 12.16% with one dose<br>
Kerala,2021-04-11,pct_one_dose,12.3382,India<br>2021-04-11: 12.34% with one dose<br>
Kerala,2021-04-12,pct_one_dose,13.0155,India<br>2021-04-12: 13.02% with one dose<br>
Kerala,2021-04-13,pct_one_dose,13.4219,India<br>2021-04-13: 13.42% with one dose<br>
Kerala,2021-04-14,pct_one_dose,13.4667,India<br>2021-04-14: 13.47% with one dose<br>
Kerala,2021-04-15,pct_one_dose,13.9498,India<br>2021-04-15: 13.95% with one dose<br>
Kerala,2021-04-16,pct_one_dose,14.356,India<br>2021-04-16: 14.36% with one dose<br>
Kerala,2021-04-17,pct_one_dose,14.6864,India<br>2021-04-17: 14.69% with one dose<br>
Kerala,2021-04-18,pct_one_dose,14.7752,India<br>2021-04-18: 14.78% with one dose<br>
Kerala,2021-04-19,pct_one_dose,15.0872,India<br>2021-04-19: 15.09% with one dose<br>
Kerala,2021-04-20,pct_one_dose,15.4978,India<br>2021-04-20: 15.5% with one dose<br>
Kerala,2021-04-21,pct_one_dose,15.6937,India<br>2021-04-21: 15.69% with one dose<br>
Kerala,2021-04-22,pct_one_dose,15.9528,India<br>2021-04-22: 15.95% with one dose<br>
Kerala,2021-04-23,pct_one_dose,16.1536,India<br>2021-04-23: 16.15% with one dose<br>
Kerala,2021-04-24,pct_one_dose,16.4799,India<br>2021-04-24: 16.48% with one dose<br>
Kerala,2021-04-25,pct_one_dose,16.5161,India<br>2021-04-25: 16.52% with one dose<br>
