Country,Date,Incident_Cases,Cases_fmt,text,loess_cases,Day
Pakistan,2022-03-14,473,473,Pakistan<br>2022-03-14: 473 incident cases<br>,506.241463752182,730
Russia,2022-03-14,40120,"40,120","Russia<br>2022-03-14: 40,120 incident cases<br>",40167.8129952119,728
South Korea,2022-03-14,362328,"362,328","South Korea<br>2022-03-14: 362,328 incident cases<br>",389426.265219186,754
Switzerland,2022-03-14,69146,"69,146","Switzerland<br>2022-03-14: 69,146 incident cases<br>",29029.1676546842,740
Turkey,2022-03-14,24404,"24,404","Turkey<br>2022-03-14: 24,404 incident cases<br>",22640.8217932311,726
US,2022-03-14,34534,"34,534","US<br>2022-03-14: 34,534 incident cases<br>",32186.0021626648,741
United Kingdom,2022-03-14,171669,"171,669","United Kingdom<br>2022-03-14: 171,669 incident cases<br>",78876.2106574237,743
Bangladesh,2022-03-15,217,217,Bangladesh<br>2022-03-15: 217 incident cases<br>,188.182431659867,709
Belgium,2022-03-15,0,0,Belgium<br>2022-03-15: 0 incident cases<br>,9278.78692208016,740
Brazil,2022-03-15,49694,"49,694","Brazil<br>2022-03-15: 49,694 incident cases<br>",39310.3322447362,733
Canada,2022-03-15,9031,"9,031","Canada<br>2022-03-15: 9,031 incident cases<br>",4573.86871528958,738
China,2022-03-15,32827,"32,827","China<br>2022-03-15: 32,827 incident cases<br>",27376.3496625618,784
France,2022-03-15,117382,"117,382","France<br>2022-03-15: 117,382 incident cases<br>",79171.2749153399,746
Germany,2022-03-15,198888,"198,888","Germany<br>2022-03-15: 198,888 incident cases<br>",210967.963791179,745
Iran,2022-03-15,3223,"3,223","Iran<br>2022-03-15: 3,223 incident cases<br>",3010.99814605751,749
Italy,2022-03-15,86414,"86,414","Italy<br>2022-03-15: 86,414 incident cases<br>",64610.3959048921,752
Netherlands,2022-03-15,52983,"52,983","Netherlands<br>2022-03-15: 52,983 incident cases<br>",54775.2267627405,741
Pakistan,2022-03-15,493,493,Pakistan<br>2022-03-15: 493 incident cases<br>,482.102396273275,731
Russia,2022-03-15,36080,"36,080","Russia<br>2022-03-15: 36,080 incident cases<br>",37942.5632277566,729
South Korea,2022-03-15,400725,"400,725","South Korea<br>2022-03-15: 400,725 incident cases<br>",394844.817076741,755
Switzerland,2022-03-15,29033,"29,033","Switzerland<br>2022-03-15: 29,033 incident cases<br>",28636.8210759492,741
Turkey,2022-03-15,24614,"24,614","Turkey<br>2022-03-15: 24,614 incident cases<br>",21490.3836799908,727
US,2022-03-15,23506,"23,506","US<br>2022-03-15: 23,506 incident cases<br>",31216.6511533098,742
United Kingdom,2022-03-15,120682,"120,682","United Kingdom<br>2022-03-15: 120,682 incident cases<br>",81587.6276658211,744
Bangladesh,2022-03-16,182,182,Bangladesh<br>2022-03-16: 182 incident cases<br>,170.719422967437,710
Belgium,2022-03-16,25700,"25,700","Belgium<br>2022-03-16: 25,700 incident cases<br>",9835.82033819464,741
Brazil,2022-03-16,47738,"47,738","Brazil<br>2022-03-16: 47,738 incident cases<br>",38371.8670003401,734
Canada,2022-03-16,5290,"5,290","Canada<br>2022-03-16: 5,290 incident cases<br>",4674.10574367937,739
China,2022-03-16,33495,"33,495","China<br>2022-03-16: 33,495 incident cases<br>",26903.3030233348,785
France,2022-03-16,108959,"108,959","France<br>2022-03-16: 108,959 incident cases<br>",82659.6114502542,747
Germany,2022-03-16,262593,"262,593","Germany<br>2022-03-16: 262,593 incident cases<br>",211700.81010534,746
Iran,2022-03-16,3010,"3,010","Iran<br>2022-03-16: 3,010 incident cases<br>",2641.06034234847,750
Italy,2022-03-16,74147,"74,147","Italy<br>2022-03-16: 74,147 incident cases<br>",66918.2914959036,753
Netherlands,2022-03-16,60387,"60,387","Netherlands<br>2022-03-16: 60,387 incident cases<br>",51588.1258062461,742
Pakistan,2022-03-16,514,514,Pakistan<br>2022-03-16: 514 incident cases<br>,457.528505151745,732
Russia,2022-03-16,35969,"35,969","Russia<br>2022-03-16: 35,969 incident cases<br>",36041.8179997647,730
South Korea,2022-03-16,621317,"621,317","South Korea<br>2022-03-16: 621,317 incident cases<br>",397951.611638767,756
Switzerland,2022-03-16,36038,"36,038","Switzerland<br>2022-03-16: 36,038 incident cases<br>",28106.8211186865,742
Turkey,2022-03-16,22345,"22,345","Turkey<br>2022-03-16: 22,345 incident cases<br>",20435.3211175273,728
US,2022-03-16,51254,"51,254","US<br>2022-03-16: 51,254 incident cases<br>",30320.7050565195,743
United Kingdom,2022-03-16,93943,"93,943","United Kingdom<br>2022-03-16: 93,943 incident cases<br>",84074.4085468739,745
Bangladesh,2022-03-17,233,233,Bangladesh<br>2022-03-17: 233 incident cases<br>,156.976114247762,711
Belgium,2022-03-17,12275,"12,275","Belgium<br>2022-03-17: 12,275 incident cases<br>",10376.9734670523,742
Brazil,2022-03-17,44033,"44,033","Brazil<br>2022-03-17: 44,033 incident cases<br>",37620.8361969288,735
Canada,2022-03-17,4199,"4,199","Canada<br>2022-03-17: 4,199 incident cases<br>",4819.02031869643,740
China,2022-03-17,23540,"23,540","China<br>2022-03-17: 23,540 incident cases<br>",26005.5751143651,786
France,2022-03-17,102394,"102,394","France<br>2022-03-17: 102,394 incident cases<br>",88225.4185879601,748
Germany,2022-03-17,294931,"294,931","Germany<br>2022-03-17: 294,931 incident cases<br>",216899.351288151,747
Iran,2022-03-17,2580,"2,580","Iran<br>2022-03-17: 2,580 incident cases<br>",2295.38797013198,751
Italy,2022-03-17,82368,"82,368","Italy<br>2022-03-17: 82,368 incident cases<br>",69024.3544580672,754
Netherlands,2022-03-17,53695,"53,695","Netherlands<br>2022-03-17: 53,695 incident cases<br>",48886.2951653702,743
Pakistan,2022-03-17,183,183,Pakistan<br>2022-03-17: 183 incident cases<br>,431.641192477071,733
Russia,2022-03-17,34172,"34,172","Russia<br>2022-03-17: 34,172 incident cases<br>",34154.7125215495,731
South Korea,2022-03-17,407017,"407,017","South Korea<br>2022-03-17: 407,017 incident cases<br>",399223.284022525,757
Switzerland,2022-03-17,34373,"34,373","Switzerland<br>2022-03-17: 34,373 incident cases<br>",27575.8990395257,743
Turkey,2022-03-17,21354,"21,354","Turkey<br>2022-03-17: 21,354 incident cases<br>",19481.1515661597,729
US,2022-03-17,52026,"52,026","US<br>2022-03-17: 52,026 incident cases<br>",29822.3498453398,744
United Kingdom,2022-03-17,91206,"91,206","United Kingdom<br>2022-03-17: 91,206 incident cases<br>",86096.6317508765,746
Bangladesh,2022-03-18,108,108,Bangladesh<br>2022-03-18: 108 incident cases<br>,143.835318091728,712
Belgium,2022-03-18,0,0,Belgium<br>2022-03-18: 0 incident cases<br>,10742.9715600279,743
Brazil,2022-03-18,51990,"51,990","Brazil<br>2022-03-18: 51,990 incident cases<br>",36912.0610415438,736
Canada,2022-03-18,3340,"3,340","Canada<br>2022-03-18: 3,340 incident cases<br>",4981.68560033734,741
China,2022-03-18,24135,"24,135","China<br>2022-03-18: 24,135 incident cases<br>",24512.3399907993,787
France,2022-03-18,97657,"97,657","France<br>2022-03-18: 97,657 incident cases<br>",95298.5375042857,749
Germany,2022-03-18,297845,"297,845","Germany<br>2022-03-18: 297,845 incident cases<br>",224261.59691727,748
Iran,2022-03-18,2175,"2,175","Iran<br>2022-03-18: 2,175 incident cases<br>",2026.48276810332,752
Italy,2022-03-18,78577,"78,577","Italy<br>2022-03-18: 78,577 incident cases<br>",70749.4458616384,755
Netherlands,2022-03-18,54513,"54,513","Netherlands<br>2022-03-18: 54,513 incident cases<br>",46748.0386268955,744
Pakistan,2022-03-18,696,696,Pakistan<br>2022-03-18: 696 incident cases<br>,405.000415460223,734
Russia,2022-03-18,33815,"33,815","Russia<br>2022-03-18: 33,815 incident cases<br>",32427.6371665569,732
South Korea,2022-03-18,381329,"381,329","South Korea<br>2022-03-18: 381,329 incident cases<br>",396108.6579817,758
Switzerland,2022-03-18,27605,"27,605","Switzerland<br>2022-03-18: 27,605 incident cases<br>",26923.3737431515,744
Turkey,2022-03-18,19126,"19,126","Turkey<br>2022-03-18: 19,126 incident cases<br>",18633.392486207,730
US,2022-03-18,31721,"31,721","US<br>2022-03-18: 31,721 incident cases<br>",29924.3971376212,745
United Kingdom,2022-03-18,93093,"93,093","United Kingdom<br>2022-03-18: 93,093 incident cases<br>",87152.0914835748,747
Bangladesh,2022-03-19,62,62,Bangladesh<br>2022-03-19: 62 incident cases<br>,130.73511032848,713
Belgium,2022-03-19,11502,"11,502","Belgium<br>2022-03-19: 11,502 incident cases<br>",10865.6507503079,744
Brazil,2022-03-19,39635,"39,635","Brazil<br>2022-03-19: 39,635 incident cases<br>",36100.3627412268,737
Canada,2022-03-19,3007,"3,007","Canada<br>2022-03-19: 3,007 incident cases<br>",5164.59878885573,742
China,2022-03-19,21993,"21,993","China<br>2022-03-19: 21,993 incident cases<br>",22804.1746020788,788
France,2022-03-19,98104,"98,104","France<br>2022-03-19: 98,104 incident cases<br>",102445.214084714,750
Germany,2022-03-19,0,0,Germany<br>2022-03-19: 0 incident cases<br>,230954.441072246,749
Iran,2022-03-19,1323,"1,323","Iran<br>2022-03-19: 1,323 incident cases<br>",1814.20167417561,753
Italy,2022-03-19,75768,"75,768","Italy<br>2022-03-19: 75,768 incident cases<br>",71918.6838048653,756
Netherlands,2022-03-19,41460,"41,460","Netherlands<br>2022-03-19: 41,460 incident cases<br>",44797.1719524436,745
Pakistan,2022-03-19,375,375,Pakistan<br>2022-03-19: 375 incident cases<br>,379.289091358636,735
Russia,2022-03-19,32353,"32,353","Russia<br>2022-03-19: 32,353 incident cases<br>",31071.0693213997,733
South Korea,2022-03-19,334708,"334,708","South Korea<br>2022-03-19: 334,708 incident cases<br>",387927.195869819,759
Switzerland,2022-03-19,0,0,Switzerland<br>2022-03-19: 0 incident cases<br>,26002.9252217227,745
Turkey,2022-03-19,17328,"17,328","Turkey<br>2022-03-19: 17,328 incident cases<br>",17877.1243007855,731
US,2022-03-19,11102,"11,102","US<br>2022-03-19: 11,102 incident cases<br>",30378.6301242434,746
United Kingdom,2022-03-19,0,0,United Kingdom<br>2022-03-19: 0 incident cases<br>,87235.7200972437,748
Bangladesh,2022-03-20,82,82,Bangladesh<br>2022-03-20: 82 incident cases<br>,119.068985031645,714
Belgium,2022-03-20,0,0,Belgium<br>2022-03-20: 0 incident cases<br>,10840.2855546403,745
Brazil,2022-03-20,13379,"13,379","Brazil<br>2022-03-20: 13,379 incident cases<br>",35008.0211013997,738
Canada,2022-03-20,2253,"2,253","Canada<br>2022-03-20: 2,253 incident cases<br>",5381.46795456777,743
China,2022-03-20,16859,"16,859","China<br>2022-03-20: 16,859 incident cases<br>",21123.0575304683,789
France,2022-03-20,81283,"81,283","France<br>2022-03-20: 81,283 incident cases<br>",108231.694214727,751
Germany,2022-03-20,0,0,Germany<br>2022-03-20: 0 incident cases<br>,234144.777832624,750
Iran,2022-03-20,1816,"1,816","Iran<br>2022-03-20: 1,816 incident cases<br>",1620.44995360629,754
Italy,2022-03-20,61564,"61,564","Italy<br>2022-03-20: 61,564 incident cases<br>",72588.822999538,757
Netherlands,2022-03-20,34823,"34,823","Netherlands<br>2022-03-20: 34,823 incident cases<br>",42907.3769861697,746
Pakistan,2022-03-20,303,303,Pakistan<br>2022-03-20: 303 incident cases<br>,356.190137429747,736
Russia,2022-03-20,30513,"30,513","Russia<br>2022-03-20: 30,513 incident cases<br>",29870.274716141,734
South Korea,2022-03-20,209169,"209,169","South Korea<br>2022-03-20: 209,169 incident cases<br>",377961.490703904,760
Switzerland,2022-03-20,0,0,Switzerland<br>2022-03-20: 0 incident cases<br>,24912.8263630798,746
Turkey,2022-03-20,13081,"13,081","Turkey<br>2022-03-20: 13,081 incident cases<br>",17189.4854460257,732
US,2022-03-20,11654,"11,654","US<br>2022-03-20: 11,654 incident cases<br>",30832.6921377961,747
United Kingdom,2022-03-20,0,0,United Kingdom<br>2022-03-20: 0 incident cases<br>,86853.3032619716,749
Bangladesh,2022-03-21,116,116,Bangladesh<br>2022-03-21: 116 incident cases<br>,108.652882158833,715
Belgium,2022-03-21,21384,"21,384","Belgium<br>2022-03-21: 21,384 incident cases<br>",10752.7587997423,746
Brazil,2022-03-21,12268,"12,268","Brazil<br>2022-03-21: 12,268 incident cases<br>",33671.2294514631,739
Canada,2022-03-21,8153,"8,153","Canada<br>2022-03-21: 8,153 incident cases<br>",5622.18256256378,744
China,2022-03-21,18461,"18,461","China<br>2022-03-21: 18,461 incident cases<br>",19710.9673582327,790
France,2022-03-21,24533,"24,533","France<br>2022-03-21: 24,533 incident cases<br>",112206.242400508,752
Germany,2022-03-21,484345,"484,345","Germany<br>2022-03-21: 484,345 incident cases<br>",230454.748605222,751
Iran,2022-03-21,1254,"1,254","Iran<br>2022-03-21: 1,254 incident cases<br>",1470.80183610708,755
Italy,2022-03-21,33445,"33,445","Italy<br>2022-03-21: 33,445 incident cases<br>",72928.1794362242,758
Netherlands,2022-03-21,32221,"32,221","Netherlands<br>2022-03-21: 32,221 incident cases<br>",40952.3355722287,747
Pakistan,2022-03-21,228,228,Pakistan<br>2022-03-21: 228 incident cases<br>,334.522648108028,737
Russia,2022-03-21,28342,"28,342","Russia<br>2022-03-21: 28,342 incident cases<br>",28610.5190808439,735
South Korea,2022-03-21,353725,"353,725","South Korea<br>2022-03-21: 353,725 incident cases<br>",369494.135500977,761
Switzerland,2022-03-21,60997,"60,997","Switzerland<br>2022-03-21: 60,997 incident cases<br>",23751.3500550639,747
Turkey,2022-03-21,14933,"14,933","Turkey<br>2022-03-21: 14,933 incident cases<br>",16564.080401768,733
US,2022-03-21,41472,"41,472","US<br>2022-03-21: 41,472 incident cases<br>",30934.226510869,748
United Kingdom,2022-03-21,226411,"226,411","United Kingdom<br>2022-03-21: 226,411 incident cases<br>",86510.626647847,750
Bangladesh,2022-03-22,121,121,Bangladesh<br>2022-03-22: 121 incident cases<br>,99.3027416676538,716
Belgium,2022-03-22,12669,"12,669","Belgium<br>2022-03-22: 12,669 incident cases<br>",10688.9533123311,747
Brazil,2022-03-22,41559,"41,559","Brazil<br>2022-03-22: 41,559 incident cases<br>",32265.6792844261,740
Canada,2022-03-22,9466,"9,466","Canada<br>2022-03-22: 9,466 incident cases<br>",5876.63207793412,745
China,2022-03-22,21075,"21,075","China<br>2022-03-22: 21,075 incident cases<br>",18476.8313644654,791
France,2022-03-22,181185,"181,185","France<br>2022-03-22: 181,185 incident cases<br>",115557.274068766,753
Germany,2022-03-22,222080,"222,080","Germany<br>2022-03-22: 222,080 incident cases<br>",222996.980400095,752
Iran,2022-03-22,1122,"1,122","Iran<br>2022-03-22: 1,122 incident cases<br>",1390.83155138973,756
Italy,2022-03-22,96904,"96,904","Italy<br>2022-03-22: 96,904 incident cases<br>",73105.0691054918,759
Netherlands,2022-03-22,40558,"40,558","Netherlands<br>2022-03-22: 40,558 incident cases<br>",38761.9379340262,748
Pakistan,2022-03-22,443,443,Pakistan<br>2022-03-22: 443 incident cases<br>,312.869147067496,738
Russia,2022-03-22,26015,"26,015","Russia<br>2022-03-22: 26,015 incident cases<br>",27336.2169183441,736
South Korea,2022-03-22,490707,"490,707","South Korea<br>2022-03-22: 490,707 incident cases<br>",362600.817845574,762
Switzerland,2022-03-22,23804,"23,804","Switzerland<br>2022-03-22: 23,804 incident cases<br>",22324.8406175639,748
Turkey,2022-03-22,17426,"17,426","Turkey<br>2022-03-22: 17,426 incident cases<br>",15994.5136478529,734
US,2022-03-22,21228,"21,228","US<br>2022-03-22: 21,228 incident cases<br>",30370.7636789853,749
United Kingdom,2022-03-22,95670,"95,670","United Kingdom<br>2022-03-22: 95,670 incident cases<br>",86533.7945830972,751
Bangladesh,2022-03-23,134,134,Bangladesh<br>2022-03-23: 134 incident cases<br>,92.4706272206995,717
Belgium,2022-03-23,16162,"16,162","Belgium<br>2022-03-23: 16,162 incident cases<br>",10630.0409731478,748
Brazil,2022-03-23,46721,"46,721","Brazil<br>2022-03-23: 46,721 incident cases<br>",30967.0620932979,741
Canada,2022-03-23,6824,"6,824","Canada<br>2022-03-23: 6,824 incident cases<br>",6266.6045995745,746
China,2022-03-23,16648,"16,648","China<br>2022-03-23: 16,648 incident cases<br>",17253.0155143808,792
France,2022-03-23,154118,"154,118","France<br>2022-03-23: 154,118 incident cases<br>",119311.261485771,754
Germany,2022-03-23,283732,"283,732","Germany<br>2022-03-23: 283,732 incident cases<br>",218674.095701641,753
Iran,2022-03-23,1123,"1,123","Iran<br>2022-03-23: 1,123 incident cases<br>",1423.17762661281,757
Italy,2022-03-23,78358,"78,358","Italy<br>2022-03-23: 78,358 incident cases<br>",73065.9932896221,760
Netherlands,2022-03-23,42788,"42,788","Netherlands<br>2022-03-23: 42,788 incident cases<br>",36457.1237148515,749
Pakistan,2022-03-23,210,210,Pakistan<br>2022-03-23: 210 incident cases<br>,292.557695424909,739
Russia,2022-03-23,26424,"26,424","Russia<br>2022-03-23: 26,424 incident cases<br>",26195.2854054831,737
South Korea,2022-03-23,395589,"395,589","South Korea<br>2022-03-23: 395,589 incident cases<br>",355269.787590212,763
Switzerland,2022-03-23,26091,"26,091","Switzerland<br>2022-03-23: 26,091 incident cases<br>",20665.1699731306,749
Turkey,2022-03-23,17161,"17,161","Turkey<br>2022-03-23: 17,161 incident cases<br>",15573.1271437284,735
US,2022-03-23,39929,"39,929","US<br>2022-03-23: 39,929 incident cases<br>",29488.0540553239,750
United Kingdom,2022-03-23,103078,"103,078","United Kingdom<br>2022-03-23: 103,078 incident cases<br>",86587.4350745311,752
Bangladesh,2022-03-24,92,92,Bangladesh<br>2022-03-24: 92 incident cases<br>,88.5597718266177,718
Belgium,2022-03-24,13457,"13,457","Belgium<br>2022-03-24: 13,457 incident cases<br>",10535.2223782101,749
Brazil,2022-03-24,37206,"37,206","Brazil<br>2022-03-24: 37,206 incident cases<br>",29831.0651894924,742
Canada,2022-03-24,7053,"7,053","Canada<br>2022-03-24: 7,053 incident cases<br>",6772.55126035429,747
China,2022-03-24,17182,"17,182","China<br>2022-03-24: 17,182 incident cases<br>",16166.6564194251,793
France,2022-03-24,140528,"140,528","France<br>2022-03-24: 140,528 incident cases<br>",124726.160701634,755
Germany,2022-03-24,318387,"318,387","Germany<br>2022-03-24: 318,387 incident cases<br>",220956.727648843,754
Iran,2022-03-24,1345,"1,345","Iran<br>2022-03-24: 1,345 incident cases<br>",1550.38997481977,758
Italy,2022-03-24,82648,"82,648","Italy<br>2022-03-24: 82,648 incident cases<br>",72754.7577645013,761
Netherlands,2022-03-24,39098,"39,098","Netherlands<br>2022-03-24: 39,098 incident cases<br>",34348.1488886855,750
Pakistan,2022-03-24,329,329,Pakistan<br>2022-03-24: 329 incident cases<br>,274.916354297023,740
Russia,2022-03-24,24918,"24,918","Russia<br>2022-03-24: 24,918 incident cases<br>",25128.2442833325,738
South Korea,2022-03-24,339396,"339,396","South Korea<br>2022-03-24: 339,396 incident cases<br>",347652.481153877,764
Switzerland,2022-03-24,22452,"22,452","Switzerland<br>2022-03-24: 22,452 incident cases<br>",19208.9024135971,750
Turkey,2022-03-24,16894,"16,894","Turkey<br>2022-03-24: 16,894 incident cases<br>",15320.1553965168,736
US,2022-03-24,42101,"42,101","US<br>2022-03-24: 42,101 incident cases<br>",28921.070938958,751
United Kingdom,2022-03-24,101587,"101,587","United Kingdom<br>2022-03-24: 101,587 incident cases<br>",86185.1193101098,753
Bangladesh,2022-03-25,102,102,Bangladesh<br>2022-03-25: 102 incident cases<br>,85.8128694621017,719
Belgium,2022-03-25,10852,"10,852","Belgium<br>2022-03-25: 10,852 incident cases<br>",10457.4234271499,750
Brazil,2022-03-25,34201,"34,201","Brazil<br>2022-03-25: 34,201 incident cases<br>",28759.4917124107,743
Canada,2022-03-25,8944,"8,944","Canada<br>2022-03-25: 8,944 incident cases<br>",7172.35607632428,748
China,2022-03-25,15248,"15,248","China<br>2022-03-25: 15,248 incident cases<br>",15344.8906910444,794
France,2022-03-25,143619,"143,619","France<br>2022-03-25: 143,619 incident cases<br>",131263.004905378,756
Germany,2022-03-25,296498,"296,498","Germany<br>2022-03-25: 296,498 incident cases<br>",226191.144051788,755
Iran,2022-03-25,1530,"1,530","Iran<br>2022-03-25: 1,530 incident cases<br>",1707.90990454958,759
Italy,2022-03-25,76397,"76,397","Italy<br>2022-03-25: 76,397 incident cases<br>",72335.6352611048,762
Netherlands,2022-03-25,35444,"35,444","Netherlands<br>2022-03-25: 35,444 incident cases<br>",32663.7301430638,751
Pakistan,2022-03-25,189,189,Pakistan<br>2022-03-25: 189 incident cases<br>,260.883609380408,741
Russia,2022-03-25,24882,"24,882","Russia<br>2022-03-25: 24,882 incident cases<br>",24075.6132929641,739
South Korea,2022-03-25,335479,"335,479","South Korea<br>2022-03-25: 335,479 incident cases<br>",339900.334955559,765
Switzerland,2022-03-25,17252,"17,252","Switzerland<br>2022-03-25: 17,252 incident cases<br>",18038.358354791,751
Turkey,2022-03-25,15303,"15,303","Turkey<br>2022-03-25: 15,303 incident cases<br>",15121.0417075696,737
US,2022-03-25,44444,"44,444","US<br>2022-03-25: 44,444 incident cases<br>",28921.8843641594,752
United Kingdom,2022-03-25,78226,"78,226","United Kingdom<br>2022-03-25: 78,226 incident cases<br>",85117.5787813253,754
Bangladesh,2022-03-26,65,65,Bangladesh<br>2022-03-26: 65 incident cases<br>,82.472614103845,720
Belgium,2022-03-26,0,0,Belgium<br>2022-03-26: 0 incident cases<br>,10299.9227454829,751
Brazil,2022-03-26,29334,"29,334","Brazil<br>2022-03-26: 29,334 incident cases<br>",27697.2068970425,744
Canada,2022-03-26,4374,"4,374","Canada<br>2022-03-26: 4,374 incident cases<br>",7448.02405992666,749
China,2022-03-26,14435,"14,435","China<br>2022-03-26: 14,435 incident cases<br>",14743.1259703626,795
France,2022-03-26,139517,"139,517","France<br>2022-03-26: 139,517 incident cases<br>",137252.88207165,757
Germany,2022-03-26,0,0,Germany<br>2022-03-26: 0 incident cases<br>,230593.419401533,756
Iran,2022-03-26,1382,"1,382","Iran<br>2022-03-26: 1,382 incident cases<br>",1831.17872434122,760
Italy,2022-03-26,74616,"74,616","Italy<br>2022-03-26: 74,616 incident cases<br>",71972.8985104077,763
Netherlands,2022-03-26,28242,"28,242","Netherlands<br>2022-03-26: 28,242 incident cases<br>",31257.419143654,752
Pakistan,2022-03-26,310,310,Pakistan<br>2022-03-26: 310 incident cases<br>,249.290511928396,742
Russia,2022-03-26,23524,"23,524","Russia<br>2022-03-26: 23,524 incident cases<br>",23085.3477142902,740
South Korea,2022-03-26,318130,"318,130","South Korea<br>2022-03-26: 318,130 incident cases<br>",331923.440219849,766
Switzerland,2022-03-26,0,0,Switzerland<br>2022-03-26: 0 incident cases<br>,16897.280733315,752
Turkey,2022-03-26,13849,"13,849","Turkey<br>2022-03-26: 13,849 incident cases<br>",14861.2293782382,738
US,2022-03-26,9686,"9,686","US<br>2022-03-26: 9,686 incident cases<br>",29160.643387502,753
United Kingdom,2022-03-26,1,1,United Kingdom<br>2022-03-26: 1 incident cases<br>,83532.1842708608,755
Bangladesh,2022-03-27,43,43,Bangladesh<br>2022-03-27: 43 incident cases<br>,78.5185506722921,721
Belgium,2022-03-27,0,0,Belgium<br>2022-03-27: 0 incident cases<br>,10010.6152326474,752
Brazil,2022-03-27,10637,"10,637","Brazil<br>2022-03-27: 10,637 incident cases<br>",26409.6174841855,745
Canada,2022-03-27,3654,"3,654","Canada<br>2022-03-27: 3,654 incident cases<br>",7698.60142628682,750
China,2022-03-27,13621,"13,621","China<br>2022-03-27: 13,621 incident cases<br>",14271.1439746407,796
France,2022-03-27,110174,"110,174","France<br>2022-03-27: 110,174 incident cases<br>",141026.880175099,758
Germany,2022-03-27,0,0,Germany<br>2022-03-27: 0 incident cases<br>,230379.628189134,757
Iran,2022-03-27,2299,"2,299","Iran<br>2022-03-27: 2,299 incident cases<br>",1942.05543043577,761
Italy,2022-03-27,60612,"60,612","Italy<br>2022-03-27: 60,612 incident cases<br>",71433.3946634371,764
Netherlands,2022-03-27,25032,"25,032","Netherlands<br>2022-03-27: 25,032 incident cases<br>",29876.7243316351,753
Pakistan,2022-03-27,186,186,Pakistan<br>2022-03-27: 186 incident cases<br>,238.303971392894,743
Russia,2022-03-27,22738,"22,738","Russia<br>2022-03-27: 22,738 incident cases<br>",22186.1122482153,741
South Korea,2022-03-27,187213,"187,213","South Korea<br>2022-03-27: 187,213 incident cases<br>",323442.641372924,767
Switzerland,2022-03-27,0,0,Switzerland<br>2022-03-27: 0 incident cases<br>,15714.3676221653,753
Turkey,2022-03-27,11194,"11,194","Turkey<br>2022-03-27: 11,194 incident cases<br>",14613.2208968743,739
US,2022-03-27,12020,"12,020","US<br>2022-03-27: 12,020 incident cases<br>",29399.4398415115,754
United Kingdom,2022-03-27,0,0,United Kingdom<br>2022-03-27: 0 incident cases<br>,81477.4659034641,756
Bangladesh,2022-03-28,81,81,Bangladesh<br>2022-03-28: 81 incident cases<br>,74.9241431731717,722
Belgium,2022-03-28,25362,"25,362","Belgium<br>2022-03-28: 25,362 incident cases<br>",9709.35119915885,753
Brazil,2022-03-28,7901,"7,901","Brazil<br>2022-03-28: 7,901 incident cases<br>",24895.4928648303,746
Canada,2022-03-28,6150,"6,150","Canada<br>2022-03-28: 6,150 incident cases<br>",7877.53399548036,751
China,2022-03-28,13880,"13,880","China<br>2022-03-28: 13,880 incident cases<br>",13987.64242953,797
France,2022-03-28,29807,"29,807","France<br>2022-03-28: 29,807 incident cases<br>",141373.803385133,759
Germany,2022-03-28,430751,"430,751","Germany<br>2022-03-28: 430,751 incident cases<br>",223858.83109497,758
Iran,2022-03-28,2915,"2,915","Iran<br>2022-03-28: 2,915 incident cases<br>",2089.91641786343,762
Italy,2022-03-28,31560,"31,560","Italy<br>2022-03-28: 31,560 incident cases<br>",70548.9227771468,765
Netherlands,2022-03-28,21556,"21,556","Netherlands<br>2022-03-28: 21,556 incident cases<br>",28269.1541481862,754
Pakistan,2022-03-28,269,269,Pakistan<br>2022-03-28: 269 incident cases<br>,229.092633680151,744
Russia,2022-03-28,20647,"20,647","Russia<br>2022-03-28: 20,647 incident cases<br>",21289.4907672993,742
South Korea,2022-03-28,347374,"347,374","South Korea<br>2022-03-28: 347,374 incident cases<br>",314325.504636155,768
Switzerland,2022-03-28,34336,"34,336","Switzerland<br>2022-03-28: 34,336 incident cases<br>",14418.3170943381,754
Turkey,2022-03-28,14364,"14,364","Turkey<br>2022-03-28: 14,364 incident cases<br>",14427.7784619293,740
US,2022-03-28,37708,"37,708","US<br>2022-03-28: 37,708 incident cases<br>",29400.3655587141,755
United Kingdom,2022-03-28,215398,"215,398","United Kingdom<br>2022-03-28: 215,398 incident cases<br>",79001.9538038829,757
Bangladesh,2022-03-29,69,69,Bangladesh<br>2022-03-29: 69 incident cases<br>,71.4229642111034,723
Belgium,2022-03-29,0,0,Belgium<br>2022-03-29: 0 incident cases<br>,9515.98095553286,754
Brazil,2022-03-29,29550,"29,550","Brazil<br>2022-03-29: 29,550 incident cases<br>",23449.7422492557,747
Canada,2022-03-29,10561,"10,561","Canada<br>2022-03-29: 10,561 incident cases<br>",7938.2675875829,752
China,2022-03-29,14911,"14,911","China<br>2022-03-29: 14,911 incident cases<br>",13951.319060682,798
France,2022-03-29,217669,"217,669","France<br>2022-03-29: 217,669 incident cases<br>",139425.027048709,760
Germany,2022-03-29,237352,"237,352","Germany<br>2022-03-29: 237,352 incident cases<br>",213858.034928012,759
Iran,2022-03-29,2743,"2,743","Iran<br>2022-03-29: 2,743 incident cases<br>",2251.47909334686,763
Italy,2022-03-29,100296,"100,296","Italy<br>2022-03-29: 100,296 incident cases<br>",69581.1834414023,766
Netherlands,2022-03-29,30983,"30,983","Netherlands<br>2022-03-29: 30,983 incident cases<br>",26275.8175635036,755
