Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,People in ICU,People on Ventilators,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Corona Enquiry Calls,Num Calls State Helpline,Source1,Source2,...23,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection
24/05/2020,Bihar,63741,Tested,2507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1264535576906211328,NA,NA,3.93%,0.53,533,25,119520000
25/05/2020,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,119520000
26/05/2020,Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,119520000
27/05/2020,Bihar,68262,Tested,3010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1265612579734347776,NA,NA,4.41%,0.57,571,23,119520000
28/05/2020,Bihar,70275,Tested,3106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1265962142160699393,NA,NA,4.42%,0.59,588,23,119520000
29/05/2020,Bihar,72256,Tested,3276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1266341629104799750,NA,NA,4.53%,0.6,605,22,119520000
30/05/2020,Bihar,73929,Tested,3511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1266698915262476288,NA,NA,4.75%,0.62,619,21,119520000
31/05/2020,Bihar,75737,Tested,3692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1267055745993867264,NA,NA,4.87%,0.63,634,21,119520000
01/06/2020,Bihar,78090,Tested,3872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1267426736121110528,NA,NA,4.96%,0.65,653,20,119520000
02/06/2020,Bihar,81413,Tested,4049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1267780351889268737,NA,NA,4.97%,0.68,681,20,119520000
03/06/2020,Bihar,84729,Tested,4273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1268140984656957441,NA,NA,5.04%,0.71,709,20,119520000
04/06/2020,Bihar,88313,Tested,4420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1268520472284667904,NA,NA,5.00%,0.74,739,20,119520000
05/06/2020,Bihar,91903,Tested,4551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1268862294320123905,NA,NA,4.95%,0.77,769,20,119520000
06/06/2020,Bihar,95473,Tested,4745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1269256716366929921,NA,NA,4.97%,0.8,799,20,119520000
07/06/2020,Bihar,99108,Tested,4972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1269589508980432910,NA,NA,5.02%,0.83,829,20,119520000
08/06/2020,Bihar,102318,Tested,5176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1269960683191443456,NA,NA,5.06%,0.86,856,20,119520000
09/06/2020,Bihar,105588,Tested,5364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1270328755978813441,NA,NA,5.08%,0.88,883,20,119520000
10/06/2020,Bihar,109483,Tested,5583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1270674704077127680,NA,NA,5.10%,0.92,916,20,119520000
11/06/2020,Bihar,113225,Tested,5807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1271033210844049409,NA,NA,5.13%,0.95,947,19,119520000
12/06/2020,Bihar,116671,Tested,6043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1271399345762390016,NA,NA,5.18%,0.98,976,19,119520000
13/06/2020,Bihar,120086,Tested,6183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1271767555422605313,NA,NA,5.15%,1,1005,19,119520000
14/06/2020,Bihar,123629,Tested,6355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1272122915325046786,NA,NA,5.14%,1.03,1034,19,119520000
15/06/2020,Bihar,127126,Tested,6581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1272512236041297920,NA,NA,5.18%,1.06,1064,19,119520000
16/06/2020,Bihar,130783,Tested,6736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1272859348591501316,NA,NA,5.15%,1.09,1094,19,119520000
17/06/2020,Bihar,134402,Tested,6889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1273240056443043847,NA,NA,5.13%,1.12,1125,20,119520000
18/06/2020,Bihar,139584,Tested,6993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1273571500621131776,NA,NA,5.01%,1.17,1168,20,119520000
19/06/2020,Bihar,145562,Tested,7178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1273937728397172736,NA,NA,4.93%,1.22,1218,20,119520000
20/06/2020,Bihar,151148,Tested,7380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1274293529502789632,NA,NA,4.88%,1.26,1265,20,119520000
21/06/2020,Bihar,156926,Tested,7602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1274666151436419072,NA,NA,4.84%,1.31,1313,21,119520000
22/06/2020,Bihar,163476,Tested,7808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1275056113998630914,NA,NA,4.78%,1.37,1368,21,119520000
23/06/2020,Bihar,169401,Tested,7974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1275394867682631680,NA,NA,4.71%,1.42,1417,21,119520000
24/06/2020,Bihar,175103,Tested,8180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1275787406814445576,NA,NA,4.67%,1.47,1465,21,119520000
25/06/2020,Bihar,181737,Tested,8381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1276107290639126529,NA,NA,4.61%,1.52,1521,22,119520000
26/06/2020,Bihar,189643,Tested,8611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1276504797948989440,NA,NA,4.54%,1.59,1587,22,119520000
27/06/2020,Bihar,198385,Tested,8859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1276845287353364488?s=20,NA,NA,4.47%,1.66,1660,22,119520000
28/06/2020,Bihar,205832,Tested,9117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1277207965578084352,NA,NA,4.43%,1.72,1722,23,119520000
29/06/2020,Bihar,212659,Tested,9506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1277578568927637504,NA,NA,4.47%,1.78,1779,22,119520000
30/06/2020,Bihar,220890,Tested,9744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1277946716935749632,NA,NA,4.41%,1.85,1848,23,119520000
01/07/2020,Bihar,228689,Tested,10075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1278300748099416065,NA,NA,4.41%,1.91,1913,23,119520000
02/07/2020,Bihar,235980,Tested,10392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1278643406491672576,NA,NA,4.40%,1.97,1974,23,119520000
03/07/2020,Bihar,243167,Tested,10911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1279032483967692801,NA,NA,4.49%,2.03,2035,22,119520000
04/07/2020,Bihar,251097,Tested,11457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1279373036194594817,NA,NA,4.56%,2.1,2101,22,119520000
05/07/2020,Bihar,257896,Tested,11860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1279747205037912066,NA,NA,4.60%,2.16,2158,22,119520000
06/07/2020,Bihar,264109,Tested,12140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/BiharHealthDept/status/1280100436716867584?s=20,https://twitter.com/PIB_Patna/media,NA,4.60%,2.21,2210,22,119520000
07/07/2020,Bihar,269277,Tested,12525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1280469210720727040,https://twitter.com/BiharHealthDept/status/1280467162809774081?s=20,NA,4.65%,2.25,2253,21,119520000
08/07/2020,Bihar,275554,Tested,13274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/PIB_Patna/status/1280825707925368832,NA,NA,4.82%,2.31,2306,21,119520000
02/04/2020,Chandigarh,124,Tested,18,98,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,14.52%,0.11,105,7,1179000
08/04/2020,Chandigarh,184,Tested,18,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,9.78%,0.16,156,10,1179000
10/04/2020,Chandigarh,223,Tested,19,199,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,8.52%,0.19,189,12,1179000
11/04/2020,Chandigarh,264,Tested,19,223,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in,NA,NA,7.20%,0.22,224,14,1179000
12/04/2020,Chandigarh,279,Tested,21,247,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,7.53%,0.24,237,13,1179000
13/04/2020,Chandigarh,296,Tested,21,263,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in,NA,NA,7.09%,0.25,251,14,1179000
14/04/2020,Chandigarh,309,Tested,21,285,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in,NA,NA,6.80%,0.26,262,15,1179000
15/04/2020,Chandigarh,317,Tested,21,293,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in,NA,NA,6.62%,0.27,269,15,1179000
16/04/2020,Chandigarh,337,Tested,21,315,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ANI/status/1250765375874072578?s=09,NA,NA,6.23%,0.29,286,16,1179000
17/04/2020,Chandigarh,358,Tested,21,335,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,5.87%,0.3,304,17,1179000
18/04/2020,Chandigarh,381,Tested,23,348,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,6.04%,0.32,323,17,1179000
19/04/2020,Chandigarh,430,Tested,26,388,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,6.05%,0.36,365,17,1179000
20/04/2020,Chandigarh,453,Tested,26,417,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,5.74%,0.38,384,17,1179000
21/04/2020,Chandigarh,497,Tested,27,445,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ANI/status/1252589665518936064/photo/1,NA,NA,5.43%,0.42,422,18,1179000
22/04/2020,Chandigarh,529,Tested,27,492,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,5.10%,0.45,449,20,1179000
23/04/2020,Chandigarh,599,Tested,27,557,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,4.51%,0.51,508,22,1179000
24/04/2020,Chandigarh,638,Tested,27,603,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,4.23%,0.54,541,24,1179000
25/04/2020,Chandigarh,734,Tested,28,668,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,3.81%,0.62,623,26,1179000
26/04/2020,Chandigarh,756,Tested,30,677,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,3.97%,0.64,641,25,1179000
27/04/2020,Chandigarh,843,Tested,40,777,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,4.74%,0.72,715,21,1179000
28/04/2020,Chandigarh,924,Tested,56,857,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/3457,NA,NA,6.06%,0.78,784,17,1179000
29/04/2020,Chandigarh,1012,Tested,67,922,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,6.62%,0.86,858,15,1179000
30/04/2020,Chandigarh,1147,Tested,74,1022,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,6.45%,0.97,973,16,1179000
01/05/2020,Chandigarh,1252,Tested,88,1131,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,7.03%,1.06,1062,14,1179000
02/05/2020,Chandigarh,1462,Tested,94,1339,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,6.43%,1.24,1240,16,1179000
03/05/2020,Chandigarh,1616,Tested,97,1491,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/3951,NA,NA,6.00%,1.37,1371,17,1179000
04/05/2020,Chandigarh,1678,Tested,102,1545,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,6.08%,1.42,1423,16,1179000
05/05/2020,Chandigarh,1713,Tested,115,1576,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4059?single,NA,NA,6.71%,1.45,1453,15,1179000
06/05/2020,Chandigarh,1785,Tested,120,1641,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,6.72%,1.51,1514,15,1179000
07/05/2020,Chandigarh,1845,Tested,129,1698,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,https://t.me/indiacovid/4186,NA,6.99%,1.56,1565,14,1179000
08/05/2020,Chandigarh,1913,Tested,146,1748,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,https://t.me/indiacovid/4258,NA,7.63%,1.62,1623,13,1179000
09/05/2020,Chandigarh,2055,Tested,169,1871,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4376?single,http://chdcovid19.in/,NA,8.22%,1.74,1743,12,1179000
10/05/2020,Chandigarh,2142,Tested,173,1947,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,https://t.me/indiacovid/4443,NA,8.08%,1.82,1817,12,1179000
11/05/2020,Chandigarh,2177,Tested,173,1978,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,7.95%,1.85,1846,13,1179000
12/05/2020,Chandigarh,2276,Tested,187,2069,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,8.22%,1.93,1930,12,1179000
13/05/2020,Chandigarh,2420,Tested,189,2206,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,7.81%,2.05,2053,13,1179000
14/05/2020,Chandigarh,2505,Tested,191,2299,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,http://chdcovid19.in/,NA,NA,7.62%,2.12,2125,13,1179000
15/05/2020,Chandigarh,2586,Tested,191,2383,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4798,http://chdcovid19.in/,NA,7.39%,2.19,2193,14,1179000
16/05/2020,Chandigarh,2718,Tested,191,2513,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/4874,NA,NA,7.03%,2.31,2305,14,1179000
17/05/2020,Chandigarh,2812,Tested,191,2604,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/36,http://chdcovid19.in/,NA,6.79%,2.39,2385,15,1179000
18/05/2020,Chandigarh,2892,Tested,196,2663,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/47,http://chdcovid19.in//,NA,6.78%,2.45,2453,15,1179000
19/05/2020,Chandigarh,3031,Tested,199,2783,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5098,http://chdcovid19.in//,NA,6.57%,2.57,2571,15,1179000
21/05/2020,Chandigarh,3369,Tested,216,3125,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/89,http://chdcovid19.in//,NA,6.41%,2.86,2858,16,1179000
22/05/2020,Chandigarh,3531,Tested,219,3234,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5325,http://chdcovid19.in//,NA,6.20%,2.99,2995,16,1179000
23/05/2020,Chandigarh,3749,Tested,225,3390,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5389?single,http://chdcovid19.in//,NA,6.00%,3.18,3180,17,1179000
24/05/2020,Chandigarh,3904,Tested,238,3514,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/141,http://chdcovid19.in//,NA,6.10%,3.31,3311,16,1179000
25/05/2020,Chandigarh,4089,Tested,266,3695,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5512,http://chdcovid19.in/,NA,6.51%,3.47,3468,15,1179000
26/05/2020,Chandigarh,4207,Tested,278,3828,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/165,http://chdcovid19.in/,NA,6.61%,3.57,3568,15,1179000
27/05/2020,Chandigarh,4332,Tested,279,3991,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5627,http://chdcovid19.in/,NA,6.44%,3.67,3674,16,1179000
28/05/2020,Chandigarh,4467,Tested,289,4138,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5710,http://chdcovid19.in/,NA,6.47%,3.79,3789,15,1179000
29/05/2020,Chandigarh,4543,Tested,289,4222,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/223,http://chdcovid19.in/,NA,6.36%,3.85,3853,16,1179000
30/05/2020,Chandigarh,4654,Tested,289,4342,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5905?single,http://chdcovid19.in/,NA,6.21%,3.95,3947,16,1179000
31/05/2020,Chandigarh,4785,Tested,293,4478,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/5993,http://chdcovid19.in/,NA,6.12%,4.06,4059,16,1179000
01/06/2020,Chandigarh,4816,Tested,294,4495,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/260,http://chdcovid19.in/,NA,6.10%,4.08,4085,16,1179000
02/06/2020,Chandigarh,4902,Tested,301,4573,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/273,http://chdcovid19.in/,NA,6.14%,4.16,4158,16,1179000
03/06/2020,Chandigarh,4977,Tested,301,4658,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/6205,NA,NA,6.05%,4.22,4221,17,1179000
04/06/2020,Chandigarh,5059,Tested,302,4735,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/6290,NA,NA,5.97%,4.29,4291,17,1179000
05/06/2020,Chandigarh,5121,Tested,309,4793,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/318,NA,NA,6.03%,4.34,4344,17,1179000
06/06/2020,Chandigarh,5237,Tested,309,4906,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/337,NA,NA,5.90%,4.44,4442,17,1179000
07/06/2020,Chandigarh,5312,Tested,314,4977,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/346,http://chdcovid19.in/,NA,5.91%,4.51,4506,17,1179000
08/06/2020,Chandigarh,5385,Tested,318,5040,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/360,http://chdcovid19.in/,NA,5.91%,4.57,4567,17,1179000
10/06/2020,Chandigarh,5532,Tested,328,5182,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/401,http://chdcovid19.in/,NA,5.93%,4.69,4692,17,1179000
11/06/2020,Chandigarh,5636,Tested,332,5267,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://twitter.com/ANI/status/1271014249989468160?s=19,http://chdcovid19.in/,NA,5.89%,4.78,4780,17,1179000
12/06/2020,Chandigarh,5708,Tested,334,5342,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/426,http://chdcovid19.in/,NA,5.85%,4.84,4841,17,1179000
13/06/2020,Chandigarh,5839,Tested,345,5459,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/438,http://chdcovid19.in/,NA,5.91%,4.95,4953,17,1179000
14/06/2020,Chandigarh,5937,Tested,350,5563,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/456,http://chdcovid19.in/,NA,5.90%,5.04,5036,17,1179000
15/06/2020,Chandigarh,6027,Tested,357,5643,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/7310?single,http://chdcovid19.in/,NA,5.92%,5.11,5112,17,1179000
16/06/2020,Chandigarh,6115,Tested,358,5727,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/502,http://chdcovid19.in/,NA,5.85%,5.19,5187,17,1179000
17/06/2020,Chandigarh,6233,Tested,368,5830,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/7496?single,NA,NA,5.90%,5.29,5287,17,1179000
18/06/2020,Chandigarh,6315,Tested,373,5912,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/7595?single,NA,NA,5.91%,5.36,5356,17,1179000
19/06/2020,Chandigarh,6438,Tested,375,6032,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/7683,NA,NA,5.82%,5.46,5461,17,1179000
20/06/2020,Chandigarh,6578,Tested,390,6162,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/7820?single,NA,NA,5.93%,5.58,5579,17,1179000
21/06/2020,Chandigarh,6677,Tested,404,6243,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/7874,NA,NA,6.05%,5.66,5663,17,1179000
22/06/2020,Chandigarh,6745,Tested,410,6301,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/indiacovid/7985?single,NA,NA,6.08%,5.72,5721,16,1179000
23/06/2020,Chandigarh,6840,Tested,415,6390,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://t.me/Covid19india_Auxiliary_Test_Data/612,NA,NA,6.07%,5.8,5802,16,1179000
